,snout_x,snout_y,snout_likelihood,leftpetridish_x,leftpetridish_y,leftpetridish_likelihood,rightpetridish_x,rightpetridish_y,rightpetridish_likelihood,centroid_x,centroid_y,centroid_likelihood,topleft_x,topleft_y,topleft_likelihood,topright_x,topright_y,topright_likelihood
0,1314.099853515625,632.7366333007812,0.99836665391922,678.8223876953125,619.6620483398438,0.9992258548736572,1300.7999267578125,621.2621459960938,0.9796661734580994,1359.7667236328125,789.967529296875,0.9978985786437988,401.7931213378906,264.9249267578125,0.9971278309822083,1682.496337890625,259.82281494140625,0.9964041709899902
1,1314.4185791015625,630.2593383789062,0.9993191957473755,679.0233154296875,619.751708984375,0.9992509484291077,1300.8851318359375,621.0760498046875,0.9658940434455872,1359.086181640625,789.237060546875,0.9979767203330994,402.0157165527344,265.2087707519531,0.9967756867408752,1682.9393310546875,259.46990966796875,0.9967340230941772
2,1316.009765625,625.8073120117188,0.9994737505912781,679.0171508789062,619.7224731445312,0.9992421865463257,1300.3597412109375,621.6460571289062,0.9215664267539978,1357.61083984375,786.7791748046875,0.9978943467140198,402.1624755859375,265.2806701660156,0.9971160888671875,1682.8707275390625,259.3949279785156,0.9970111846923828
3,1316.4395751953125,620.5615844726562,0.9974912405014038,678.9994506835938,619.7341918945312,0.99924635887146,1299.720458984375,619.2755126953125,0.9126311540603638,1357.6533203125,782.4478759765625,0.996577799320221,402.0929870605469,265.54193115234375,0.9972372055053711,1683.1627197265625,259.58233642578125,0.9970728158950806
4,1316.115234375,619.5299682617188,0.9967384934425354,678.8214111328125,619.8287353515625,0.9992642998695374,1299.5067138671875,618.070068359375,0.945114016532898,1358.2430419921875,779.0426025390625,0.9969462752342224,401.9704895019531,265.50897216796875,0.9972081780433655,1682.91064453125,259.4925842285156,0.996462881565094
5,1314.058837890625,622.63818359375,0.9967061877250671,678.995849609375,619.8582153320312,0.9992555975914001,1303.1817626953125,616.9006958007812,0.9536207914352417,1360.30615234375,775.4125366210938,0.997580885887146,401.3307189941406,265.1336364746094,0.9972789883613586,1682.8983154296875,259.0933837890625,0.996488094329834
6,1315.860595703125,624.8170166015625,0.998863935470581,679.2659301757812,619.9078369140625,0.9992082715034485,1302.9263916015625,618.4351806640625,0.9463320374488831,1357.469970703125,770.0933227539062,0.9988906979560852,401.0443115234375,265.2685241699219,0.9973177313804626,1683.2900390625,259.37078857421875,0.9970224499702454
7,1319.0340576171875,623.6213989257812,0.9975647926330566,679.2931518554688,619.9042358398438,0.9992616772651672,1299.4530029296875,619.7479248046875,0.9323107600212097,1354.6224365234375,770.7222900390625,0.998778760433197,401.865966796875,264.8986511230469,0.996881365776062,1683.1392822265625,259.1475830078125,0.9963427186012268
8,1320.600830078125,624.439208984375,0.9975047707557678,679.2243041992188,619.8361206054688,0.9992433786392212,1299.0982666015625,620.5610961914062,0.9292631149291992,1351.971923828125,772.3115844726562,0.99817955493927,401.970703125,264.8580627441406,0.9968331456184387,1683.1348876953125,259.3350830078125,0.9960649609565735
9,1323.179443359375,622.9542846679688,0.9817901253700256,679.2522583007812,619.8745727539062,0.9992713332176208,1298.7279052734375,620.3858032226562,0.9308152794837952,1346.36767578125,772.4235229492188,0.9972297549247742,402.3764953613281,264.7200012207031,0.9964179992675781,1683.1812744140625,259.26226806640625,0.9960876703262329
10,1322.3148193359375,623.4070434570312,0.985541045665741,679.3298950195312,620.2356567382812,0.9992895126342773,1299.0916748046875,620.489013671875,0.9371356964111328,1344.6688232421875,772.7275390625,0.9986127614974976,402.2123718261719,264.1169128417969,0.9974108338356018,1683.604736328125,259.2785339355469,0.9964589476585388
11,1321.59716796875,624.2051391601562,0.9934654831886292,679.2048950195312,619.7315673828125,0.999143123626709,1299.8349609375,620.8239135742188,0.9522307515144348,1343.9168701171875,773.0393676757812,0.9988106489181519,402.45458984375,263.867919921875,0.9979920387268066,1683.013916015625,259.1061096191406,0.9968162178993225
12,1322.2845458984375,622.698486328125,0.9757673144340515,679.20458984375,619.986572265625,0.9992456436157227,1299.6856689453125,620.39208984375,0.9247134923934937,1342.4102783203125,775.03662109375,0.9986339211463928,403.1370544433594,264.72052001953125,0.9971416592597961,1682.3853759765625,259.34368896484375,0.9953274726867676
13,1325.01953125,621.2957763671875,0.9429536461830139,679.3333740234375,620.18115234375,0.9992533326148987,1299.845458984375,620.330078125,0.9187043905258179,1344.208251953125,774.0482788085938,0.9981023669242859,404.0941162109375,263.9328918457031,0.9978526830673218,1682.7935791015625,259.0650634765625,0.9963298439979553
14,1325.1328125,620.1396484375,0.9711324572563171,679.096435546875,620.0584716796875,0.9992652535438538,1299.9796142578125,619.9939575195312,0.8886654376983643,1344.136962890625,772.4078369140625,0.9977959394454956,404.3218994140625,263.4140930175781,0.9978590607643127,1683.006591796875,259.1417236328125,0.9962658286094666
15,1323.0321044921875,617.401123046875,0.9877358078956604,679.23388671875,620.106689453125,0.9992413520812988,1298.7984619140625,618.9483032226562,0.858285665512085,1344.59765625,771.3344116210938,0.9973043203353882,403.94476318359375,263.3530578613281,0.9979825019836426,1683.104736328125,259.1956481933594,0.9964481592178345
16,1322.740966796875,616.9979248046875,0.9911032915115356,679.2182006835938,620.0731811523438,0.9992425441741943,1294.2261962890625,622.4190673828125,0.8162512183189392,1344.4339599609375,769.883056640625,0.99709153175354,403.9904479980469,263.3811340332031,0.9980108141899109,1683.0953369140625,259.1795959472656,0.9964403510093689
