Index,Stimulus investigation DLC [%],Stimulus investigation DEG [%],Stimulus investigation Asoid [%],Control investigation DLC [%],Control investigation DEG [%],Control investigation Asoid [%],Stimulus to total investigation DLC [%],Stimulus to total investigation DEG [%],Stimulus to total investigation Asoid [%],Total investigation time DLC [%],Total investigation time DEG [%],Total investigation time Asoid [%],Discrimination Index DLC,Discrimination Index DEG,Discrimination Index Asoid,Stimulus investigation events DEG,Stimulus investigation average bout length DEG,Stimulus investigation SD bout length DEG,Stimulus investigation SEM bout length DEG,Water investigation events DEG,Water investigation average bout length DEG,Water investigation SD bout length DEG,Water investigation SEM bout length DEG,Stimulus investigation events DLC,Stimulus investigation average bout length DLC,Stimulus investigation SD bout length DLC,Stimulus investigation SEM bout length DLC,Water investigation events DLC,Water investigation average bout length DLC,Water investigation SD bout length DLC,Water investigation SEM bout length DLC,Stimulus investigation events Asoid,Stimulus investigation average bout length Asoid,Stimulus investigation SD bout length Asoid,Stimulus investigation SEM bout length Asoid,Water investigation events Asoid,Water investigation average bout length Asoid,Water investigation SD bout length Asoid,Water investigation SEM bout length Asoid,Median speed [km/h],Distance per minute [m],Immobile time [%],At cage edge [%]
240318_top_117_V1.6_Urinleft_Habituation,4.754079782411605,1.861400725294651,6.162171350861287,6.22166817769719,4.453762466001813,6.162171350861287,43.31440371708828,29.475100942126513,43.00314465408805,11.621418929053547,6.315163191296465,10.811423390752493,-0.1337119256582344,-0.4104979811574697,-0.139937106918239,18.0,36.5,23.124344187839082,5.450460195237581,27.0,58.22222222222222,61.96856109433689,11.925855143036392,102.0,16.45098039215686,18.423310380220716,1.8241795506472203,150.0,14.64,19.245248694559294,1.5713679758211447,41.0,40.02439024390244,30.317888947680746,4.734858769480295,42.0,51.785714285714285,55.56298808198947,8.573555194954762,0.16309768598350316,4.483830206688581,34.27585026249715,57.14811876699909
240318_top_1_V1.6_Urinleft_Habituation,3.020172257479601,1.1871033544877607,4.2667724388032635,3.5018132366273798,1.257932910244787,4.2667724388032635,46.30755864465682,48.551564310544606,52.41706161137441,6.925599446433406,2.4450362647325474,8.967021758839529,-0.0738488271068636,-0.028968713789107765,0.04834123222748815,16.0,26.1875,14.386191295822533,3.596547823955633,15.0,29.6,19.866698625733324,5.129559528105796,79.0,13.49367088607595,14.514248894352695,1.6329805822065138,69.0,17.91304347826087,22.28342771871376,2.682609455592432,36.0,46.083333333333336,35.17009687626285,5.861682812710476,36.0,41.833333333333336,41.599793955533684,6.933298992588948,0.18401807428601225,4.703839561834698,30.735327570518656,64.17157751586582
240318_top_2_V1.6_Urinleft_Habituation,2.408204895738894,1.201269265639166,8.771532184950136,4.207275611967361,1.4449229374433363,8.771532184950136,36.402569593147746,45.396145610278374,39.64912280701755,7.470565651394932,2.646192203082502,14.534224841341794,-0.27194860813704497,-0.09207708779443255,-0.20701754385964913,11.0,38.54545454545455,34.018711428752376,10.257027423686063,15.0,34.0,25.051375782009032,6.468237413553652,87.0,9.770114942528735,12.03357816590754,1.2901349990619875,97.0,15.309278350515465,19.722745342593594,2.0025413849509355,53.0,38.37735849056604,32.88103639526445,4.5165577024708945,56.0,55.285714285714285,60.8042206327262,8.12530575990973,0.1662478141450341,4.110266198734709,32.55853797829811,56.92429737080688
240318_top_95_V1.6_Urinleft_Habituation,2.031391659111514,1.2154351767905711,2.55836355394379,1.986060743427017,0.2861514052583862,2.55836355394379,50.5641748942172,80.9433962264151,55.00747384155456,4.249962535591188,1.5015865820489573,5.686196736174071,0.011283497884344146,0.6188679245283019,0.10014947683109118,13.0,33.0,24.252147671220104,6.726335536054513,6.0,16.833333333333332,4.400757510550504,1.7966017304282489,75.0,9.56,11.854113210189954,1.3687950905814936,71.0,9.873239436619718,9.161923655566147,1.0873202948198282,30.0,36.8,40.3488238515932,7.366653664106692,31.0,29.129032258064516,20.46744070547801,3.676060869622485,0.1432224622563624,4.011886205118992,37.49432463110102,69.09848141432457
240325_top_104_V1.8_Urinright_Habituation,2.7736854034451497,1.5214188576609249,11.256233000906619,7.879079782411605,3.887126019945603,11.256233000906619,26.03723404255319,28.129910948140385,26.7244559203246,11.163232587138532,5.408544877606528,15.361514052583864,-0.47925531914893615,-0.43740178103719224,-0.46551088159350795,14.0,38.357142857142854,33.195474999456785,8.871863874227655,33.0,41.57575757575758,34.40115396232216,5.988472243932109,53.0,18.471698113207548,22.427321742073804,3.0806295623499524,151.0,18.417218543046356,23.57268408303533,1.9183178249032764,28.0,51.75,41.782173232133346,7.89608854343176,56.0,70.94642857142857,79.78161548145769,10.661266817676944,0.1449450770782912,3.8974110223623404,37.1142216291417,55.19888939256573
240325_top_105_V1.8_Urinright_Habituation,2.408204895738894,1.6460788757932912,4.334768812330009,2.847348141432457,0.42214415231187674,4.334768812330009,45.82210242587601,79.58904109589041,47.38651994497937,5.269437263869556,2.0682230281051677,8.238893925657298,-0.08355795148247978,0.5917808219178082,-0.052269601100412656,22.0,26.40909090909091,17.951413502931928,3.827254218420865,7.0,21.285714285714285,15.118578920369089,5.7142857142857135,74.0,11.486486486486486,12.273418479981297,1.4267559176125815,73.0,13.767123287671232,20.74951173986806,2.4285466577937367,31.0,44.45161290322581,32.56873624574895,5.8495177100481115,35.0,43.714285714285715,43.22551767360641,7.306446034938229,0.1856957752409503,4.797072642526629,29.306468596146733,70.0362647325476
240325_top_117_V1.8_Urinright_Habituation,4.754079782411605,2.7793517679057116,5.082728921124207,5.544537624660018,1.4505893019038985,5.082728921124207,46.16231086657497,65.70663094440722,44.372093023255815,10.954404363680197,4.229941069809611,9.137012692656391,-0.07675378266850069,0.3141326188881447,-0.11255813953488372,26.0,37.73076923076923,36.4412488175778,7.146716877712278,15.0,34.13333333333333,17.89998669858511,4.621756692063627,87.0,19.28735632183908,28.989937326346737,3.1080475191738404,105.0,18.63809523809524,25.137745068049107,2.4531927245670753,25.0,57.24,63.892018280846315,12.778403656169264,43.0,41.72093023255814,29.450786699327786,4.491202866817977,0.163384513952346,4.238076599286271,33.28176035757263,54.98356754306437
240325_top_1_V1.8_Urinright_Habituation,3.940956482320943,2.47903445149592,5.235720761559383,3.3969854941069815,0.7252946509519492,5.235720761559383,53.706563706563706,77.36516357206013,47.70797962648557,7.345225603357817,3.2043291024478693,10.012466001813236,0.07413127413127413,0.5473032714412025,-0.04584040747028863,26.0,33.65384615384615,25.70127204274887,5.040434141158968,9.0,28.444444444444443,17.263481044614895,5.754493681538299,100.0,13.91,19.19074640223114,1.9190746402231142,85.0,14.105882352941176,22.052979244479033,2.3919814418850796,40.0,42.15,31.537157571542615,4.986462442684963,34.0,54.35294117647059,44.53863311297499,7.6383125630565045,0.1486850341171232,3.70469210905675,36.68575009256886,55.079895738893924
240325_top_2_V1.8_Urinright_Habituation,7.9669084315503165,3.3204895738893923,5.907184950135993,3.668970988213962,1.0681097008159566,5.907184950135993,68.46846846846847,75.66171723692705,63.34388185654009,12.608989315976912,4.388599274705348,16.115140525838623,0.36936936936936937,0.513234344738541,0.2668776371308017,40.0,29.3,25.367251248360276,4.010914596128407,11.0,34.27272727272727,34.834152520452996,10.502892163668676,169.0,16.63905325443787,27.376234724113655,2.105864209547204,96.0,13.489583333333334,17.777570014319593,1.814415641736902,51.0,70.6470588235294,76.02573867563846,10.645732774101454,38.0,54.86842105263158,55.540669809113304,9.009886386988798,0.1482130229151499,3.706251553343257,36.08479799132618,56.9667951042611
240325_top_95_V1.8_Urinright_Habituation,2.8161831368993653,0.7394605621033545,6.034678150498641,2.8190163191296467,0.8952855847688124,6.034678150498641,49.97486173956762,45.233968804159446,37.664618086040385,5.649765658287175,1.634746146872167,9.680983680870353,-0.0005027652086475615,-0.09532062391681109,-0.2467076382791923,13.0,20.076923076923077,15.4513297079439,4.285427810468597,7.0,45.142857142857146,25.089364090709644,9.482888276681699,58.0,17.137931034482758,15.422071533394119,2.0250172003574534,115.0,8.652173913043478,11.676970496215572,1.0888831133401304,34.0,37.85294117647059,22.871356113735,3.9224052137960217,36.0,59.166666666666664,47.917488605786865,7.9862481009644775,0.1439014876854662,3.7914835204442934,37.33976176971072,67.44106980961016
240402_top_104_V1.10_Urinleft_Habituation,9.020852221214868,1.8444016319129646,7.318109700815957,5.502039891205802,2.20988213961922,7.318109700815957,62.114709325009756,45.492662473794546,58.82352941176471,15.386924416161374,4.054283771532185,17.772552130553038,0.24229418650019507,-0.09014675052410902,0.17647058823529413,25.0,26.04,13.779453303137005,2.755890660627401,21.0,37.142857142857146,28.103888902224394,6.132771343670128,168.0,18.952380952380953,25.479311679055176,1.965771573403233,106.0,18.32075471698113,21.24843845010345,2.063830786375398,60.0,61.5,45.26026431013996,5.843074997270599,42.0,61.5,58.922955069703875,9.092009356921135,0.1373157802818887,3.691121034662241,39.771337561502804,43.639505893019034
240402_top_105_V1.10_Urinleft_Habituation,2.722688123300091,0.6063009972801451,2.405371713508613,2.413871260199456,1.3004306436990027,2.405371713508613,53.00606729178158,31.79791976225854,58.92597968069666,5.453615690049332,1.906731640979148,5.856187669990934,0.06012134583563155,-0.3640416047548291,0.17851959361393324,8.0,26.75,10.646931147384342,3.764258606570868,9.0,51.0,90.15958074436682,30.053193581455606,60.0,16.016666666666666,16.244416685320765,2.09714517637004,69.0,12.347826086956522,14.945810043341993,1.799264092125583,25.0,48.72,36.14844394991297,7.229688789982594,24.0,35.375,22.484414892175387,4.589611970905413,0.17559273863868702,4.362604077048361,31.47957726363896,58.564709882139624
240402_top_117_V1.10_Urinleft_Habituation,4.921237533998187,0.6912964641885766,2.252379873073436,3.756799637352674,1.0312783318223029,2.252379873073436,56.709108716944165,40.131578947368425,71.38228941684666,9.266654565256854,1.7225747960108795,7.8705802357207615,0.13418217433888344,-0.19736842105263158,0.42764578833693306,9.0,27.11111111111111,15.987842603400594,5.329280867800198,13.0,28.0,21.134489978863144,5.861652869197762,83.0,20.927710843373493,28.275121846378735,3.1035978255860885,80.0,16.575,23.987219698430234,2.6818526918456005,36.0,55.083333333333336,47.532470105031514,7.922078350838586,29.0,27.413793103448278,13.74127578132839,2.551690853197908,0.1843974355054271,4.682939928451439,29.32710226784025,64.8912058023572
240402_top_1_V1.10_Urinleft_Habituation,4.484927470534905,0.21815503173164097,5.686196736174071,4.496260199456029,2.807683590208522,5.686196736174071,49.93690851735016,7.209737827715355,52.316464718460445,9.490449673672236,3.025838621940163,11.924864007252948,-0.0012618296529968455,-0.8558052434456929,0.04632929436920884,4.0,19.25,2.5,1.25,20.0,49.55,47.18438077874588,10.550748289751025,71.0,22.295774647887324,24.346542357149833,2.8894029909905163,74.0,21.445945945945947,27.710905766647127,3.2213273628252135,35.0,62.91428571428571,49.08238657878106,8.29643756985733,33.0,60.81818181818182,54.16782632791267,9.429408235378373,0.14430965267420776,3.9695309211290852,38.56799725494681,61.98719401631912
240402_top_2_V1.10_Urinleft_Habituation,5.1337262012692655,0.8357887579329102,4.887239347234814,3.623640072529465,1.3429283771532186,4.887239347234814,58.621805241022315,38.36150845253576,60.207612456747405,9.736659736659735,2.1787171350861287,12.28184496826836,0.17243610482044647,-0.23276983094928477,0.2041522491349481,10.0,29.5,20.178371259015595,6.380961265096871,14.0,33.857142857142854,23.104635375269954,6.174973544328381,103.0,17.59223300970874,21.532664149076837,2.1216764422964034,82.0,15.597560975609756,15.490227708834519,1.7106094851334694,39.0,66.92307692307692,71.71375285242111,11.483390846692494,45.0,38.333333333333336,31.670892859934572,4.721217956195095,0.1715284849799801,4.242826898456346,31.552387740555954,58.87635992747053
