,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftpetridish,distance_nose_rightpetridish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftpetridish,is_investigating_rightpetridish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish,deg_is_investigating_leftpetridish,deg_is_investigating_rightpetridish
0,0.001431792487629,0.3092671773278764,0.0,0.1,271.4055384840791,703.0424099507107,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1,0.0036810791266338,0.7951130913529065,0.0,0.1,278.23383619512623,691.5046952475982,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2,0.004617230447096,0.9973217765727462,0.0,0.1,284.7551236809007,678.7784053143399,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3,0.0050212967740072,1.0846001031855652,0.0,0.1,295.33710510389,662.9622741436489,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4,0.0043357158256826,0.9365146183474592,0.0,0.1,303.3820197223097,646.9156477783605,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5,0.0027254949492851,0.5887069090455878,0.0,0.1,312.2184606280316,629.3752359693403,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6,0.0044201142342076,0.9547446745888516,0.0,0.1,315.13715691209444,616.0813268017406,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7,0.0039853619971872,0.8608381913924511,0.0,0.1,320.5628123956004,601.0625968001665,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8,0.0042644887323786,0.9211295661937838,0.0,0.1,325.5129795195505,587.1781606133595,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
9,0.0049515378668575,1.069532179241238,0.0,0.1,331.4476652052724,574.5041997951923,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
10,0.0038633507476538,0.8344837614932329,0.0,0.1,344.3749856098645,554.7115600726678,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11,0.0046473211157162,1.0038213609947046,0.0,0.1,351.16730156218154,541.6719531595426,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12,0.0049750132465928,1.0746028612640588,0.0,0.1,353.43244796837314,529.2235526684972,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13,0.0057481070267472,1.2415911177774075,0.0,0.1,357.99427262909865,513.9865125450378,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
14,0.0047416740547925,1.024201595835198,0.0,0.1,363.4849867713359,503.8721404574152,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15,0.0037937888320231,0.8194583877169969,0.0,0.1,367.2636974089888,499.92693400673534,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16,0.0023958391814038,0.5175012631832276,0.0,0.1,367.3571706806981,497.1235193775484,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
17,0.0010726259654512,0.2316872085374751,0.0,0.1,371.9953204843167,487.1132894892861,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
18,0.0009415765714625,0.2033805394359158,0.0,0.1,378.81253038178727,480.9602965641385,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
19,0.0010966367440148,0.2368735367072078,0.0,0.1,380.2996703305466,488.97072473994126,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20,0.0002704780227727,0.0584232529189074,1.0,0.1,387.165254033684,493.2581755692425,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
21,0.0007325226571373,0.1582248939416733,0.0,0.1,391.69177736830926,493.0545554120057,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
22,0.0018896051092277,0.4081547035931845,0.0,0.1,402.5952448014072,485.196376199265,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
23,0.0014376491041009,0.3105322064858016,0.0,0.1,416.412097627405,478.7374253466899,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
24,0.0018118433460714,0.3913581627514291,0.0,0.1,420.4193349427977,475.1077475785764,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
25,0.0031937843201847,0.6898574131599026,0.0,0.1,427.1532350619156,468.9138289187244,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
26,0.0018535593714882,0.400368824241469,0.0,0.1,432.5226750236505,461.66542103958,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
27,0.0025473968977605,0.5502377299162712,0.0,0.1,439.9289165094559,453.9096346467204,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
28,0.0025163670818491,0.5435352896794063,0.0,0.1,451.1742833958579,444.3425644567647,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
29,0.0014427737643957,0.3116391331094791,0.0,0.1,452.9212289691097,445.7792156618647,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
30,0.0019487625595337,0.4209327128592869,0.0,0.1,460.8475960019281,447.69565440338687,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
31,0.0012659604196155,0.2734474506369608,0.0,0.1,465.1015251269201,449.28330220860096,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
32,0.0011463322648193,0.2476077692009807,0.0,0.1,474.9682768343252,448.6540724659917,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
33,0.0013943505908954,0.301179727633409,0.0,0.1,481.9719133919316,448.2251030819911,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
34,0.00104184859688,0.2250392969260921,0.0,0.1,480.2876949055698,444.01996708646186,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
35,0.001010214063785,0.2182062377775733,0.0,0.1,474.60010062028846,447.8227091890138,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
36,0.0013830748405434,0.298744165557377,0.0,0.1,471.5022684299549,450.5795071774598,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
37,0.0007754102390371,0.1674886116320202,0.0,0.1,468.6204985773936,454.1291538154244,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
38,0.0009041049495403,0.1952866691007134,0.0,0.1,466.11482460452993,455.38620929106906,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
39,0.000499971177189,0.1079937742728322,0.0,0.1,467.6716306884688,454.77347470331097,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
40,0.0003687459758527,0.0796491307841973,1.0,0.1,467.9397106793933,451.9734175873347,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
41,0.000579802119119,0.1252372577297227,0.0,0.1,467.3013274247391,451.4815306935652,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
42,0.0003677052726436,0.0794243388910212,1.0,0.1,467.8732190003215,448.80972180433713,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
43,0.0011614837668437,0.2508804936382597,0.0,0.1,474.2316837530772,441.6391250063293,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
44,0.0010747316399521,0.2321420342296545,0.0,0.1,477.8387613169139,435.1247808629332,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
45,0.0004522821886903,0.0976929527571064,1.0,0.1,480.0048955450284,431.2174963968179,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
46,0.0008442942463152,0.1823675572041028,0.0,0.1,480.5635623344368,430.04480996518544,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
47,0.0014873032660824,0.3212575054738028,0.0,0.1,479.8871830579752,429.7648306179975,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
48,0.0010991033249449,0.2374063181881165,0.0,0.1,482.0632093847993,429.22865745739193,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
49,0.0016983630845078,0.3668464262536877,0.0,0.1,482.62357516034126,432.4331670699407,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
50,0.0018367266047878,0.3967329466341758,0.0,0.1,484.14747021497567,430.4662521176681,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
51,0.0018849151059102,0.4071416628766174,0.0,0.1,486.1140029619932,428.3040290798095,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
52,0.0021465098477717,0.4636461271187051,0.0,0.1,487.2848636533891,428.1388010381236,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
53,0.0010942430302992,0.2363564945446333,0.0,0.1,487.740699117596,426.69869782894494,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
54,0.0006728005934024,0.1453249281749286,0.0,0.1,488.031664997741,425.1005705261939,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
55,0.0022891455054214,0.494455429171023,0.0,0.1,489.6102563842262,424.6953884273,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
56,0.0011133804913454,0.2404901861306206,0.0,0.1,488.7098951238238,430.33943869106326,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
57,0.0007729676257238,0.1669610071563516,0.0,0.1,486.1087625826898,434.0264848778938,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
58,0.0001702283196222,0.0367693170384084,1.0,0.1,485.5907723215124,435.03594608607,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
59,0.0002183966947793,0.047173686072347,1.0,0.1,483.4253415600855,436.5138214735305,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
60,0.0005175239414621,0.1117851713558153,0.0,0.1,483.3971511591972,435.3842983326424,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
61,0.0002426729875474,0.0524173653102455,1.0,0.1,484.8945490601497,432.78767002682025,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
62,0.0002046877219495,0.0442125479411017,1.0,0.1,485.86692425718,430.9183333177126,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
63,0.0003714734594227,0.0802382672353062,1.0,0.1,485.9869589181511,431.48092748963205,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
64,8.688037374252351e-05,0.018766160728385,1.0,0.1,487.2154856807066,430.6669313052204,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
65,0.0001927055392576,0.0416243964796628,1.0,0.1,487.089744236811,431.020588328646,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
66,0.0001174400637567,0.0253670537714551,1.0,0.1,487.2180488310604,431.4269230854896,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
67,0.00019069825123,0.0411908222656815,1.0,0.1,487.032065837087,430.1762867982948,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
68,2.1892987769373422e-05,0.0047288853581846,1.0,0.1,486.84564378238105,429.89164948866073,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
69,0.0001336662894978,0.0288719185315335,1.0,0.1,486.2183899442092,430.1045932693307,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
70,0.0001904059420701,0.0411276834871434,1.0,0.1,488.1426171482003,429.1522528652655,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
71,0.0007798293010232,0.1684431290210195,0.0,0.1,505.3987772636754,424.59133282802645,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
72,0.0006020962591864,0.1300527919842648,0.0,0.1,511.0240700671455,431.46618384297386,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
73,0.0004043269206969,0.0873346148705471,1.0,0.1,509.9325873674825,444.7879334738244,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
74,9.679703158110644e-05,0.0209081588215189,1.0,0.1,510.9079018931712,451.1785596818675,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
75,3.609197856919575e-05,0.0077958673709462,1.0,0.1,517.7567545307727,448.54502194470695,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
76,0.0003116190168709,0.0673097076441189,1.0,0.1,528.856701195171,443.9840636137524,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
77,0.0005583325954566,0.1205998406186365,0.0,0.1,530.7672211729423,437.1805062769576,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
78,0.0001627422287222,0.0351523214040017,1.0,0.1,533.3736572159078,417.1493334048787,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
79,0.0006844205688149,0.147834842864019,0.0,0.1,536.0976258659302,405.40836618558194,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
80,0.0004651012022199,0.1004618596795094,0.0,0.1,534.0622620003163,395.0702764751015,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
81,0.0006817845625621,0.1472654655134311,0.0,0.1,533.3117202701245,378.73056606608,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82,0.0009815677365191,0.2120186310881396,0.0,0.1,535.5660399461643,372.8141196507162,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83,0.0003173616382162,0.0685501138547162,1.0,0.1,523.4859454740042,370.879676061598,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84,0.0004945694536013,0.1068270019778908,0.0,0.1,510.6459562991873,364.2452142002969,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
85,0.0006392955965224,0.1380878488488493,0.0,0.1,505.12496100875575,357.2691949433315,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
86,0.0008379459208842,0.180996318911004,0.0,0.1,504.589182766001,352.2198494911252,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
87,0.0010580723370785,0.2285436248089755,0.0,0.1,506.47675521776574,341.2242002943862,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
88,0.0004854777304838,0.1048631897845151,0.0,0.1,505.5027437339941,339.7557622906337,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
89,0.0008785048837107,0.1897570548815238,0.0,0.1,508.9227953323944,332.7057427134893,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
90,0.0006710044558892,0.1449369624720747,0.0,0.1,510.7170147274408,328.4390497708484,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
91,0.0025202878205668,0.5443821692424463,0.0,0.1,509.3571541577039,326.327172384705,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
