,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_snicket,distance_nose_right_snicket,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_snicket,is_investigating_right_snicket,object_investigation_radius[cm],deg_is_investigating_left_snicket,deg_is_investigating_right_snicket
0,0.0006631266926941,0.1432353656219304,0.0,0.1,1148.1171892737357,292.5125326293653,0.0,1.0,0.0,0.0,2.0,0,0
1,0.0003227696921818,0.0697182535112885,1.0,0.1,1146.9455314622614,298.7051480259637,0.0,1.0,0.0,0.0,2.0,0,0
2,0.0016864874501836,0.3642812892396607,0.0,0.1,1139.7218033836857,305.5259145041856,0.0,1.0,0.0,0.0,2.0,0,0
3,0.0015188907567674,0.3280804034617721,0.0,0.1,1134.8139647421183,309.4309299529926,0.0,1.0,0.0,0.0,2.0,0,0
4,0.0006856485135321,0.1481000789229365,0.0,0.1,1130.9282849618162,313.61672774389115,0.0,1.0,0.0,0.0,2.0,0,0
5,0.0008391250499178,0.1812510107822466,0.0,0.1,1122.299493511249,316.331257757806,0.0,1.0,0.0,0.0,2.0,0,0
6,0.0012058384630009,0.2604611080082045,0.0,0.1,1117.6526470805982,321.4719999955656,0.0,1.0,0.0,0.0,2.0,0,0
7,0.0006403461176651,0.1383147614156704,0.0,0.1,1108.711666302567,325.3049953049278,0.0,1.0,0.0,0.0,2.0,0,0
8,0.0006031983859524,0.1302908513657363,0.0,0.1,1103.0880548244295,334.2736417261709,0.0,1.0,0.0,0.0,2.0,0,0
9,0.0007989004785324,0.1725625033630161,0.0,0.1,1100.834719833971,341.8837880470801,0.0,1.0,0.0,0.0,2.0,0,0
10,0.0003034230024267,0.0655393685241857,1.0,0.1,1095.8575838384038,344.8499202646606,0.0,1.0,0.0,0.0,2.0,0,0
11,0.000134083559679,0.0289620488906738,1.0,0.1,1093.2449917645954,349.43477012738526,0.0,1.0,0.0,0.0,2.0,0,0
12,0.0001832461767401,0.0395811741758805,1.0,0.1,1091.321235563248,352.17809110136886,0.0,1.0,0.0,0.0,2.0,0,0
13,0.0003148317808397,0.0680036646613816,1.0,0.1,1089.387337271277,356.0573283874739,0.0,1.0,0.0,0.0,2.0,0,0
14,0.0005522801586765,0.1192925142741346,0.0,0.1,,,0.0,1.0,,,2.0,0,0
15,0.0002416378105514,0.0521937670791095,1.0,0.1,,,0.0,1.0,,,2.0,0,0
16,0.0001554025660126,0.0335669542587221,1.0,0.1,,,0.0,1.0,,,2.0,0,0
17,0.0001553291047198,0.0335510866194884,1.0,0.1,,,0.0,1.0,,,2.0,0,0
18,0.0001828566991601,0.0394970470185898,1.0,0.1,,,0.0,1.0,,,2.0,0,0
19,3.970623229773713e-05,0.0085765461763112,1.0,0.1,,,0.0,1.0,,,2.0,0,0
20,0.0002208469444481,0.0477029400008055,1.0,0.1,,,0.0,1.0,,,2.0,0,0
21,0.0001861584207467,0.0402102188813083,1.0,0.1,,,0.0,1.0,,,2.0,0,0
22,0.0004271063756999,0.0922549771511936,1.0,0.1,,,0.0,1.0,,,2.0,0,0
23,0.0004765693028881,0.1029389694238472,0.0,0.1,1068.8128825215265,380.6283988234446,0.0,1.0,0.0,0.0,2.0,0,0
24,0.0002964681577686,0.0640371220780349,1.0,0.1,,,0.0,1.0,,,2.0,0,0
25,0.000249468400229,0.0538851744494833,1.0,0.1,1061.968857770435,382.6499009902863,0.0,1.0,0.0,0.0,2.0,0,0
26,0.0001956320260843,0.042256517634218,1.0,0.1,1054.0478219650304,383.3882575140894,0.0,1.0,0.0,0.0,2.0,0,0
27,0.0008141881310996,0.1758646363175345,0.0,0.1,1045.3386582092453,383.6589684646276,0.0,1.0,0.0,0.0,2.0,0,0
28,0.0009496630655858,0.2051272221665422,0.0,0.1,1034.3977013887345,384.82380450934113,0.0,1.0,0.0,0.0,2.0,0,0
29,0.0012412179314202,0.2681030731867804,0.0,0.1,1021.5764750326406,385.1711099160134,0.0,1.0,0.0,0.0,2.0,0,0
30,0.0012169492771154,0.262861043856937,0.0,0.1,1008.16427310135,385.4944258185844,0.0,1.0,0.0,0.0,2.0,0,0
31,0.0013939206292978,0.3010868559283462,0.0,0.1,992.620800581562,388.7323187430997,0.0,1.0,0.0,0.0,2.0,0,0
32,0.0012231375304209,0.2641977065709341,0.0,0.1,973.4183964921442,392.5505578900649,0.0,1.0,0.0,0.0,2.0,0,0
33,0.0010368745867101,0.2239649107293956,0.0,0.1,956.9957708834572,395.82303042703137,0.0,1.0,0.0,0.0,2.0,0,0
34,0.0008829496751058,0.1907171298228691,0.0,0.1,944.1818745022356,398.7194316573679,0.0,1.0,0.0,0.0,2.0,0,0
35,0.0011494067292557,0.2482718535192421,0.0,0.1,933.1487701099016,403.4608696124022,0.0,1.0,0.0,0.0,2.0,0,0
36,0.0008542780759211,0.1845240643989787,0.0,0.1,918.7707305272412,404.861135795935,0.0,1.0,0.0,0.0,2.0,0,0
37,0.0007945878700205,0.17163097992444,0.0,0.1,907.7000279083908,408.74643888661177,0.0,1.0,0.0,0.0,2.0,0,0
38,0.0013606746389158,0.293905722005831,0.0,0.1,899.6499036600014,414.08975377240586,0.0,1.0,0.0,0.0,2.0,0,0
39,0.0035922917775851,0.7759350239583936,0.0,0.1,893.4418906116312,421.4343813154668,0.0,1.0,0.0,0.0,2.0,0,0
40,0.0019800590142024,0.4276927470677319,0.0,0.1,882.9649000974689,433.8822492430769,0.0,1.0,0.0,0.0,2.0,0,0
41,0.0015645291298275,0.3379382920427459,0.0,0.1,874.6743523719742,436.9452910128538,0.0,1.0,0.0,0.0,2.0,0,0
42,0.0009788268485808,0.2114265992934652,0.0,0.1,869.1884840003987,442.69987903167765,0.0,1.0,0.0,0.0,2.0,0,0
43,0.0019651716661621,0.4244770798910291,0.0,0.1,865.4090167499916,447.5939312300435,0.0,1.0,0.0,0.0,2.0,0,0
44,0.0019040740091986,0.4112799859869123,0.0,0.1,862.1070210004265,450.5559783698016,0.0,1.0,0.0,0.0,2.0,0,0
45,0.0013261925674844,0.2864575945766465,0.0,0.1,856.3641043368855,455.3397768360425,0.0,1.0,0.0,0.0,2.0,0,0
46,0.0006954695800335,0.1502214292872548,0.0,0.1,852.0218744591893,458.1361510139273,0.0,1.0,0.0,0.0,2.0,0,0
47,0.0016745646349779,0.3617059611552379,0.0,0.1,842.5244948145274,458.3340409587,0.0,1.0,0.0,0.0,2.0,0,0
48,0.000978909455845,0.2114444424625316,0.0,0.1,835.1318697845112,460.239535039678,0.0,1.0,0.0,0.0,2.0,0,0
49,0.0010092444227407,0.2179967953119989,0.0,0.1,829.9629078670336,466.7787862265795,0.0,1.0,0.0,0.0,2.0,0,0
50,0.000651313827448,0.1406837867287832,0.0,0.1,820.999286217539,467.8819723585687,0.0,1.0,0.0,0.0,2.0,0,0
51,0.0008564890712648,0.1850016393932062,0.0,0.1,810.5896330267882,464.9053148838925,0.0,1.0,0.0,0.0,2.0,0,0
52,0.0006322782556903,0.1365721032291077,0.0,0.1,802.865052200424,459.9908676315127,0.0,1.0,0.0,0.0,2.0,0,0
53,0.0005080295481167,0.1097343823932265,0.0,0.1,789.693509230131,460.0212017636515,0.0,1.0,0.0,0.0,2.0,0,0
54,0.0008695107657721,0.1878143254067783,0.0,0.1,783.3896403923317,458.2666221659466,0.0,1.0,0.0,0.0,2.0,0,0
55,0.0007423658294245,0.1603510191557084,0.0,0.1,773.9111673462721,454.4226755841843,0.0,1.0,0.0,0.0,2.0,0,0
56,0.0010426332765716,0.2252087877394814,0.0,0.1,766.1033031615827,452.4137082248895,0.0,1.0,0.0,0.0,2.0,0,0
57,0.0013067544461544,0.2822589603693638,0.0,0.1,760.7341249130369,452.28588397223,0.0,1.0,0.0,0.0,2.0,0,0
58,0.0010639947161614,0.2298228586908822,0.0,0.1,756.7687100951866,452.8360368138297,0.0,1.0,0.0,0.0,2.0,0,0
59,0.0019022051174858,0.4108763053769392,0.0,0.1,749.5254197948509,451.53740826939793,0.0,1.0,0.0,0.0,2.0,0,0
60,0.0013652365848412,0.2948911023257084,0.0,0.1,742.4725691030495,455.19954748440057,0.0,1.0,0.0,0.0,2.0,0,0
61,0.0019754050244077,0.4266874852720678,0.0,0.1,735.1714745660398,460.5365248053541,0.0,1.0,0.0,0.0,2.0,0,0
62,0.0018996830897844,0.4103315473934389,0.0,0.1,725.5258489830046,465.3419387489142,0.0,1.0,0.0,0.0,2.0,0,0
63,0.0020079822317774,0.4337241620639265,0.0,0.1,718.394202781371,469.197129825464,0.0,1.0,0.0,0.0,2.0,0,0
64,0.0018597715872535,0.4017106628467634,0.0,0.1,712.4113148406356,475.1359471816445,0.0,1.0,0.0,0.0,2.0,0,0
65,0.0017862266949531,0.3858249661098727,0.0,0.1,701.2600779718056,484.7613967575253,0.0,1.0,0.0,0.0,2.0,0,0
66,0.0019490262621078,0.4209896726152964,0.0,0.1,688.1571565252083,495.91062189580776,0.0,1.0,0.0,0.0,2.0,0,0
67,0.0027062934043764,0.5845593753453199,0.0,0.1,678.4993411413411,506.3522529808722,0.0,1.0,0.0,0.0,2.0,0,0
68,0.0024258188060512,0.5239768621070594,0.0,0.1,671.1084633800152,511.3919657530549,0.0,1.0,0.0,0.0,2.0,0,0
69,0.0027211510585977,0.5877686286571143,0.0,0.1,664.027738507366,519.1760734973807,0.0,1.0,0.0,0.0,2.0,0,0
70,0.0027858662186568,0.6017471032298694,0.0,0.1,656.2365257128301,527.5737302094071,0.0,1.0,0.0,0.0,2.0,0,0
71,0.0023648362730388,0.5108046349763844,0.0,0.1,646.9827610199637,536.1687615572943,0.0,1.0,0.0,0.0,2.0,0,0
72,0.0033067132864263,0.7142500698680849,0.0,0.1,638.9601126540082,543.198949928923,0.0,1.0,0.0,0.0,2.0,0,0
73,0.0011758734743941,0.2539886704691256,0.0,0.1,634.8074071827077,549.9782132206575,0.0,1.0,0.0,0.0,2.0,0,0
74,0.0009540457292988,0.2060738775285459,0.0,0.1,630.5029142402078,554.6448280142607,0.0,1.0,0.0,0.0,2.0,0,0
75,0.0021609011866228,0.4667546563105342,0.0,0.1,626.2455095904065,556.0769745512614,0.0,1.0,0.0,0.0,2.0,0,0
76,0.0012413190736171,0.2681249199012949,0.0,0.1,623.0276490448388,557.3568838143825,0.0,1.0,0.0,0.0,2.0,0,0
77,0.0019501642535007,0.4212354787561643,0.0,0.1,621.2358202462552,557.9052594638202,0.0,1.0,0.0,0.0,2.0,0,0
78,0.0009300046390932,0.2008810020441469,0.0,0.1,619.415148231728,556.534824235143,0.0,1.0,0.0,0.0,2.0,0,0
79,0.0001443463069613,0.0311788023036462,1.0,0.1,622.0679290933456,553.3759581947094,0.0,1.0,0.0,0.0,2.0,0,0
80,0.0005969629449014,0.1289439960987062,0.0,0.1,628.3179364091777,547.481475663717,0.0,1.0,0.0,0.0,2.0,0,0
81,0.0008386202168408,0.1811419668376138,0.0,0.1,635.7571424698378,540.039239536678,0.0,1.0,0.0,0.0,2.0,0,0
