,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_snicket,distance_nose_right_snicket,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_snicket,is_investigating_right_snicket,object_investigation_radius[cm],deg_is_investigating_left_snicket,deg_is_investigating_right_snicket
0,4.779638245708936e-05,0.0103240186107313,1.0,0.1,794.4396942890492,324.5002869477688,0.0,1.0,0.0,0.0,2.0,0,0
1,0.0001224775089331,0.0264551419295582,1.0,0.1,793.3201149806649,325.68191001804587,0.0,1.0,0.0,0.0,2.0,0,0
2,0.000463618242234,0.1001415403225554,0.0,0.1,791.3608103028845,328.8568483725675,0.0,1.0,0.0,0.0,2.0,0,0
3,0.0002106885865485,0.0455087346944942,1.0,0.1,788.2845027373706,334.3780068306058,0.0,1.0,0.0,0.0,2.0,0,0
4,0.0003273913305636,0.0707165274017591,1.0,0.1,785.7687173830531,339.1514578988801,0.0,1.0,0.0,0.0,2.0,0,0
5,0.0003253530666585,0.0702762623982509,1.0,0.1,785.5623302465627,340.4870713793202,0.0,1.0,0.0,0.0,2.0,0,0
6,0.0002437421855295,0.052648312074385,1.0,0.1,783.843879902083,342.32207509990195,0.0,1.0,0.0,0.0,2.0,0,0
7,0.0007602989129981,0.1642245652075958,0.0,0.1,779.6444221121112,346.70309584543264,0.0,1.0,0.0,0.0,2.0,0,0
8,0.0005050928050789,0.1091000458970493,0.0,0.1,,,0.0,1.0,,,2.0,0,0
9,0.0004341628210525,0.0937791693473499,1.0,0.1,764.0730440826746,361.5436782542474,0.0,1.0,0.0,0.0,2.0,0,0
10,,,,0.1,759.2839388063301,366.4462742730542,0.0,1.0,0.0,0.0,2.0,0,0
11,,,,0.1,,,,,,,2.0,0,0
12,,,,0.1,,,,,,,2.0,0,0
13,,,,0.1,748.3569688940311,376.68704521316073,,,0.0,0.0,2.0,0,0
14,,,,0.1,741.774699841671,382.2924516219812,,,0.0,0.0,2.0,0,0
15,,,,0.1,740.6869824052277,382.1723167666743,,,0.0,0.0,2.0,0,0
16,,,,0.1,738.572264501351,384.7203095088827,,,0.0,0.0,2.0,0,0
17,,,,0.1,738.3095326145661,384.9351583245293,,,0.0,0.0,2.0,0,0
18,,,,0.1,740.30804777242,383.1044232633767,,,0.0,0.0,2.0,0,0
19,,,,0.1,736.8090297034158,385.1327331216993,,,0.0,0.0,2.0,0,0
20,,,,0.1,730.3325623450326,388.9626038848148,,,0.0,0.0,2.0,0,0
21,,,,0.1,,,,,,,2.0,0,0
22,,,,0.1,,,,,,,2.0,0,0
23,,,,0.1,728.7993202823881,387.9798977035223,,,0.0,0.0,2.0,0,0
24,,,,0.1,728.3921441187202,390.565645917224,,,0.0,0.0,2.0,0,0
25,,,,0.1,731.6692933803752,389.77760451270177,,,0.0,0.0,2.0,0,0
26,,,,0.1,,,,,,,2.0,0,0
27,,,,0.1,,,,,,,2.0,0,0
28,,,,0.1,746.7388306752881,386.7425439184994,,,0.0,0.0,2.0,0,0
29,,,,0.1,754.3964426743277,381.7929766895418,,,0.0,0.0,2.0,0,0
30,0.0015427318517005,0.3332300799673271,0.0,0.1,761.3910661198537,377.4848558238375,0.0,1.0,0.0,0.0,2.0,0,0
31,0.001138221561833,0.2458558573559331,0.0,0.1,769.0549666333757,370.4689797440737,0.0,1.0,0.0,0.0,2.0,0,0
32,0.0006868210041002,0.1483533368856459,0.0,0.1,774.946946066006,367.6428177482132,0.0,1.0,0.0,0.0,2.0,0,0
33,0.000604991893904,0.1306782490832836,0.0,0.1,779.4826244800528,365.7526260949583,0.0,1.0,0.0,0.0,2.0,0,0
34,0.0003635145713634,0.0785191474144974,1.0,0.1,786.4045463755425,362.1555233854827,0.0,1.0,0.0,0.0,2.0,0,0
35,0.0002862281514618,0.0618252807157508,1.0,0.1,789.9691748053557,362.20397549590615,0.0,1.0,0.0,0.0,2.0,0,0
36,0.0003180154783925,0.0686913433327877,1.0,0.1,792.1987122976274,360.9146932416859,0.0,1.0,0.0,0.0,2.0,0,0
37,0.0001649404311079,0.0356271331193204,1.0,0.1,,,0.0,1.0,,,2.0,0,0
38,0.0003581401381899,0.0773582698490194,1.0,0.1,,,0.0,1.0,,,2.0,0,0
39,0.000427100397921,0.0922536859509466,1.0,0.1,,,0.0,1.0,,,2.0,0,0
40,0.0002869693284281,0.0619853749404705,1.0,0.1,,,0.0,1.0,,,2.0,0,0
41,0.0004489509429271,0.0969734036722604,1.0,0.1,793.4387897611122,348.60433582853057,0.0,1.0,0.0,0.0,2.0,0,0
42,0.0002962067554422,0.0639806591755286,1.0,0.1,792.7428762281799,348.4427916592459,0.0,1.0,0.0,0.0,2.0,0,0
43,5.368090623866519e-05,0.0115950757475516,1.0,0.1,793.8917513672727,346.81848460337505,0.0,1.0,0.0,0.0,2.0,0,0
44,0.0002478820298724,0.0535425184524458,1.0,0.1,794.3244933364872,346.5755117095927,0.0,1.0,0.0,0.0,2.0,0,0
45,0.0001334610974342,0.0288275970458044,1.0,0.1,795.8940871458362,346.3140702721042,0.0,1.0,0.0,0.0,2.0,0,0
46,1.2105329897834872e-05,0.0026147512579323,1.0,0.1,796.3014044343838,346.95875641419826,0.0,1.0,0.0,0.0,2.0,0,0
47,0.0002026384936447,0.0437699146272602,1.0,0.1,797.7164949052839,345.41451097935703,0.0,1.0,0.0,0.0,2.0,0,0
