,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_snicket,distance_nose_right_snicket,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_snicket,is_investigating_right_snicket,object_investigation_radius[cm],deg_is_investigating_left_snicket,deg_is_investigating_right_snicket
0,0.0010641532017362,0.229857091575033,0.0,0.1,476.523680231687,682.3905084650906,1.0,0.0,0.0,0.0,2.0,0,0
1,0.0024210074820958,0.5229376161327058,0.0,0.1,483.3580737104336,677.0655631915472,1.0,0.0,0.0,0.0,2.0,0,0
2,0.001239881765805,0.2678144614138962,0.0,0.1,490.3211171028319,673.1740503814267,1.0,0.0,0.0,0.0,2.0,0,0
3,0.0020472406202705,0.4422039739784331,0.0,0.1,495.0909236240409,671.4406953371522,1.0,0.0,0.0,0.0,2.0,0,0
4,0.0021825647918203,0.4714339950331851,0.0,0.1,498.36912958006354,667.8550253319564,1.0,0.0,0.0,0.0,2.0,0,0
5,0.0022468369297311,0.4853167768219375,0.0,0.1,504.90596787609337,662.3688762331923,1.0,0.0,0.0,0.0,2.0,0,0
6,0.0025593226399964,0.5528136902392229,0.0,0.1,510.9379615738589,655.9773542457124,1.0,0.0,0.0,0.0,2.0,0,0
7,0.002483668402519,0.536472374944111,0.0,0.1,516.589279766852,647.5924371266929,1.0,0.0,0.0,0.0,2.0,0,0
8,0.0017344237199733,0.374635523514253,0.0,0.1,523.3919217279913,639.6568340505112,1.0,0.0,0.0,0.0,2.0,0,0
9,0.0013366776183387,0.288722365561179,0.0,0.1,527.573460281564,632.5067115776543,1.0,0.0,0.0,0.0,2.0,0,0
10,0.0023054053965517,0.4979675656551672,0.0,0.1,532.0436197557865,627.4259871549491,1.0,0.0,0.0,0.0,2.0,0,0
11,0.0018690652543782,0.4037180949457061,0.0,0.1,535.5483639175396,621.6271635221582,1.0,0.0,0.0,0.0,2.0,0,0
12,0.0024274544971195,0.5243301713778288,0.0,0.1,543.5118426553156,611.2170615608964,1.0,0.0,0.0,0.0,2.0,0,0
13,0.0023238470588679,0.5019509647154795,0.0,0.1,550.1458769525404,601.0070603792107,1.0,0.0,0.0,0.0,2.0,0,0
14,0.0020818309612807,0.4496754876366504,0.0,0.1,557.467692820696,590.975566020153,1.0,0.0,0.0,0.0,2.0,0,0
15,0.002542850917557,0.5492557981923334,0.0,0.1,561.5791483883569,581.8860541673615,1.0,0.0,0.0,0.0,2.0,0,0
16,0.0021683191730168,0.4683569413716502,0.0,0.1,564.5927939859652,577.2056288470249,1.0,0.0,0.0,0.0,2.0,0,0
17,0.0033629736165351,0.72640230117159,0.0,0.1,566.4299297848787,572.5360780415664,1.0,0.0,0.0,0.0,2.0,0,0
18,0.0025698968320463,0.5550977157220144,0.0,0.1,571.5892082111842,564.0309425494164,1.0,0.0,0.0,0.0,2.0,0,0
19,0.0026270428689856,0.5674412597008907,0.0,0.1,580.0621773140973,555.2155423286953,1.0,0.0,0.0,0.0,2.0,0,0
20,0.0017590145378823,0.3799471401825794,0.0,0.1,588.0786611704847,547.3949227426674,1.0,0.0,0.0,0.0,2.0,0,0
21,0.0025199486017814,0.5443088979847963,0.0,0.1,593.6069530993358,541.8930156544953,1.0,0.0,0.0,0.0,2.0,0,0
22,0.0014595582907817,0.3152645908088554,0.0,0.1,598.0130925498173,538.5715913081644,1.0,0.0,0.0,0.0,2.0,0,0
23,0.0025052432494005,0.5411325418705143,0.0,0.1,602.8118097352917,534.7128437040669,1.0,0.0,0.0,0.0,2.0,0,0
24,0.0022345211022067,0.4826565580766474,0.0,0.1,612.2958884055904,527.3019754368905,1.0,0.0,0.0,0.0,2.0,0,0
25,0.0025663036771802,0.5543215942709355,0.0,0.1,625.2763073011803,515.9813219917154,1.0,0.0,0.0,0.0,2.0,0,0
26,0.0028989654482853,0.6261765368296249,0.0,0.1,634.5779819467348,509.99402282022777,1.0,0.0,0.0,0.0,2.0,0,0
27,0.0024391098430062,0.5268477260893537,0.0,0.1,642.5727012392507,503.10398210166807,1.0,0.0,0.0,0.0,2.0,0,0
28,0.0024622491965546,0.5318458264558065,0.0,0.1,647.2531104206134,499.54868341684346,1.0,0.0,0.0,0.0,2.0,0,0
29,0.0036100442656047,0.7797695613706204,0.0,0.1,654.8324297124014,493.6394355212537,1.0,0.0,0.0,0.0,2.0,0,0
30,0.002953352925855,0.6379242319846968,0.0,0.1,666.4275514311224,487.1567561613749,1.0,0.0,0.0,0.0,2.0,0,0
31,0.002871687147047,0.6202844237621723,0.0,0.1,680.7008695182535,478.0009006675592,1.0,0.0,0.0,0.0,2.0,0,0
32,0.002556880016182,0.5522860834953306,0.0,0.1,691.8818744404833,467.0603255044928,1.0,0.0,0.0,0.0,2.0,0,0
33,0.0026405721398105,0.5703635821990839,0.0,0.1,700.418757133092,459.5757767912663,1.0,0.0,0.0,0.0,2.0,0,0
34,0.0019009214968608,0.4105990433219516,0.0,0.1,706.8918175842863,453.0157261776366,1.0,0.0,0.0,0.0,2.0,0,0
35,0.0037674394081158,0.8137669121530333,0.0,0.1,713.2920654461838,442.2567083677401,1.0,0.0,0.0,0.0,2.0,0,0
36,0.002772467405684,0.5988529596277511,0.0,0.1,724.3543417389751,426.6707387558531,1.0,0.0,0.0,0.0,2.0,0,0
37,0.003264165351425,0.705059715907808,0.0,0.1,733.2375533153559,415.89043952216815,0.0,1.0,0.0,0.0,2.0,0,0
38,0.0031996250972795,0.6911190210123729,0.0,0.1,742.941296805521,404.2315839402224,0.0,1.0,0.0,0.0,2.0,0,0
39,0.004446465197035,0.9604364825595718,0.0,0.1,750.7458319638932,393.9808966101677,0.0,1.0,0.0,0.0,2.0,0,0
40,0.0034413399091808,0.7433294203830555,0.0,0.1,758.7315782108435,384.9483393619136,0.0,1.0,0.0,0.0,2.0,0,0
41,0.0035975767095588,0.7770765692647149,0.0,0.1,766.4726129084714,378.16721154538953,0.0,1.0,0.0,0.0,2.0,0,0
42,0.0034661925120132,0.7486975825948552,0.0,0.1,779.9829713911339,365.8058490805203,0.0,1.0,0.0,0.0,2.0,0,0
43,0.0023483997098044,0.5072543373177594,0.0,0.1,793.6161608763111,354.7626881412341,0.0,1.0,0.0,0.0,2.0,0,0
44,0.0063488721096607,1.371356375686715,0.0,0.1,806.8656547513158,344.56366770112976,0.0,1.0,0.0,0.0,2.0,0,0
45,8.736781705075059e-05,0.0188714484829621,1.0,0.1,827.6429805508045,330.5382569816779,0.0,1.0,0.0,0.0,2.0,0,0
