,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_snicket,distance_nose_right_snicket,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_snicket,is_investigating_right_snicket,object_investigation_radius[cm],deg_is_investigating_left_snicket,deg_is_investigating_right_snicket
0,,,,0.1,,,,,,,2.0,0,0
1,,,,0.1,,,,,,,2.0,0,0
2,,,,0.1,,,,,,,2.0,0,0
3,,,,0.1,,,1.0,0.0,,,2.0,0,0
4,,,,0.1,,,,,,,2.0,0,0
5,,,,0.1,,,,,,,2.0,0,0
6,,,,0.1,,,,,,,2.0,0,0
7,,,,0.1,,,,,,,2.0,0,0
8,,,,0.1,,,,,,,2.0,0,0
9,,,,0.1,,,,,,,2.0,0,0
10,,,,0.1,,,,,,,2.0,0,0
11,,,,0.1,,,,,,,2.0,0,0
12,,,,0.1,,,,,,,2.0,0,0
13,,,,0.1,,,,,,,2.0,0,0
14,,,,0.1,,,,,,,2.0,0,0
15,,,,0.1,,,,,,,2.0,0,0
16,,,,0.1,,,,,,,2.0,0,0
17,,,,0.1,,,,,,,2.0,0,0
18,,,,0.1,,,,,,,2.0,0,0
19,,,,0.1,,,,,,,2.0,0,0
20,,,,0.1,,,,,,,2.0,0,0
21,,,,0.1,,,,,,,2.0,0,0
22,,,,0.1,,,,,,,2.0,0,0
23,,,,0.1,,,,,,,2.0,0,0
24,,,,0.1,,,,,,,2.0,0,0
25,,,,0.1,,,,,,,2.0,0,0
26,,,,0.1,,,,,,,2.0,0,0
27,,,,0.1,,,,,,,2.0,0,0
28,,,,0.1,,,,,,,2.0,0,0
29,,,,0.1,,,,,,,2.0,0,0
30,,,,0.1,,,1.0,0.0,,,2.0,0,0
31,,,,0.1,,,,,,,2.0,0,0
32,,,,0.1,245.1430832909404,1133.4030825628722,,,0.0,0.0,2.0,0,0
33,,,,0.1,253.7283197292144,1128.8796495520971,,,0.0,0.0,2.0,0,0
34,,,,0.1,263.4204601630844,1133.626883315718,,,0.0,0.0,2.0,0,0
35,,,,0.1,266.14404018325104,1133.0401551224752,,,0.0,0.0,2.0,0,0
36,,,,0.1,269.27075094801745,1129.6033301476357,,,0.0,0.0,2.0,0,0
37,0.0010530680250573,0.22746269341238,0.0,0.1,273.4328840252579,1123.7701855950363,1.0,0.0,0.0,0.0,2.0,0,0
38,0.0016564686845346,0.3577972358594743,0.0,0.1,280.9139092080839,1123.1730798720878,1.0,0.0,0.0,0.0,2.0,0,0
39,0.0018500694860666,0.3996150089903856,0.0,0.1,291.47470572514726,1125.5023259930258,1.0,0.0,0.0,0.0,2.0,0,0
40,0.002002778244595,0.4326001008325326,0.0,0.1,295.6372267415355,1125.4734658001887,1.0,0.0,0.0,0.0,2.0,0,0
41,0.0010646726824434,0.2299692994077771,0.0,0.1,301.7012135541428,1126.0277385190611,1.0,0.0,0.0,0.0,2.0,0,0
42,0.000950449330585,0.2052970554063661,0.0,0.1,306.3129885858279,1127.0738670555445,1.0,0.0,0.0,0.0,2.0,0,0
43,0.0008728996307382,0.1885463202394655,0.0,0.1,314.6051542630181,1133.2864854858171,1.0,0.0,0.0,0.0,2.0,0,0
44,0.0020895986124338,0.4513533002857098,0.0,0.1,323.34993024796273,1136.624572338683,1.0,0.0,0.0,0.0,2.0,0,0
45,0.0019275889991962,0.4163592238263872,0.0,0.1,328.79191365294616,1139.785319087313,1.0,0.0,0.0,0.0,2.0,0,0
46,0.0021247724650331,0.4589508524471588,0.0,0.1,333.230255818976,1140.6309496353,1.0,0.0,0.0,0.0,2.0,0,0
47,0.0016159601173526,0.3490473853481662,0.0,0.1,338.5014048842861,1143.194679573302,1.0,0.0,0.0,0.0,2.0,0,0
48,0.0013541456697448,0.2924954646648974,0.0,0.1,343.00418762120705,1145.0954853964151,1.0,0.0,0.0,0.0,2.0,0,0
49,0.0014211906016997,0.3069771699671563,0.0,0.1,349.7635167420489,1145.3252237580714,1.0,0.0,0.0,0.0,2.0,0,0
50,0.0015942517329281,0.3443583743124856,0.0,0.1,353.99834456228666,1147.6008097980207,1.0,0.0,0.0,0.0,2.0,0,0
51,0.0028699037329501,0.6198992063172392,0.0,0.1,360.0412548303788,1151.5399546722524,1.0,0.0,0.0,0.0,2.0,0,0
52,0.0018564723081753,0.4009980185658741,0.0,0.1,367.3036516697143,1157.76515993317,1.0,0.0,0.0,0.0,2.0,0,0
53,0.0011795962589952,0.2547927919429774,0.0,0.1,370.8434399028723,1162.881921441573,1.0,0.0,0.0,0.0,2.0,0,0
54,0.0019553611985139,0.4223580188790085,0.0,0.1,373.69337955481296,1163.0990948283943,1.0,0.0,0.0,0.0,2.0,0,0
55,0.0014986518492655,0.323708799441351,0.0,0.1,376.6751861538538,1163.6130247015328,1.0,0.0,0.0,0.0,2.0,0,0
56,0.0020840723624584,0.4501596302910152,0.0,0.1,379.343954588011,1166.2045279843871,1.0,0.0,0.0,0.0,2.0,0,0
57,0.0006467853886584,0.13970564395023,0.0,0.1,379.9436763181308,1168.0418411611756,1.0,0.0,0.0,0.0,2.0,0,0
