,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_snicket,distance_nose_right_snicket,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_snicket,is_investigating_right_snicket,object_investigation_radius[cm],deg_is_investigating_left_snicket,deg_is_investigating_right_snicket
0,0.0006502714561942,0.1404586345379675,0.0,0.1,,,0.0,1.0,,,2.0,0,0
1,0.000939661459797,0.2029668753161647,0.0,0.1,,,0.0,1.0,,,2.0,0,0
2,0.0001405780752502,0.0303648642540635,1.0,0.1,,,0.0,1.0,,,2.0,0,0
3,0.0005961563212928,0.1287697653992656,0.0,0.1,,,0.0,1.0,,,2.0,0,0
4,0.0007261660685494,0.156851870806687,0.0,0.1,,,0.0,1.0,,,2.0,0,0
5,0.0005548690129166,0.1198517067899908,0.0,0.1,,,0.0,1.0,,,2.0,0,0
6,0.0012384253712563,0.2674998801913802,0.0,0.1,,,0.0,1.0,,,2.0,0,0
7,0.0004394251249518,0.0949158269896016,1.0,0.1,,,0.0,1.0,,,2.0,0,0
8,0.0006128270294185,0.1323706383544074,0.0,0.1,,,0.0,1.0,,,2.0,0,0
9,0.0005963021280608,0.12880125966114,0.0,0.1,,,0.0,1.0,,,2.0,0,0
10,0.000768520532538,0.1660004350282218,0.0,0.1,,,0.0,1.0,,,2.0,0,0
11,0.0005055259264367,0.1091936001103442,0.0,0.1,,,0.0,1.0,,,2.0,0,0
12,0.0005842377316043,0.1261953500265502,0.0,0.1,,,0.0,1.0,,,2.0,0,0
13,0.0006877291483698,0.1485494960478865,0.0,0.1,,,0.0,1.0,,,2.0,0,0
14,0.0008404193401471,0.181530577471779,0.0,0.1,,,0.0,1.0,,,2.0,0,0
15,0.0004691820952858,0.1013433325817398,0.0,0.1,,,0.0,1.0,,,2.0,0,0
16,0.0010449373359485,0.2257064645648968,0.0,0.1,,,0.0,1.0,,,2.0,0,0
17,0.0002660702156085,0.0574711665714554,1.0,0.1,,,0.0,1.0,,,2.0,0,0
18,0.0006290857156331,0.1358825145767526,0.0,0.1,,,0.0,1.0,,,2.0,0,0
19,0.0010589011282191,0.2287226436953436,0.0,0.1,,,0.0,1.0,,,2.0,0,0
20,0.0008627701832563,0.1863583595833614,0.0,0.1,,,0.0,1.0,,,2.0,0,0
21,0.0008946769236236,0.1932502155027061,0.0,0.1,,,0.0,1.0,,,2.0,0,0
22,0.0010021577485788,0.2164660736930304,0.0,0.1,,,0.0,1.0,,,2.0,0,0
23,0.0004624653752934,0.0998925210633807,1.0,0.1,,,0.0,1.0,,,2.0,0,0
24,0.0002667195704509,0.0576114272174129,1.0,0.1,,,0.0,1.0,,,2.0,0,0
25,0.0002740816528954,0.0592016370254096,1.0,0.1,,,0.0,1.0,,,2.0,0,0
