,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm]
0,0.003659765338567495,0.7905093131305789,0.0,0.1,142.50509879602532,761.5772050600973,1.0,0.0,0.0,0.0,2.0
1,0.0027169550582895733,0.5868622925905478,0.0,0.1,153.67887092922635,751.4895834651576,1.0,0.0,0.0,0.0,2.0
2,,,,0.1,163.8726368933164,740.4178141482564,1.0,0.0,0.0,0.0,2.0
3,,,,0.1,175.178608508724,727.0027991920942,,,0.0,0.0,2.0
4,,,,0.1,187.39517307349502,712.1095037800249,1.0,0.0,0.0,0.0,2.0
5,,,,0.1,201.79371411361953,693.3670670628461,,,0.0,0.0,2.0
6,,,,0.1,216.1582332997727,676.6249213607483,,,0.0,0.0,2.0
7,,,,0.1,230.12835299440255,659.5508171224546,1.0,0.0,0.0,0.0,2.0
8,,,,0.1,242.91612670471068,643.5162233533042,,,0.0,0.0,2.0
9,,,,0.1,257.19433271268474,626.476201291809,,,0.0,0.0,2.0
10,,,,0.1,272.71331632073424,607.7708972099049,,,0.0,0.0,2.0
11,0.002362484479283281,0.5102966475251887,0.0,0.1,286.1308022270541,592.8604780178545,1.0,0.0,0.0,0.0,2.0
12,0.002604665711164449,0.562607793611521,0.0,0.1,299.92201126371407,577.9275663079735,1.0,0.0,0.0,0.0,2.0
13,0.001008021110827989,0.2177325599388456,0.0,0.1,311.9039332058573,564.7010104058596,1.0,0.0,0.0,0.0,2.0
14,,,,0.1,325.7999705201069,549.9036745820686,1.0,0.0,0.0,0.0,2.0
15,,,,0.1,338.8669067914828,535.8775713971053,,,0.0,0.0,2.0
16,,,,0.1,348.6722742060133,525.5012215235129,,,0.0,0.0,2.0
17,,,,0.1,358.02660780029277,515.2310241290198,,,0.0,0.0,2.0
18,,,,0.1,367.5745585221442,505.33907931535896,,,0.0,0.0,2.0
19,,,,0.1,378.82687832227856,493.70175389678576,,,0.0,0.0,2.0
20,,,,0.1,392.7009468569645,479.1037136558521,,,0.0,0.0,2.0
21,0.0016673953884653332,0.360157403908512,0.0,0.1,409.6885029701809,460.58075929232876,1.0,0.0,0.0,0.0,2.0
22,0.0036513476257099653,0.7886910871533526,0.0,0.1,423.3241137488264,445.78184865080425,1.0,0.0,0.0,0.0,2.0
23,0.004961336040490987,1.0716485847460533,0.0,0.1,436.1385672875453,432.1519337325191,1.0,0.0,0.0,0.0,2.0
24,0.005282350894453758,1.1409877932020118,0.0,0.1,450.8408815133497,417.06413790225366,1.0,0.0,0.0,0.0,2.0
25,,,,0.1,466.139973602877,401.2507336018963,1.0,0.0,0.0,0.0,2.0
26,,,,0.1,482.5910122105626,384.60635537232065,,,0.0,0.0,2.0
27,,,,0.1,494.4646189919334,372.3944828209919,1.0,0.0,0.0,0.0,2.0
28,,,,0.1,506.2323028121229,360.45484791775544,,,0.0,0.0,2.0
29,,,,0.1,518.8521790410147,348.09558206843735,,,0.0,0.0,2.0
30,,,,0.1,530.963047859499,336.0345351871836,,,0.0,0.0,2.0
31,,,,0.1,542.7469412531295,323.9412446939265,1.0,0.0,0.0,0.0,2.0
32,,,,0.1,552.2017684036246,314.38399271498093,,,0.0,0.0,2.0
33,,,,0.1,561.7628924452035,304.8914711936117,1.0,0.0,0.0,0.0,2.0
34,,,,0.1,572.8814682016412,293.62866017231795,,,0.0,0.0,2.0
35,,,,0.1,584.2350053136662,281.9832298041061,,,0.0,0.0,2.0
36,0.0033847750665973882,0.7311114143850359,0.0,0.1,595.9513022472815,270.15071726537485,1.0,0.0,0.0,0.0,2.0
37,,,,0.1,607.7498847203184,258.2461210682072,1.0,0.0,0.0,0.0,2.0
38,,,,0.1,616.5391693105051,249.42064123241204,,,0.0,0.0,2.0
39,,,,0.1,629.5201428931938,236.4393782260368,,,0.0,0.0,2.0
40,,,,0.1,643.5660866001593,222.43927842754593,,,0.0,0.0,2.0
41,0.0003385176689591191,0.07311981649516973,1.0,0.1,654.0326726131507,212.12373726816287,0.0,1.0,0.0,0.0,2.0
42,,,,0.1,661.0269472350254,205.35651577647792,0.0,1.0,0.0,0.0,2.0
43,,,,0.1,669.1595909063321,197.32098722235858,,,0.0,0.0,2.0
44,,,,0.1,681.7673208541847,185.0969618222557,,,0.0,0.0,2.0
45,0.000125890769405202,0.027192406191523633,1.0,0.1,704.7648830528976,163.71631244040597,0.0,1.0,0.0,0.0,2.0
46,0.005267028414670832,1.1376781375688998,0.0,0.1,704.7851946679092,163.70132470786288,0.0,1.0,0.0,0.0,2.0
47,,,,0.1,724.8433181905981,145.62344894965844,0.0,1.0,0.0,0.0,2.0
48,,,,0.1,736.342682169435,135.210608322119,,,0.0,0.0,2.0
49,0.0041691291714709006,0.9005319010377145,0.0,0.1,748.4478118826823,123.99233751412307,0.0,1.0,0.0,0.0,2.0
50,,,,0.1,756.8456452550888,116.3132962142637,0.0,1.0,0.0,0.0,2.0
51,,,,0.1,765.7212088379293,107.13026121251104,,,0.0,0.0,2.0
52,,,,0.1,774.3289801175899,97.26992368659168,,,0.0,0.0,2.0
53,,,,0.1,781.4715776235823,88.24831799883262,,,0.0,0.0,2.0
54,0.003660610894020865,0.7906919531085068,0.0,0.1,787.7548535095027,81.56783348876986,0.0,1.0,0.0,0.0,2.0
55,,,,0.1,791.6678587970168,77.75401566034672,0.0,1.0,0.0,0.0,2.0
56,,,,0.1,795.7326499391781,73.45122490180367,,,0.0,0.0,2.0
