,distance_travelled_center,speed_in_hm/h,is_immobile,distance_nose_leftdish,distance_nose_rightdish,is_left_cagehalf,is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish
0,,,0.0,729.9226840085302,376.8193332253154,0.0,1.0,0.0,0.0
1,,,0.0,718.4394800418758,376.9943313993857,,,0.0,0.0
2,0.15461445564408535,0.15461445564408535,0.0,711.006457986244,378.99106908631506,0.0,1.0,0.0,0.0
3,0.0734373634311263,0.0734373634311263,1.0,701.1564621783068,380.3592796967325,0.0,1.0,0.0,0.0
4,0.0927428746062096,0.0927428746062096,1.0,691.793865137938,378.08266239515393,0.0,1.0,0.0,0.0
5,0.24122665367862572,0.24122665367862572,0.0,683.3224496655797,378.5766984815015,0.0,1.0,0.0,0.0
6,0.18238331417719789,0.18238331417719789,0.0,676.9958533387932,380.0280720808723,0.0,1.0,0.0,0.0
7,0.06530327881345413,0.06530327881345413,1.0,667.0094591901416,377.1057384870656,0.0,1.0,0.0,0.0
8,,,0.0,655.3269087399839,375.09826893906137,0.0,1.0,0.0,0.0
9,,,0.0,646.3057440613426,373.0180739402397,,,0.0,0.0
10,0.15854424412830748,0.15854424412830748,0.0,634.5013607150344,367.6458895739755,0.0,1.0,0.0,0.0
11,0.20312044281911107,0.20312044281911107,0.0,627.1993067926118,366.74916558928624,0.0,1.0,0.0,0.0
12,0.06708521028032764,0.06708521028032764,1.0,619.4690092470362,369.6283929011863,0.0,1.0,0.0,0.0
13,,,0.0,611.6205738361067,372.3306978981236,0.0,1.0,0.0,0.0
14,,,0.0,606.6745871726843,376.23111269514595,,,0.0,0.0
15,,,0.0,603.3618788709208,376.64505548886564,0.0,1.0,0.0,0.0
16,,,0.0,598.1238167040809,381.23623005078247,,,0.0,0.0
17,,,0.0,593.3758143887553,385.1702153527313,,,0.0,0.0
18,,,0.0,587.6179667346522,392.897037844117,,,0.0,0.0
19,,,0.0,578.1214276208692,400.4429348424204,,,0.0,0.0
20,,,0.0,573.4418448981584,407.7281264006118,,,0.0,0.0
21,,,0.0,569.5069005464321,412.98006801506943,0.0,1.0,0.0,0.0
22,,,0.0,563.3231706913515,418.9119644212498,,,0.0,0.0
23,0.2535411253753465,0.2535411253753465,0.0,555.6181320813106,426.47390996733645,0.0,1.0,0.0,0.0
24,0.2577266371235511,0.2577266371235511,0.0,548.0164942162297,435.288248566084,0.0,1.0,0.0,0.0
25,0.4809119193229117,0.4809119193229117,0.0,539.8022495388632,441.0713513772934,0.0,1.0,0.0,0.0
26,,,0.0,530.796958500551,446.8753130387705,0.0,1.0,0.0,0.0
27,,,0.0,525.4470600490781,450.24372200093273,,,0.0,0.0
28,,,0.0,518.6878826135185,453.3338633249776,0.0,1.0,0.0,0.0
29,,,0.0,506.5224165029555,456.78338431149933,,,0.0,0.0
30,,,0.0,488.29916079713365,461.5344924607679,,,0.0,0.0
31,0.4434150708959788,0.4434150708959788,0.0,472.200093951015,468.5042230969709,0.0,1.0,0.0,0.0
32,0.6131832722899734,0.6131832722899734,0.0,457.4410455790347,473.9539304432569,0.0,1.0,0.0,0.0
33,0.3121204683133966,0.3121204683133966,0.0,444.3541626647169,481.5061055648143,0.0,1.0,0.0,0.0
34,0.43194027526605916,0.43194027526605916,0.0,435.6611544149884,489.2419503689182,0.0,1.0,0.0,0.0
35,0.7633214220598213,0.7633214220598213,0.0,425.7285471478217,496.6403413711653,0.0,1.0,0.0,0.0
36,0.6845478201406369,0.6845478201406369,0.0,413.8806642493599,508.068314569371,0.0,1.0,0.0,0.0
37,0.7259853970406067,0.7259853970406067,0.0,403.33072741782195,520.9288003760676,0.0,1.0,0.0,0.0
38,0.8248491549576841,0.8248491549576841,0.0,391.67379559049806,534.2311690395236,0.0,1.0,0.0,0.0
39,0.9293097859938263,0.9293097859938263,0.0,381.7634214425053,544.5951024907388,0.0,1.0,0.0,0.0
40,1.1337230871406052,1.1337230871406052,0.0,373.30234445975486,554.1875004208894,0.0,1.0,0.0,0.0
41,1.011996502122348,1.011996502122348,0.0,365.22426339991955,565.5000231363283,0.0,1.0,0.0,0.0
42,0.9533778186994298,0.9533778186994298,0.0,352.984004015979,577.5780970049465,0.0,1.0,0.0,0.0
43,0.8418851009250221,0.8418851009250221,0.0,342.3948151843859,591.4435593463478,0.0,1.0,0.0,0.0
44,0.9305206214067316,0.9305206214067316,0.0,,,0.0,1.0,0.0,0.0
45,1.8267553556038238,1.8267553556038238,0.0,322.178076732861,621.6732686889352,0.0,1.0,0.0,0.0
46,0.04696537603010822,0.04696537603010822,1.0,310.07087725588127,640.8773977183291,0.0,1.0,0.0,0.0
47,1.982468374058291,1.982468374058291,0.0,310.0620691406415,640.9037418261995,0.0,1.0,0.0,0.0
48,0.5093275924810119,0.5093275924810119,0.0,294.44127438252275,671.8865855749543,1.0,0.0,0.0,0.0
49,1.0872260673452139,1.0872260673452139,0.0,285.54386032342836,690.3221748431318,1.0,0.0,0.0,0.0
50,0.9441548547105877,0.9441548547105877,0.0,280.474449529196,703.7474942928299,1.0,0.0,0.0,0.0
51,1.2001502670001198,1.2001502670001198,0.0,278.5660585837275,720.9539905223961,1.0,0.0,0.0,0.0
52,0.9960714592400841,0.9960714592400841,0.0,276.20696842224476,735.8904837663674,1.0,0.0,0.0,0.0
53,1.1589406707757837,1.1589406707757837,0.0,270.65829274980086,751.9189395925969,1.0,0.0,0.0,0.0
54,1.1319463060689097,1.1319463060689097,0.0,270.5301286964124,769.8947908801498,1.0,0.0,0.0,0.0
55,1.131282734934396,1.131282734934396,0.0,270.12623580541424,784.7752154551155,1.0,0.0,0.0,0.0
56,0.9441438109943628,0.9441438109943628,0.0,269.71755312327383,796.9934487892612,1.0,0.0,0.0,0.0
57,0.8101939644305778,0.8101939644305778,0.0,269.4395061485277,810.0099395305197,1.0,0.0,0.0,0.0
58,1.0491700455287156,1.0491700455287156,0.0,266.4226796747309,822.2687087695475,1.0,0.0,0.0,0.0
59,0.7592860174526672,0.7592860174526672,0.0,265.1779666542047,835.5512617789708,1.0,0.0,0.0,0.0
