,distance_travelled_center,speed_in_hm/h,is_immobile,distance_nose_leftdish,distance_nose_rightdish,is_left_cagehalf,is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish
0,0.1794270608591684,0.1794270608591684,0.0,289.51847252241146,930.6716789786245,1.0,0.0,0.0,0.0
1,0.09104014418446288,0.09104014418446288,1.0,275.6101045272373,916.4304561831846,1.0,0.0,0.0,0.0
2,0.20378539306061064,0.20378539306061064,0.0,264.53004388568746,902.6297358416383,1.0,0.0,0.0,0.0
3,0.12208526384627583,0.12208526384627583,0.0,259.7825331579159,892.1286345819839,1.0,0.0,0.0,0.0
4,0.27525896567667374,0.27525896567667374,0.0,256.4918975927275,884.0178965598051,1.0,0.0,0.0,0.0
5,0.19806024736029632,0.19806024736029632,0.0,256.11945164838835,876.8494651648218,1.0,0.0,0.0,0.0
6,0.19252209569022524,0.19252209569022524,0.0,254.99578722952745,868.3299556378795,1.0,0.0,0.0,0.0
7,0.3703472497266784,0.3703472497266784,0.0,255.87844489935136,860.1784689750183,1.0,0.0,0.0,0.0
8,0.32128501580365043,0.32128501580365043,0.0,255.79531154469484,853.7376650488945,1.0,0.0,0.0,0.0
9,0.3447037684294117,0.3447037684294117,0.0,261.03605477279393,845.9733320104796,1.0,0.0,0.0,0.0
10,0.2432778331182517,0.2432778331182517,0.0,266.9541437537928,841.7958327743314,1.0,0.0,0.0,0.0
11,0.6814351560229399,0.6814351560229399,0.0,271.10853177287487,837.0993201559551,1.0,0.0,0.0,0.0
12,0.5116305568354558,0.5116305568354558,0.0,270.9189956789476,832.7610613451558,1.0,0.0,0.0,0.0
13,0.433331808777869,0.433331808777869,0.0,273.8409923824826,826.6705971502905,1.0,0.0,0.0,0.0
14,0.7199760447358533,0.7199760447358533,0.0,275.8373825683273,818.5572365123447,1.0,0.0,0.0,0.0
15,0.35811139620668053,0.35811139620668053,0.0,280.7713197092142,813.8885329021863,1.0,0.0,0.0,0.0
16,0.34736959752433905,0.34736959752433905,0.0,285.976452994381,811.1529979209768,1.0,0.0,0.0,0.0
17,0.4221039275414892,0.4221039275414892,0.0,288.2589964227944,810.3817165977458,1.0,0.0,0.0,0.0
18,0.47843573990960603,0.47843573990960603,0.0,294.7078585070484,810.6037754274267,1.0,0.0,0.0,0.0
19,0.4307403096031448,0.4307403096031448,0.0,302.32524953753676,809.0337021633582,1.0,0.0,0.0,0.0
20,0.32903773933664837,0.32903773933664837,0.0,306.48768490865075,805.1696532467289,1.0,0.0,0.0,0.0
21,0.3035340512238769,0.3035340512238769,0.0,304.6318082222605,799.7980612753421,1.0,0.0,0.0,0.0
22,0.12709469575306254,0.12709469575306254,0.0,304.967955795316,794.6212854085574,1.0,0.0,0.0,0.0
23,0.7605301353120388,0.7605301353120388,0.0,308.75557799043025,790.1054341744335,1.0,0.0,0.0,0.0
24,0.11135518078374966,0.11135518078374966,0.0,311.0987826934241,788.2325813220845,1.0,0.0,0.0,0.0
25,0.11966713799123062,0.11966713799123062,0.0,309.156812006913,786.6815514295715,1.0,0.0,0.0,0.0
26,0.17071274655936836,0.17071274655936836,0.0,308.4987547332692,787.2901786059386,1.0,0.0,0.0,0.0
27,0.2281475833047846,0.2281475833047846,0.0,304.9735260159397,788.5179239244094,1.0,0.0,0.0,0.0
28,0.34543929157018155,0.34543929157018155,0.0,302.9729248998903,792.0033590752597,1.0,0.0,0.0,0.0
29,0.10475693184234651,0.10475693184234651,0.0,299.27036715694334,793.2453557608815,1.0,0.0,0.0,0.0
30,0.519002749512063,0.519002749512063,0.0,292.61790195807407,796.4137648588764,1.0,0.0,0.0,0.0
