,distance_travelled_center,speed_in_hm/h,is_immobile,distance_nose_leftdish,distance_nose_rightdish,is_left_cagehalf,is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish
0,0.023809937284772053,0.023809937284772053,1.0,,,0.0,1.0,0.0,0.0
1,0.03936898575608909,0.03936898575608909,1.0,,,0.0,1.0,0.0,0.0
2,0.06288370315647829,0.06288370315647829,1.0,,,0.0,1.0,0.0,0.0
3,0.057153865645660475,0.057153865645660475,1.0,,,0.0,1.0,0.0,0.0
4,0.05413292040643207,0.05413292040643207,1.0,,,0.0,1.0,0.0,0.0
5,0.08869733598128562,0.08869733598128562,1.0,,,0.0,1.0,0.0,0.0
6,0.05497032491478802,0.05497032491478802,1.0,820.4045065764437,36.78691487252037,0.0,1.0,0.0,1.0
7,0.05735973617213308,0.05735973617213308,1.0,820.3578813948109,36.87716655655295,0.0,1.0,0.0,1.0
8,0.00749612177493586,0.00749612177493586,1.0,819.3707705613023,35.787423831836655,0.0,1.0,0.0,1.0
9,0.0020897849687772823,0.0020897849687772823,1.0,819.0067502617214,35.23405363735643,0.0,1.0,0.0,1.0
10,0.028504727353864282,0.028504727353864282,1.0,819.5246185751851,35.724292946639856,0.0,1.0,0.0,1.0
11,0.08844389522715451,0.08844389522715451,1.0,820.1819989768786,36.24536030592867,0.0,1.0,0.0,1.0
12,0.02158944882849851,0.02158944882849851,1.0,821.8299674071637,37.741510440239054,0.0,1.0,0.0,1.0
13,0.014437591807382797,0.014437591807382797,1.0,821.8851155343744,37.76277158111389,0.0,1.0,0.0,1.0
14,0.04992564924943927,0.04992564924943927,1.0,822.229170942634,38.1553718960753,0.0,1.0,0.0,1.0
15,0.048838036531542305,0.048838036531542305,1.0,822.8117840715303,38.848066424884166,0.0,1.0,0.0,1.0
16,0.052190148240124634,0.052190148240124634,1.0,822.1002392592179,37.887765372063775,0.0,1.0,0.0,1.0
17,0.03005983694046383,0.03005983694046383,1.0,821.3037887006521,36.91998688422129,0.0,1.0,0.0,1.0
18,0.008474158480290248,0.008474158480290248,1.0,820.9772964240525,36.52544335926064,0.0,1.0,0.0,1.0
19,0.027663933607145266,0.027663933607145266,1.0,820.6748349924794,36.23619794706542,0.0,1.0,0.0,1.0
20,0.034267026445627645,0.034267026445627645,1.0,821.018504467539,36.716896289743815,0.0,1.0,0.0,1.0
21,0.030674373496478186,0.030674373496478186,1.0,821.2845059836696,37.035366522921635,0.0,1.0,0.0,1.0
22,0.020195353515800218,0.020195353515800218,1.0,821.0111741931909,36.75469750680639,0.0,1.0,0.0,1.0
23,0.1587711261137579,0.1587711261137579,0.0,820.6616070294904,36.31588203718187,0.0,1.0,0.0,1.0
24,0.029067524950389424,0.029067524950389424,1.0,820.8025990479927,36.72804426845721,0.0,1.0,0.0,1.0
25,0.024185699376801345,0.024185699376801345,1.0,821.4408183002812,37.50605174903618,0.0,1.0,0.0,1.0
26,0.032326634682631784,0.032326634682631784,1.0,821.391831519236,37.53882851443372,0.0,1.0,0.0,1.0
27,0.047139511182301794,0.047139511182301794,1.0,820.6200338607711,36.70554933462197,0.0,1.0,0.0,1.0
28,0.04586791642257617,0.04586791642257617,1.0,819.5719323633411,35.496770702651794,0.0,1.0,0.0,1.0
29,0.04708400850747332,0.04708400850747332,1.0,818.650464212282,34.324888051797544,0.0,1.0,0.0,1.0
30,0.036617594175204354,0.036617594175204354,1.0,818.3088386466668,33.957816102495435,0.0,1.0,0.0,1.0
31,0.0049577453283274064,0.0049577453283274064,1.0,818.607353721611,34.319761890153586,0.0,1.0,0.0,1.0
32,0.015186089643049133,0.015186089643049133,1.0,818.2122866323925,33.80859576362458,0.0,1.0,0.0,1.0
33,0.03416004730059752,0.03416004730059752,1.0,818.5875960972869,34.10127375924001,0.0,1.0,0.0,1.0
34,0.0164079847173567,0.0164079847173567,1.0,818.8974285644716,34.39663522822746,0.0,1.0,0.0,1.0
35,0.044774109698209316,0.044774109698209316,1.0,818.5181290624405,33.96238633737413,0.0,1.0,0.0,1.0
36,0.025021055021071287,0.025021055021071287,1.0,818.8507925149548,34.36865468718706,0.0,1.0,0.0,1.0
37,0.021608857219383576,0.021608857219383576,1.0,818.8577222625648,34.39382505477135,0.0,1.0,0.0,1.0
38,0.03384901797280508,0.03384901797280508,1.0,818.9197121701344,34.51572626158615,0.0,1.0,0.0,1.0
39,0.0032257514358236595,0.0032257514358236595,1.0,819.1615282743569,34.90059853920458,0.0,1.0,0.0,1.0
40,0.04430639450828034,0.04430639450828034,1.0,819.110787337511,34.950214994548055,0.0,1.0,0.0,1.0
41,0.022353705736161644,0.022353705736161644,1.0,819.0795307313209,35.01135169465341,0.0,1.0,0.0,1.0
42,0.03645448780523643,0.03645448780523643,1.0,819.1984212712755,35.163986956030655,0.0,1.0,0.0,1.0
43,0.029827310619319456,0.029827310619319456,1.0,819.1486309053987,35.006951786164244,0.0,1.0,0.0,1.0
44,0.03043762498053186,0.03043762498053186,1.0,819.3568362610528,35.0275774273991,0.0,1.0,0.0,1.0
45,0.0329454488424635,0.0329454488424635,1.0,819.0098086070518,34.55681616595664,0.0,1.0,0.0,1.0
46,0.04164308442076548,0.04164308442076548,1.0,819.391377630242,35.0223840519013,0.0,1.0,0.0,1.0
47,0.01044422412429425,0.01044422412429425,1.0,819.5632487109647,35.25218596369123,0.0,1.0,0.0,1.0
48,0.027606489693306632,0.027606489693306632,1.0,819.7292880274176,35.45260839413732,0.0,1.0,0.0,1.0
49,0.016738097391100177,0.016738097391100177,1.0,819.8452422607216,35.609870946107854,0.0,1.0,0.0,1.0
