,left_ear_x,left_ear_y,left_ear_likelihood
0,563.6927490234375,849.4798583984375,0.9988790154457092
1,569.7492065429688,857.0067138671875,0.9983630776405334
2,572.9236450195312,866.3321533203125,0.9981594681739807
3,576.05908203125,878.4834594726562,0.9968403577804565
4,577.4549560546875,888.1902465820312,0.9989005327224731
5,579.857177734375,895.2562255859375,0.9983585476875305
6,582.4146728515625,905.2344360351562,0.995298445224762
7,584.0630493164062,912.9982299804688,0.9981437921524048
8,587.9642944335938,919.0179443359375,0.9956971406936646
9,587.8790283203125,919.443603515625,0.9949597120285034
10,587.9197998046875,919.5147705078125,0.9959607720375061
11,588.2476806640625,918.91552734375,0.9970476031303406
12,587.2703857421875,915.43505859375,0.9974556565284729
13,582.7329711914062,911.4378051757812,0.9981691837310791
14,581.78662109375,904.723388671875,0.9920118451118469
15,575.1581420898438,895.5009765625,0.9903920888900757
16,569.6204833984375,888.8015747070312,0.9834619760513306
17,561.6718139648438,884.3902587890625,0.9907853603363037
18,552.0228881835938,880.2523803710938,0.9873496890068054
19,545.6949462890625,880.6039428710938,0.9899528622627258
20,532.4280395507812,888.1893310546875,0.992296040058136
21,526.4437255859375,889.1441650390625,0.9905397891998291
22,515.6236572265625,887.7112426757812,0.9945270419120789
23,512.3181762695312,889.3131103515625,0.9917048215866089
24,504.4310302734375,890.9244995117188,0.9941381216049194
25,501.796142578125,895.3826904296875,0.9979244470596313
26,499.01910400390625,898.007568359375,0.9990096092224121
27,496.81695556640625,898.9212036132812,0.9990987777709961
28,497.59100341796875,897.1910400390625,0.9988692402839661
29,498.04107666015625,896.8802490234375,0.9990668892860413
30,498.11724853515625,899.496337890625,0.9992976188659668
31,497.2613525390625,899.7236938476562,0.9991536140441895
32,496.5514831542969,900.4751586914062,0.998950719833374
33,498.0344543457031,897.9959716796875,0.9991111159324646
34,504.1379089355469,891.740966796875,0.9955920577049255
35,511.4457702636719,889.3073120117188,0.9960924983024597
36,522.080078125,881.6927490234375,0.9985052347183228
37,530.7781372070312,873.00341796875,0.9964313507080078
38,537.9603881835938,865.5347290039062,0.9977717995643616
39,541.3009033203125,856.6613159179688,0.9964559674263
40,543.3246459960938,847.9763793945312,0.9966323971748352
41,545.0437622070312,838.8206787109375,0.9973973035812378
42,549.8447875976562,829.9675903320312,0.9980804920196533
43,549.8652954101562,830.0472412109375,0.9980462789535522
44,550.0403442382812,830.3934936523438,0.9959800243377686
45,547.6412353515625,818.3543090820312,0.9949786067008972
46,547.0108032226562,810.492919921875,0.9920027256011963
47,543.9954833984375,809.8729248046875,0.9861332774162292
48,542.4713134765625,805.8318481445312,0.9904677271842957
49,541.5396728515625,801.2855834960938,0.9935739636421204
50,540.406494140625,795.8924560546875,0.9944379329681396
51,542.1931762695312,793.1262817382812,0.9970030188560486
52,542.8668212890625,792.0152587890625,0.997730553150177
53,542.504638671875,792.4240112304688,0.9969615340232849
54,543.1190185546875,793.8238525390625,0.9947453737258911
55,546.2764892578125,796.1324462890625,0.997464656829834
56,549.6129760742188,799.453857421875,0.9977287650108337
57,555.9989013671875,801.9826049804688,0.9981369972229004
58,558.8655395507812,807.0415649414062,0.9982410669326782
59,565.0518188476562,811.3190307617188,0.9982611536979675
60,570.9107666015625,813.3284912109375,0.9965829253196716
61,578.0127563476562,820.390869140625,0.9992151260375977
62,584.7430419921875,823.811279296875,0.9992546439170837
63,593.9428100585938,823.5739135742188,0.9989808201789856
64,599.12548828125,824.4288940429688,0.9992735981941223
65,609.4501953125,824.8644409179688,0.9989036321640015
66,619.0604858398438,826.668701171875,0.9974772334098816
67,629.85546875,828.6046752929688,0.9994702935218811
68,640.3052978515625,830.6292114257812,0.9995670914649963
69,649.8902587890625,833.7531127929688,0.9994088411331177
70,662.3358764648438,840.0541381835938,0.9993909597396851
71,675.1026611328125,844.0459594726562,0.9992116689682007
72,684.7932739257812,848.5396118164062,0.9993276596069336
73,692.262939453125,851.8853759765625,0.999755322933197
74,698.9608764648438,858.7543334960938,0.991694986820221
75,709.6206665039062,860.7794799804688,0.9981074333190918
76,720.9511108398438,861.7424926757812,0.9986995458602905
77,733.968017578125,866.6543579101562,0.9994572997093201
78,742.9050903320312,871.139404296875,0.9993178844451904
79,751.1925659179688,869.1848754882812,0.9976053237915039
80,761.022216796875,871.7152099609375,0.9971379041671753
81,771.757568359375,872.3881225585938,0.9981383085250854
82,783.5674438476562,874.7415161132812,0.9954336285591125
83,795.6893920898438,875.8316650390625,0.9948976635932922
84,803.248779296875,878.5760498046875,0.9975691437721252
85,815.6564331054688,880.0064697265625,0.9975515007972717
86,828.4388427734375,883.078857421875,0.998889148235321
87,845.6163940429688,888.5790405273438,0.9951000809669495
88,861.9869995117188,892.408935546875,0.9916707277297974
89,877.0496215820312,896.5999755859375,0.9989641904830933
90,889.3585815429688,896.5188598632812,0.9994378685951233
91,896.2362060546875,899.065185546875,0.9996640682220459
92,907.8759155273438,901.24951171875,0.9992603659629822
93,917.1138916015625,903.4111328125,0.9994033575057983
94,939.9297485351562,905.4411010742188,0.9979946613311768
95,951.1343994140625,905.4996337890625,0.9991253018379211
96,963.0188598632812,904.51806640625,0.9996744394302368
97,979.3936767578125,901.3722534179688,0.999769389629364
98,992.1513671875,898.36328125,0.9995885491371155
99,1002.8710327148438,893.4070434570312,0.9973145127296448
100,1010.7909545898438,888.233154296875,0.9993578791618347
101,1019.8434448242188,885.1571044921875,0.9991716146469116
102,1029.9947509765625,879.43359375,0.9988728165626526
103,1043.2655029296875,873.9695434570312,0.9989996552467346
104,1057.642822265625,870.7260131835938,0.9993951320648193
105,1072.5858154296875,863.6820068359375,0.9992392063140869
106,1084.2420654296875,861.9453735351562,0.9985803365707397
107,1091.0281982421875,860.8310546875,0.9995607733726501
108,1102.1307373046875,857.0374145507812,0.9989715814590454
109,1113.4720458984375,853.8589477539062,0.9995447993278503
110,1120.4071044921875,850.5324096679688,0.9998112320899963
111,1123.013916015625,848.7833862304688,0.999788224697113
112,1120.6910400390625,845.9578857421875,0.9993368983268738
113,1125.77734375,841.5594482421875,0.9995284080505371
114,1130.9219970703125,840.2587280273438,0.9992617964744568
115,1136.6878662109375,836.8067016601562,0.9996387958526611
116,1142.3707275390625,834.6508178710938,0.9997609257698059
117,1146.4317626953125,834.5160522460938,0.9994158744812012
118,1143.6317138671875,833.3720703125,0.9996585845947266
119,1135.456298828125,831.9242553710938,0.9995085000991821
120,1127.056396484375,835.3154296875,0.9998778104782104
121,1120.0413818359375,838.0171508789062,0.9992289543151855
122,1112.6326904296875,837.5818481445312,0.9997237324714661
123,1103.13525390625,836.6992797851562,0.999427080154419
124,1091.81640625,839.0621337890625,0.9995868802070618
125,1087.5299072265625,837.9727783203125,0.9988443851470947
126,1086.00830078125,835.1476440429688,0.998982846736908
127,1082.794189453125,833.0672607421875,0.998678982257843
128,1083.49267578125,832.129150390625,0.9987459182739258
129,1085.167724609375,831.4012451171875,0.9986245632171631
130,1087.152099609375,829.7013549804688,0.998188316822052
131,1087.6346435546875,828.1002807617188,0.9985296726226807
132,1090.72509765625,824.9210815429688,0.9992014765739441
133,1093.2509765625,822.3880004882812,0.9993951320648193
134,1095.8284912109375,820.0751342773438,0.9993739724159241
135,1097.8436279296875,816.73486328125,0.9990105628967285
136,1100.597412109375,815.2186889648438,0.9989463686943054
137,1103.654052734375,813.5460205078125,0.9985666871070862
138,1103.2657470703125,811.362548828125,0.9986042380332947
139,1104.759033203125,808.0174560546875,0.9989756345748901
140,1105.8299560546875,805.5563354492188,0.9996150732040405
141,1107.7257080078125,799.0537109375,0.9987152814865112
142,1109.4605712890625,792.8010864257812,0.9988976716995239
143,1113.9119873046875,787.6553344726562,0.9988211989402771
