;distance_travelled_center;speed_in_cm/s;distance_nose_leftdish;distance_nose_rightdish;is_left_cagehalf;is_right_cagehalf;is_investigating_leftdish;is_investigating_rightdish
22517;1.291834179;1.291834179;579.9032041;439.9232176;1;0;0;0
22518;4.898402806;4.898402806;584.1044141;436.0251831;1;0;0;0
22519;3.450923233;3.450923233;586.304362;435.0034418;1;0;0;0
22520;2.153520905;2.153520905;587.2718908;435.2672611;1;0;0;0
22521;0.512234493;0.512234493;582.005463;431.3943933;1;0;0;0
22522;3.294240547;3.294240547;574.4201114;424.8597065;1;0;0;0
22523;6.09257179;6.09257179;570.6901323;414.9199438;1;0;0;0
22524;1.35929079;1.35929079;569.558065;407.9926592;1;0;0;0
22525;3.280951913;3.280951913;573.0570012;399.2827899;1;0;0;0
22526;1.890581274;1.890581274;574.115539;396.4283293;1;0;0;0
22527;3.165348021;3.165348021;573.7810441;393.3994198;1;0;0;0
22528;5.319886589;5.319886589;573.1802391;388.4789443;1;0;0;0
22529;7.758863677;7.758863677;576.007757;379.8145521;1;0;0;0
22530;10.35550397;10.35550397;580.887527;372.3972736;1;0;0;0
22531;3.262494034;3.262494034;582.9022257;368.2999804;1;0;0;0
22532;10.60780666;10.60780666;585.8948089;365.3523378;1;0;0;0
22533;1.714017358;1.714017358;585.3205621;363.0450932;1;0;0;0
22534;2.718159745;2.718159745;582.525251;361.8269873;1;0;0;0
22535;7.832534559;7.832534559;580.9918846;360.1927882;1;0;0;0
22536;8.562724438;8.562724438;582.8995262;355.1716253;1;0;0;0
22537;12.26970157;12.26970157;588.0280946;348.949648;1;0;0;0
22538;16.39272045;16.39272045;596.1009766;341.4430055;1;0;0;0
22539;18.74776175;18.74776175;605.4458325;335.6212201;1;0;0;0
22540;7.734447304;7.734447304;612.9513886;328.2007872;1;0;0;0
22541;21.45152969;21.45152969;620.2366776;325.1822107;1;0;0;0
22542;14.39116245;14.39116245;628.2335674;320.8116648;0;1;0;0
22543;6.99239834;6.99239834;633.662723;319.8956475;0;1;0;0
22544;3.168815032;3.168815032;633.1793582;325.5663135;0;1;0;0
22545;1.23944729;1.23944729;629.3078544;332.9925071;0;1;0;0
22546;3.984461607;3.984461607;626.1651895;340.2319984;0;1;0;0
22547;1.726123003;1.726123003;620.1055377;342.6687536;0;1;0;0
22548;4.007767364;4.007767364;616.6749779;344.8005503;0;1;0;0
22549;1.861252102;1.861252102;617.5245981;347.2728065;0;1;0;0
22550;2.383496889;2.383496889;624.5007042;348.1988937;0;1;0;0
22551;5.922072078;5.922072078;631.6500746;346.0841853;0;1;0;0
22552;6.974370387;6.974370387;640.2298438;344.0447185;0;1;0;0
22553;13.4742121;13.4742121;649.571788;341.0675033;0;1;0;0
22554;11.92094305;11.92094305;660.5552563;333.2684081;0;1;0;0
22555;7.016064928;7.016064928;668.1763199;326.9474882;0;1;0;0
22556;23.6266645;23.6266645;677.7819014;319.7674217;0;1;0;0
22557;17.5274665;17.5274665;687.0159304;308.6017213;0;1;0;0
22558;22.23740143;22.23740143;700.0908612;296.1069851;0;1;0;0
22559;27.93414847;27.93414847;710.2857573;283.2354805;0;1;0;0
22560;24.31020632;24.31020632;723.3024244;273.9100237;0;1;0;0
22561;17.69798321;17.69798321;736.1708406;267.6145092;0;1;0;0
22562;33.65015843;33.65015843;749.9348223;258.990393;0;1;0;0
22563;36.6405671;36.6405671;767.1029813;252.9343267;0;1;0;0
22564;31.2624011;31.2624011;784.2940281;246.387955;0;1;0;0
22565;18.92475514;18.92475514;801.7941623;244.1879713;0;1;0;0
22566;17.15834938;17.15834938;815.8312141;244.2522461;0;1;0;0
22567;40.12991359;40.12991359;829.3127349;243.8040296;0;1;0;0
22568;29.00802128;29.00802128;843.7510953;242.7498345;0;1;0;0
22569;37.09080923;37.09080923;855.7655587;242.0683785;0;1;0;0
22570;21.71556213;21.71556213;868.3427718;241.1858902;0;1;0;0
22571;23.80703481;23.80703481;882.0688108;240.4622959;0;1;0;0
22572;20.3653812;20.3653812;892.3044189;240.3902351;0;1;0;0
22573;21.66470713;21.66470713;901.4419228;240.9553202;0;1;0;0
22574;22.94118708;22.94118708;911.3985916;240.6377373;0;1;0;0
22575;23.41759979;23.41759979;923.2575502;244.3528182;0;1;0;0
22576;16.44651982;16.44651982;930.682336;243.8838294;0;1;0;0
22577;12.41866418;12.41866418;934.6012168;244.2820588;0;1;0;0
22578;5.131654763;5.131654763;930.3223659;237.4595764;0;1;0;0
22579;3.261168613;3.261168613;920.3663571;224.1217741;0;1;0;0
22580;6.521950753;6.521950753;913.1940338;212.0763811;0;1;0;0
22581;3.908893008;3.908893008;910.8836941;209.1756032;0;1;0;0
22582;2.811194732;2.811194732;910.6480131;208.2470731;0;1;0;0
22583;3.282477914;3.282477914;909.394748;207.3072322;0;1;0;0
22584;10.5544254;10.5544254;906.8900072;205.7494467;0;1;0;0
22585;3.063705108;3.063705108;905.8166768;205.0784696;0;1;0;0
22586;2.439044865;2.439044865;904.8857841;203.4316011;0;1;0;0
22587;2.561735203;2.561735203;905.2541039;203.4291878;0;1;0;0
22588;3.737984157;3.737984157;905.8409153;203.7940445;0;1;0;0
22589;2.177070934;2.177070934;907.943779;201.64069;0;1;0;0
22590;9.244013651;9.244013651;915.3639901;202.506934;0;1;0;0
22591;4.710805448;4.710805448;923.0849019;207.3210476;0;1;0;0
22592;7.953813045;7.953813045;931.4232421;210.5381348;0;1;0;0
22593;11.24654026;11.24654026;936.4717885;213.3978822;0;1;0;0
22594;8.497545907;8.497545907;942.5551631;218.6826425;0;1;0;0
22595;3.045887036;3.045887036;952.0198977;229.5368697;0;1;0;0
22596;6.526963229;6.526963229;959.2136584;237.0083241;0;1;0;0
22597;8.962546821;8.962546821;962.2693078;239.4052196;0;1;0;0
22598;9.114306453;9.114306453;964.3314986;241.7111915;0;1;0;0
22599;5.223655868;5.223655868;962.4592815;234.5960145;0;1;0;0
22600;3.748962216;3.748962216;967.1870293;236.5988509;0;1;0;0
22601;3.766174327;3.766174327;974.3269961;247.4299635;0;1;0;0
22602;3.686868219;3.686868219;979.6805566;256.7117899;0;1;0;0
22603;3.160150278;3.160150278;981.1655811;264.961615;0;1;0;0
22604;1.657199279;1.657199279;979.7057155;274.6893844;0;1;0;0
22605;3.407220643;3.407220643;978.9354992;283.5703365;0;1;0;0
22606;2.433801718;2.433801718;974.7262555;287.5443553;0;1;0;0
22607;4.144962822;4.144962822;970.665939;285.1743851;0;1;0;0
22608;3.163724895;3.163724895;;;0;1;0;0
22609;2.166342931;2.166342931;970.4526464;291.8233866;0;1;0;0
22610;0.368028156;0.368028156;972.4949263;297.9397119;0;1;0;0
22611;0.731940362;0.731940362;979.1828376;309.1070213;0;1;0;0
22612;1.593375887;1.593375887;982.4077204;314.1470928;0;1;0;0
22613;1.22908967;1.22908967;982.6749694;315.8739708;0;1;0;0
22614;5.902728882;5.902728882;988.649451;324.6084117;0;1;0;0
22615;1.507855401;1.507855401;992.8959153;330.5055433;0;1;0;0
22616;3.622235374;3.622235374;997.6618522;335.2263915;0;1;0;0
22617;3.107223534;3.107223534;1003.509016;339.1001882;0;1;0;0
22618;6.898599502;6.898599502;1008.007855;341.6997441;0;1;0;0
22619;7.977847013;7.977847013;1012.753195;343.8160582;0;1;0;0
22620;5.313430398;5.313430398;1021.232547;347.2995043;0;1;0;0
22621;8.654187374;8.654187374;1028.272284;348.1821132;0;1;0;0
22622;6.397783521;6.397783521;1037.164392;352.3453496;0;1;0;0
22623;2.875544277;2.875544277;1037.920671;352.2386826;0;1;0;0
22624;0.779487387;0.779487387;1040.453537;353.9522708;0;1;0;0
22625;0.601970308;0.601970308;1041.458452;354.786912;0;1;0;0
22626;4.302583155;4.302583155;1044.601274;356.6109463;0;1;0;0
22627;0.87152901;0.87152901;1047.605603;356.5426496;0;1;0;0
22628;6.006081715;6.006081715;1046.432221;352.8170136;0;1;0;0
22629;4.650626951;4.650626951;1044.978898;348.4273388;0;1;0;0
22630;4.500006759;4.500006759;1042.954467;344.3648365;0;1;0;0
22631;2.46880307;2.46880307;1041.032845;341.3392546;0;1;0;0
22632;4.506848642;4.506848642;1035.391374;337.6847684;0;1;0;0
22633;0.414666262;0.414666262;1026.695503;334.4704061;0;1;0;0
22634;6.612546337;6.612546337;1025.568109;335.2525313;0;1;0;0
22635;3.869938307;3.869938307;1030.05741;339.9348519;0;1;0;0
22636;4.362766081;4.362766081;1037.45692;347.2079892;0;1;0;0
22637;5.864988793;5.864988793;1049.09956;356.0249892;0;1;0;0
22638;6.42340516;6.42340516;1057.148492;362.3445511;0;1;0;0
22639;4.999829135;4.999829135;1062.894288;366.3158361;0;1;0;0
22640;7.548952419;7.548952419;1066.600725;369.6124093;0;1;0;0
22641;;;1070.427406;368.8403092;0;1;0;0
22642;;;1068.383748;366.3334943;;;0;0
22643;;;1071.675301;367.0041596;;;0;0
22644;;;;;;;0;0
22645;;;;;;;0;0
22646;;;;;;;0;0
22647;;;;;;;0;0
22648;;;;;;;0;0
22649;;;;;;;0;0
22650;;;;;;;0;0
22651;;;;;;;0;0
22652;;;;;;;0;0
22653;;;;;;;0;0
22654;;;;;;;0;0
22655;;;;;;;0;0
22656;;;;;;;0;0
22657;;;;;;;0;0
22658;;;1067.622748;370.2492485;;;0;0
22659;;;;;;;0;0
22660;;;;;;;0;0
22661;;;;;;;0;0
22662;;;;;;;0;0
22663;;;;;;;0;0
22664;;;;;;;0;0
22665;;;;;;;0;0
22666;;;;;;;0;0
22667;;;;;;;0;0
22668;;;;;;;0;0
22669;;;;;;;0;0
22670;;;;;;;0;0
22671;1.80366711;1.80366711;;;0;1;0;0
22672;0.432506459;0.432506459;;;0;1;0;0
22673;0.619625858;0.619625858;;;0;1;0;0
22674;1.292856456;1.292856456;;;0;1;0;0
22675;0.739685411;0.739685411;;;0;1;0;0
22676;3.982550333;3.982550333;;;0;1;0;0
22677;0.412875589;0.412875589;;;0;1;0;0
22678;1.70676503;1.70676503;;;0;1;0;0
22679;0.893898073;0.893898073;;;0;1;0;0
22680;0.642013796;0.642013796;;;0;1;0;0
22681;2.773447567;2.773447567;;;0;1;0;0
22682;;;;;0;1;0;0
22683;;;;;;;0;0
22684;;;;;;;0;0
22685;1.782533715;1.782533715;;;0;1;0;0
22686;0.292219246;0.292219246;;;0;1;0;0
22687;0.703626346;0.703626346;;;0;1;0;0
22688;1.494099431;1.494099431;;;0;1;0;0
22689;1.333911078;1.333911078;;;0;1;0;0
22690;1.295270637;1.295270637;;;0;1;0;0
22691;3.11126317;3.11126317;;;0;1;0;0
22692;0.306178778;0.306178778;;;0;1;0;0
