,Stimulus to total investigation [%],Total investigation time,Discrimination Index,Median speed,Distance per minute,Immobile time [%]
240220_top_104_V1_Experiment_Urinright,70.55837563451777,2955.0,0.41116751269035534,0.1054033929423421,612.9216499793719,43.682003626473254
240220_top_105_V1_Experiment_Urinright,85.3225806451613,1240.0,0.7064516129032258,0.1667659567983009,715.7620065422656,24.91783771532185
240220_top_117_V1_Experiment_Urinright,65.58388157894737,2432.0,0.31167763157894735,0.11710922340366554,676.2236198108502,39.04691749773345
240220_top_1_V1_Experiment_Urinright,74.1307371349096,2876.0,0.48261474269819193,0.10932054301796984,573.4719770570176,39.990367180417046
240220_top_2_V1_Experiment_Urinright,67.15135492399207,1513.0,0.34302709847984136,0.1135254285046044,587.320974061264,40.290684496826835
240220_top_95_V1_Experiment_Urinright,45.106696100073584,1359.0,-0.09786607799852833,0.1078293640157168,557.186046497173,39.55689029918405
