,distance_nose_leftdish,distance_nose_rightdish,is_investigating_leftdish,is_investigating_rightdish,petridish_investigation_radius[cm]
0,23.99747289528619,755.3789872389858,1.0,0.0,2.2
1,18.69808833594444,755.0639690474802,1.0,0.0,2.2
2,17.619992342564082,754.3608968842068,1.0,0.0,2.2
3,21.58419612141709,758.1919221101824,1.0,0.0,2.2
4,24.616357881751593,760.8524017680805,1.0,0.0,2.2
5,32.614611302418574,768.1800292502165,1.0,0.0,2.2
6,37.408659322507624,772.7056849888761,1.0,0.0,2.2
7,39.056810103722746,774.9445624510835,1.0,0.0,2.2
8,37.69494612505857,774.0142458122225,1.0,0.0,2.2
9,38.05213973637988,774.2112841058945,1.0,0.0,2.2
10,39.958977179720314,776.4356892191677,1.0,0.0,2.2
11,39.54208098436895,776.2984697706663,1.0,0.0,2.2
12,39.3631698271895,776.3289857398414,1.0,0.0,2.2
13,38.907370005040356,775.8678355805596,1.0,0.0,2.2
14,39.99623073172916,776.9357531902947,1.0,0.0,2.2
15,41.504585570441904,778.0502435399128,1.0,0.0,2.2
16,41.53220450947353,777.9424993957175,1.0,0.0,2.2
17,43.06303308390379,779.3402936494896,1.0,0.0,2.2
18,45.081636409626945,780.7834344486799,1.0,0.0,2.2
19,44.351239964812706,780.0325179991908,1.0,0.0,2.2
20,42.73192217733573,778.8770276752998,1.0,0.0,2.2
21,41.851958221210005,777.7981744453275,1.0,0.0,2.2
22,41.86904016867871,778.0797610872887,1.0,0.0,2.2
23,41.32533271155161,777.5164347748307,1.0,0.0,2.2
24,41.94516957134863,777.6859938238898,1.0,0.0,2.2
25,41.9751596820324,776.7691892420561,1.0,0.0,2.2
26,40.934218669926,775.3713118692186,1.0,0.0,2.2
27,39.70863320186592,774.201559766374,1.0,0.0,2.2
28,40.407360162054765,776.0376227865532,1.0,0.0,2.2
29,39.268387637917066,775.7614149170323,1.0,0.0,2.2
30,38.372652599149625,775.2174060279633,1.0,0.0,2.2
31,36.548807999118104,773.515603831187,1.0,0.0,2.2
32,35.30271273167792,772.2422052311741,1.0,0.0,2.2
33,35.164293511430024,772.133247844172,1.0,0.0,2.2
