,distance_nose_leftdish,distance_nose_rightdish,is_investigating_leftdish,is_investigating_rightdish,petridish_investigation_radius[cm]
0,36.65422049382471,645.1239984495598,1.0,0.0,2.2
1,31.423886833027012,649.3182164870926,1.0,0.0,2.2
2,28.807712226247176,651.3931504045114,1.0,0.0,2.2
3,32.96857704940964,648.0357804806674,1.0,0.0,2.2
4,32.81633753769924,649.1781687481862,1.0,0.0,2.2
5,30.41715302493561,654.2587851390092,1.0,0.0,2.2
6,25.099166338202096,660.1532565608381,1.0,0.0,2.2
7,21.597062099537364,666.0446230785356,1.0,0.0,2.2
8,20.536791606717536,670.2165626012841,1.0,0.0,2.2
9,19.61189184764369,674.6238641593295,1.0,0.0,2.2
10,18.820613049505976,679.0215773956819,1.0,0.0,2.2
11,18.54525348292525,680.9046066356284,1.0,0.0,2.2
12,17.35380686578348,682.2023750270397,1.0,0.0,2.2
13,14.159703949774997,683.4753396715053,1.0,0.0,2.2
14,10.609912292684674,683.9037472203535,1.0,0.0,2.2
15,6.959015658284464,683.4433368262925,1.0,0.0,2.2
16,7.467470228011644,685.2855627708694,1.0,0.0,2.2
17,9.710176875623276,689.0516841087928,1.0,0.0,2.2
18,11.653153154642727,691.3353784494822,1.0,0.0,2.2
19,12.425976306645882,692.4569119815626,1.0,0.0,2.2
20,16.363859696863067,695.3389873727327,1.0,0.0,2.2
21,14.281481604424942,694.4120118693041,1.0,0.0,2.2
22,15.308558962262403,694.9041859473208,1.0,0.0,2.2
23,17.57743798428652,696.2960013121718,1.0,0.0,2.2
24,23.87744280478767,702.550613288771,1.0,0.0,2.2
25,26.325055114962026,704.6011793651305,1.0,0.0,2.2
26,26.127154670460392,704.047370559578,1.0,0.0,2.2
27,26.31455985094137,703.3013640069881,1.0,0.0,2.2
28,24.967492476311236,702.0457023024192,1.0,0.0,2.2
29,24.06975260595349,701.8954555081986,1.0,0.0,2.2
30,22.272318320855383,699.9679378780505,1.0,0.0,2.2
31,18.823267869845235,696.220508291505,1.0,0.0,2.2
32,16.41960464732394,693.5073589970394,1.0,0.0,2.2
33,16.582354216693588,692.7192150936582,1.0,0.0,2.2
34,20.20759398135695,693.5354548721274,1.0,0.0,2.2
35,19.40298893623625,691.4938468813126,1.0,0.0,2.2
36,23.497106590384092,692.4878571964554,1.0,0.0,2.2
37,27.43077093771267,692.1300616154642,1.0,0.0,2.2
38,26.44394840641306,691.004089476389,1.0,0.0,2.2
39,24.264432800442652,687.9901195418988,1.0,0.0,2.2
40,23.335298258068903,686.1291778556629,1.0,0.0,2.2
41,22.467681761384778,684.3129410006829,1.0,0.0,2.2
42,22.143510261751842,682.6792927088435,1.0,0.0,2.2
43,23.462725692826016,682.9538656125745,1.0,0.0,2.2
44,24.653138426171886,682.9884897957581,1.0,0.0,2.2
45,25.16044893495783,683.3919998105848,1.0,0.0,2.2
46,25.6443792407636,681.3464971017102,1.0,0.0,2.2
47,24.31900717410399,679.1259679453378,1.0,0.0,2.2
48,24.96481274034487,678.1890861568777,1.0,0.0,2.2
49,26.189867527741587,678.8811986899196,1.0,0.0,2.2
50,26.937170034686645,679.7195893257934,1.0,0.0,2.2
51,28.239555826153804,681.918177982964,1.0,0.0,2.2
52,29.297659359668295,681.9770848967539,1.0,0.0,2.2
53,29.647809991867906,683.4990583911713,1.0,0.0,2.2
54,29.78355334011787,683.7984927033067,1.0,0.0,2.2
55,29.233675917274944,682.1271914343336,1.0,0.0,2.2
56,26.634171778593316,684.0202701603896,1.0,0.0,2.2
57,23.624935709049655,674.5087016930546,1.0,0.0,2.2
58,19.193860306592864,674.9160143030391,1.0,0.0,2.2
59,16.25322193519512,677.5266974606897,1.0,0.0,2.2
60,14.303875072717585,679.4911620780421,1.0,0.0,2.2
61,14.88435127095528,681.0069197923606,1.0,0.0,2.2
62,15.332597011284022,683.2138545687632,1.0,0.0,2.2
63,15.671546035244422,683.9547008425944,1.0,0.0,2.2
64,15.528652669810326,683.4240213740849,1.0,0.0,2.2
65,15.201000055442169,684.3011613563857,1.0,0.0,2.2
66,14.921579109623567,685.5822065886102,1.0,0.0,2.2
67,14.932658535283455,687.0677874603607,1.0,0.0,2.2
68,15.840419399699842,688.3370714824044,1.0,0.0,2.2
69,18.06724980957271,689.6855059050482,1.0,0.0,2.2
70,19.174905867439577,691.9961690602895,1.0,0.0,2.2
71,21.028479933758465,690.3306815228237,1.0,0.0,2.2
72,20.374832288020375,689.1353851663321,1.0,0.0,2.2
73,19.35495477681086,689.882110769012,1.0,0.0,2.2
74,23.7580481624644,688.6754042873215,1.0,0.0,2.2
75,24.60277495329615,688.509852695178,1.0,0.0,2.2
76,24.07582236401681,688.931656219566,1.0,0.0,2.2
77,22.122321036784715,688.1608734064246,1.0,0.0,2.2
78,20.019891185316062,686.9679996159261,1.0,0.0,2.2
79,20.274009284278417,688.1114561232952,1.0,0.0,2.2
80,20.41664883166178,688.769767180567,1.0,0.0,2.2
81,18.900103225959086,690.5414415128308,1.0,0.0,2.2
82,19.77387185535293,690.0328849719625,1.0,0.0,2.2
83,20.71167266345662,688.1042739105078,1.0,0.0,2.2
84,21.529424541271013,689.3669030742717,1.0,0.0,2.2
85,22.46904569976423,690.488134149963,1.0,0.0,2.2
86,23.16163558026642,691.8591492919039,1.0,0.0,2.2
87,24.329489701290598,692.9646755211857,1.0,0.0,2.2
88,24.042974956164578,693.0245028232328,1.0,0.0,2.2
89,23.159283406658542,695.3158453775679,1.0,0.0,2.2
90,24.98350794507642,698.2960786808649,1.0,0.0,2.2
91,25.618982691116983,701.1795717962544,1.0,0.0,2.2
92,26.995920030992334,702.4859080426771,1.0,0.0,2.2
93,27.33697241907497,703.3409029341433,1.0,0.0,2.2
94,24.770945228235238,700.1373774912227,1.0,0.0,2.2
95,21.354645631911982,696.033509662221,1.0,0.0,2.2
96,19.917243601022793,694.7013115590145,1.0,0.0,2.2
97,20.59971981872555,695.6508803638185,1.0,0.0,2.2
98,21.498692549169842,697.1191685471833,1.0,0.0,2.2
99,20.660073250145672,696.7452900017948,1.0,0.0,2.2
100,19.772728560337814,696.1942789333208,1.0,0.0,2.2
101,18.4007810310918,694.1441932289246,1.0,0.0,2.2
102,20.30883004432064,693.2649369007264,1.0,0.0,2.2
103,20.034923616171735,690.2716128716324,1.0,0.0,2.2
104,,,0.0,0.0,2.2
105,21.939539018685448,685.2239089448047,1.0,0.0,2.2
106,24.437901418665266,685.1176239076906,1.0,0.0,2.2
107,24.24293330210473,685.7741486537672,1.0,0.0,2.2
108,26.219067618795727,685.2366358425878,1.0,0.0,2.2
109,26.88081013347171,685.435592016341,1.0,0.0,2.2
110,27.41033627422548,684.9656501749739,1.0,0.0,2.2
111,30.336220513322154,683.3521912882344,1.0,0.0,2.2
112,30.12354259612378,682.4145085852464,1.0,0.0,2.2
113,30.81323050163545,682.6202062353203,1.0,0.0,2.2
114,31.71544838068334,683.0201799305811,1.0,0.0,2.2
115,32.94547899037701,684.0212151420776,1.0,0.0,2.2
116,35.12080691725032,682.1875906686929,1.0,0.0,2.2
117,32.39049072394208,680.8805143245963,1.0,0.0,2.2
118,31.790539316800896,680.2672278055734,1.0,0.0,2.2
119,,,0.0,0.0,2.2
120,,,0.0,0.0,2.2
121,29.064535012382002,681.4966819483617,1.0,0.0,2.2
122,29.075233188717615,682.3476527044679,1.0,0.0,2.2
123,29.84421158260123,681.9521724938921,1.0,0.0,2.2
124,,,0.0,0.0,2.2
125,,,0.0,0.0,2.2
126,28.589174944933834,679.3569508338346,1.0,0.0,2.2
127,28.72440491750958,681.1100772955389,1.0,0.0,2.2
128,28.33383053035547,681.4868453696845,1.0,0.0,2.2
129,30.369882290955772,681.5654938574451,1.0,0.0,2.2
130,30.292557120585528,681.2090250255063,1.0,0.0,2.2
131,30.421340095010752,683.3000166977648,1.0,0.0,2.2
132,30.55030639874706,683.6393548999434,1.0,0.0,2.2
133,30.396721883526208,682.9715584681054,1.0,0.0,2.2
