,distance_nose_leftdish,distance_nose_rightdish,is_investigating_leftdish,is_investigating_rightdish,petridish_investigation_radius[cm]
0,811.6532810440059,61.20852882491192,0.0,1.0,2.2
1,812.1963634889378,62.44373280746232,0.0,1.0,2.2
2,812.3270809276286,62.80432320617968,0.0,1.0,2.2
3,815.4654455365082,65.64891036382669,0.0,1.0,2.2
4,814.3694143904464,64.58689216407947,0.0,1.0,2.2
5,814.9598721672573,65.91504584742395,0.0,1.0,2.2
6,815.5380337557605,66.75212945157787,0.0,1.0,2.2
7,814.0869845362976,64.85765012969792,0.0,1.0,2.2
8,812.2708746854856,63.52940155678836,0.0,1.0,2.2
9,810.8755328966561,62.778822525103216,0.0,1.0,2.2
10,810.4909498578669,62.80109487243371,0.0,1.0,2.2
11,809.7111878167508,62.48922850166943,0.0,1.0,2.2
12,810.230653577194,62.51196439785716,0.0,1.0,2.2
13,809.4825854092642,61.88924825866253,0.0,1.0,2.2
14,808.9817137613413,61.40443553224568,0.0,1.0,2.2
15,808.99756259072,61.24429133157295,0.0,1.0,2.2
16,807.796921061858,60.625538048126316,0.0,1.0,2.2
17,806.9926201508355,60.81936865330248,0.0,1.0,2.2
18,808.6513872791497,61.695376179374726,0.0,1.0,2.2
19,810.5416779696357,62.69277371744713,0.0,1.0,2.2
20,810.6379454393624,62.3906178385157,0.0,1.0,2.2
21,811.8686005214888,63.6973911539506,0.0,1.0,2.2
22,813.2519325540923,65.24617246077108,0.0,1.0,2.2
23,813.7845375108681,65.54539992729522,0.0,1.0,2.2
24,814.8237826687179,66.27140321201291,0.0,1.0,2.2
25,815.9587024637958,67.0958209390283,0.0,1.0,2.2
26,817.2070039131797,67.81361178901871,0.0,1.0,2.2
27,817.4046470627982,68.09499229466068,0.0,1.0,2.2
28,819.2114533193145,70.03809183113495,0.0,1.0,2.2
29,819.1586496106065,70.04701649891715,0.0,1.0,2.2
30,819.3275560434788,70.4809515370762,0.0,1.0,2.2
31,818.3739405653866,69.42417791530391,0.0,1.0,2.2
32,817.9247804555878,68.93628060952436,0.0,1.0,2.2
33,818.5217932504034,69.77060149589174,0.0,1.0,2.2
34,818.8600892095859,71.23820282351375,0.0,1.0,2.2
35,816.8559861559755,68.93342865646743,0.0,1.0,2.2
36,814.4324409956481,66.89795932793227,0.0,1.0,2.2
37,815.9724601851877,68.58629281570842,0.0,1.0,2.2
38,817.0332590570081,69.60568768810288,0.0,1.0,2.2
39,816.7022058168938,69.99919612917343,0.0,1.0,2.2
40,816.4071667980951,70.52083568270422,0.0,1.0,2.2
41,816.4496732025304,70.29856535015341,0.0,1.0,2.2
42,816.0555896487131,70.3843733630288,0.0,1.0,2.2
43,816.681910460512,71.89942177720344,0.0,1.0,2.2
44,816.9654395275512,72.11652705599698,0.0,1.0,2.2
45,816.9143619191256,72.00228119608171,0.0,1.0,2.2
46,815.1058225158923,68.91556142708959,0.0,1.0,2.2
47,814.15773857027,67.22803591211314,0.0,1.0,2.2
48,814.905133224544,68.32917349179603,0.0,1.0,2.2
49,815.8492670842197,69.71818912506305,0.0,1.0,2.2
50,814.8395366250579,68.23717882571273,0.0,1.0,2.2
51,813.8176569698843,66.93855124281649,0.0,1.0,2.2
52,810.8510700164618,63.4500419553257,0.0,1.0,2.2
