,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],is close to edge,distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish,asoid_is_investigating_left_dish,asoid_is_investigating_right_dish
0,0.0018520390621764,0.4000404374301204,0.0,0.1,1.0,192.57980752966307,941.1988779606728,1.0,0.0,0.0,0.0,2.0,0,0,0,0
1,0.0014415923676714,0.3113839514170337,0.0,0.1,1.0,185.6973618121532,938.3308721050872,1.0,0.0,0.0,0.0,2.0,0,0,0,0
2,0.0016020714437484,0.3460474318496732,0.0,0.1,1.0,179.75125970683442,939.81772376585,1.0,0.0,0.0,0.0,2.0,0,0,0,0
3,0.0017104179121046,0.3694502690146006,0.0,0.1,1.0,171.46995679335475,939.2158779548118,1.0,0.0,0.0,0.0,2.0,0,0,0,0
4,0.0028792901369055,0.6219266695716065,0.0,0.1,1.0,162.71735733407922,937.6811981643124,1.0,0.0,0.0,0.0,2.0,0,0,0,0
5,0.0014880034103969,0.3214087366457462,0.0,0.1,1.0,154.61345220108046,935.1925729055548,1.0,0.0,0.0,0.0,2.0,0,0,0,0
6,0.0025375155411089,0.5481033568795268,0.0,0.1,1.0,150.31222354586907,935.873870154251,1.0,0.0,0.0,0.0,2.0,0,0,0,0
7,0.0014229824725287,0.3073642140662098,0.0,0.1,1.0,146.4885520814684,938.2652917174264,1.0,0.0,0.0,0.0,2.0,0,0,0,0
8,0.0027955342934867,0.603835407393145,0.0,0.1,1.0,141.6041997273286,938.8436693121,1.0,0.0,0.0,0.0,2.0,0,0,0,0
9,0.0018341186209457,0.3961696221242854,0.0,0.1,1.0,135.6306348045699,936.1147133538026,1.0,0.0,0.0,0.0,2.0,0,0,0,0
10,0.0037721140480193,0.8147766343721796,0.0,0.1,1.0,128.86311243466182,931.9044874240578,1.0,0.0,0.0,0.0,2.0,0,0,0,0
11,0.0007370131966558,0.1591948504776539,0.0,0.1,1.0,122.48443913413998,927.2436528182624,1.0,0.0,0.0,0.0,2.0,0,0,0,0
12,0.0010662827916885,0.2303170830047317,0.0,0.1,1.0,118.96344045690688,925.150964357791,1.0,0.0,0.0,0.0,2.0,0,0,0,0
13,0.0029406165849851,0.6351731823567912,0.0,0.1,0.0,111.3792828148567,918.485119683746,1.0,0.0,0.0,0.0,2.0,0,0,0,0
14,0.0008677745606161,0.1874393050930856,0.0,0.1,0.0,102.47472736489556,910.751554969875,1.0,0.0,0.0,0.0,2.0,0,0,0,0
15,0.0007918787153823,0.1710458025225875,0.0,0.1,0.0,97.04768006307609,905.6630941417898,1.0,0.0,0.0,0.0,2.0,0,0,0,0
16,0.0009183489820262,0.198363380117663,0.0,0.1,0.0,90.92467754407608,899.3464525289991,1.0,0.0,0.0,0.0,2.0,0,0,0,0
17,0.0001641795163954,0.0354627755414225,1.0,0.1,0.0,88.16585175744125,896.1644305760302,1.0,0.0,0.0,0.0,2.0,0,0,0,0
18,0.0013377866155505,0.2889619089589252,0.0,0.1,0.0,80.48392817822752,888.0580125321937,1.0,0.0,0.0,0.0,2.0,0,0,0,0
19,0.0010234109292017,0.2210567607075818,0.0,0.1,0.0,76.12158091799273,883.4972043388017,1.0,0.0,0.0,0.0,2.0,0,0,0,0
20,0.0011062633997054,0.2389528943363838,0.0,0.1,0.0,76.59144228899734,883.5694086702725,1.0,0.0,0.0,0.0,2.0,0,0,0,0
21,0.0013308763998186,0.287469302360837,0.0,0.1,0.0,73.42424066605415,880.5091503380102,1.0,0.0,0.0,0.0,2.0,0,0,1,0
22,0.0004923453761096,0.1063466012396895,0.0,0.1,0.0,73.04802124401616,880.6959590581523,1.0,0.0,0.0,0.0,2.0,0,0,1,0
23,0.000291557929924,0.0629765128635855,1.0,0.1,0.0,71.02929174277553,879.1620521260093,1.0,0.0,0.0,0.0,2.0,0,0,1,0
24,0.0007818100560321,0.1688709721029488,0.0,0.1,0.0,70.22008321236619,878.5721101960671,1.0,0.0,0.0,0.0,2.0,0,0,1,0
25,0.0014983917942507,0.3236526275581606,0.0,0.1,0.0,72.09269921211245,881.7074093868449,1.0,0.0,0.0,0.0,2.0,0,0,1,0
26,0.0014250764543804,0.307816514146182,0.0,0.1,0.0,72.67598541559659,882.839788144062,1.0,0.0,0.0,0.0,2.0,0,0,1,0
27,0.0014929932908934,0.3224865508329899,0.0,0.1,0.0,75.92420101469185,886.4825871471497,1.0,0.0,0.0,0.0,2.0,0,0,1,0
28,0.0028169665914795,0.6084647837595768,0.0,0.1,0.0,78.58109637948426,889.0721456654128,1.0,0.0,0.0,0.0,2.0,0,0,1,0
29,0.0020752212245313,0.4482477844987718,0.0,0.1,0.0,81.01127361454164,890.2902078129218,1.0,0.0,0.0,0.0,2.0,0,0,1,0
30,0.0023629796540319,0.5104036052708935,0.0,0.1,0.0,83.32143019670079,890.7121855819784,1.0,0.0,0.0,0.0,2.0,0,0,1,0
31,0.0026686434000125,0.5764269744027171,0.0,0.1,0.0,85.11418386856376,889.1548782239954,1.0,0.0,0.0,0.0,2.0,0,0,1,0
32,0.0017338059997808,0.3745020959526731,0.0,0.1,0.0,86.26623358606402,887.7832515768383,1.0,0.0,0.0,0.0,2.0,0,0,1,0
33,0.0017123354483454,0.3698644568426081,0.0,0.1,0.0,85.98803187272924,884.7964753982897,1.0,0.0,0.0,0.0,2.0,0,0,1,0
