,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],is close to edge,distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish,asoid_is_investigating_left_dish,asoid_is_investigating_right_dish
0,0.00059521898964,0.1285673017622594,0.0,0.1,0.0,41.98279964124437,834.321508360893,1.0,0.0,1.0,0.0,2.0,0,0,1,0
1,4.54236804094702e-05,0.0098115149684455,1.0,0.1,0.0,41.78192640720343,832.1380948556562,1.0,0.0,1.0,0.0,2.0,0,0,1,0
2,0.0002025099363934,0.0437421462609898,1.0,0.1,0.0,43.31708551784678,833.647476551675,1.0,0.0,1.0,0.0,2.0,0,0,1,0
3,7.376687457919942e-05,0.015933644909107,1.0,0.1,0.0,42.64949163010965,834.1421219701332,1.0,0.0,1.0,0.0,2.0,0,0,1,0
4,0.0004283121685799,0.0925154284132627,1.0,0.1,0.0,42.84210066647423,834.0345276251177,1.0,0.0,1.0,0.0,2.0,0,0,1,0
5,0.0004446133326605,0.0960364798546874,1.0,0.1,0.0,42.272407868212966,831.8829850228553,1.0,0.0,1.0,0.0,2.0,0,0,1,0
6,0.000259588024013,0.0560710131868225,1.0,0.1,0.0,43.39743168748616,833.6983870981448,1.0,0.0,1.0,0.0,2.0,0,0,1,0
7,0.0003334928638624,0.0720344585942784,1.0,0.1,0.0,43.92660499409293,834.619897592465,1.0,0.0,1.0,0.0,2.0,0,0,1,0
8,0.0002147311262975,0.0463819232802767,1.0,0.1,0.0,43.41573502169629,833.8919896669299,1.0,0.0,1.0,0.0,2.0,0,0,1,0
9,0.0001743926691384,0.0376688165339013,1.0,0.1,0.0,42.82563264813261,833.7608670848342,1.0,0.0,1.0,0.0,2.0,0,0,1,0
10,0.0004459581998649,0.0963269711708362,1.0,0.1,0.0,42.40822182712328,834.4270271881763,1.0,0.0,1.0,0.0,2.0,0,0,1,0
11,0.0007666998834753,0.1656071748306808,0.0,0.1,0.0,42.823869517878,834.2118162579551,1.0,0.0,1.0,0.0,2.0,0,0,1,0
12,0.0002567990526559,0.0554685953736785,1.0,0.1,0.0,43.7865341438768,834.609875006438,1.0,0.0,1.0,0.0,2.0,0,0,1,0
13,0.000588937667113,0.1272105360964269,0.0,0.1,0.0,43.41923219993508,834.5575157586254,1.0,0.0,1.0,0.0,2.0,0,0,1,0
14,0.0007671503403687,0.1657044735196535,0.0,0.1,0.0,43.67371800125894,834.0569329097069,1.0,0.0,1.0,0.0,2.0,0,0,1,0
15,0.000149886136776,0.0323754055436356,1.0,0.1,0.0,47.22088302754435,835.1205726393825,1.0,0.0,1.0,0.0,2.0,1,0,1,0
16,0.0003478840382173,0.0751429522549497,1.0,0.1,0.0,47.39503425107053,835.1873134527425,1.0,0.0,1.0,0.0,2.0,1,0,1,0
17,2.570177877350131e-05,0.0055515842150762,1.0,0.1,0.0,47.28395628105744,835.087066847569,1.0,0.0,1.0,0.0,2.0,1,0,1,0
18,0.0002056949197972,0.0444301026761969,1.0,0.1,0.0,47.19450251208316,834.5610928153307,1.0,0.0,1.0,0.0,2.0,1,0,1,0
19,0.0003685740697285,0.0796119990613768,1.0,0.1,0.0,47.24317223842765,834.178260536226,1.0,0.0,1.0,0.0,2.0,1,0,1,0
20,9.187936052592982e-05,0.0198459418736008,1.0,0.1,0.0,47.09560131457021,834.7053138665815,1.0,0.0,1.0,0.0,2.0,1,0,1,0
21,0.0001660690126659,0.0358709067358553,1.0,0.1,0.0,42.57464926422632,834.7329876564384,1.0,0.0,1.0,0.0,2.0,1,0,1,0
22,0.0001052852694495,0.0227416182010937,1.0,0.1,0.0,42.76424148199381,836.2405793123394,1.0,0.0,1.0,0.0,2.0,1,0,1,0
23,0.0003160029421911,0.0682566355132881,1.0,0.1,0.0,42.76133226309031,836.6480068355274,1.0,0.0,1.0,0.0,2.0,1,0,1,0
24,5.822833670321157e-05,0.0125773207278937,1.0,0.1,0.0,42.70442562097647,836.9130083325333,1.0,0.0,1.0,0.0,2.0,1,0,1,0
25,0.0002074229711497,0.0448033617683544,1.0,0.1,0.0,42.51337694216592,836.4023216730956,1.0,0.0,1.0,0.0,2.0,1,0,1,0
26,8.204310414368622e-05,0.0177213104950362,1.0,0.1,0.0,42.83390687057353,836.0584551495648,1.0,0.0,1.0,0.0,2.0,1,0,1,0
27,0.000148560192403,0.0320890015590512,1.0,0.1,0.0,42.58129786634176,835.4398669659661,1.0,0.0,1.0,0.0,2.0,1,0,1,0
28,0.0002181554444902,0.0471215760098877,1.0,0.1,0.0,42.71136783403472,834.5146298720056,1.0,0.0,1.0,0.0,2.0,1,0,1,0
29,7.362524470600779e-05,0.0159030528564976,1.0,0.1,0.0,42.67659141072679,834.6554374483952,1.0,0.0,1.0,0.0,2.0,1,0,1,0
30,0.0001257250305943,0.0271566066083765,1.0,0.1,0.0,42.310107559781706,834.8386437739009,1.0,0.0,1.0,0.0,2.0,1,0,1,0
31,0.0001111821778936,0.0240153504250301,1.0,0.1,0.0,42.38977857400089,835.7003766070225,1.0,0.0,1.0,0.0,2.0,1,0,1,0
32,5.420844882468783e-06,0.0011709024946132,1.0,0.1,0.0,42.68426142607007,835.3923600543617,1.0,0.0,1.0,0.0,2.0,1,0,1,0
33,0.0001845863133621,0.0398706436862259,1.0,0.1,0.0,43.19067132875203,836.46973271745,1.0,0.0,1.0,0.0,2.0,1,0,1,0
34,0.0001419254994087,0.0306559078722817,1.0,0.1,0.0,42.8855847765494,837.3621281716623,1.0,0.0,1.0,0.0,2.0,1,0,1,0
35,8.107075104184979e-05,0.0175112822250395,1.0,0.1,0.0,42.805465535953296,837.1289306567373,1.0,0.0,1.0,0.0,2.0,1,0,1,0
36,0.0001489435746338,0.0321718121209015,1.0,0.1,0.0,42.59830046935758,837.768286768703,1.0,0.0,1.0,0.0,2.0,1,0,1,0
37,0.0002518795807527,0.0544059894425942,1.0,0.1,0.0,42.82342337640709,837.8628433065359,1.0,0.0,1.0,0.0,2.0,1,0,1,0
38,0.0002456102604298,0.0530518162528532,1.0,0.1,0.0,42.08674935244191,836.8983664087215,1.0,0.0,1.0,0.0,2.0,1,0,1,0
39,0.0001151973722479,0.0248826324055478,1.0,0.1,0.0,42.50058422199851,836.8588647822022,1.0,0.0,1.0,0.0,2.0,1,0,1,0
40,0.0001325784914425,0.0286369541515886,1.0,0.1,0.0,42.71517471011707,837.0573849466438,1.0,0.0,1.0,0.0,2.0,1,0,1,0
