,distance_travelled_center,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftdish,distance_nose_rightdish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish,petridish_investigation_radius[cm],deg_is_investigating_leftdish,deg_is_investigating_rightdish
0,0.0014605543035763,0.315479729572487,0.0,0.1,367.2715766232437,881.2462910962114,1.0,0.0,0.0,0.0,2.0,0,0
1,0.0004782841664345,0.1033093799498602,0.0,0.1,368.18296110109367,880.598559759976,1.0,0.0,0.0,0.0,2.0,0,0
2,0.0005457612266229,0.1178844249505507,0.0,0.1,370.4175621968128,879.7097166405412,1.0,0.0,0.0,0.0,2.0,0,0
3,0.0002504641234575,0.0541002506668297,1.0,0.1,371.8091953536892,881.3602058347867,1.0,0.0,0.0,0.0,2.0,0,0
4,0.0006446636191615,0.1392473417388983,0.0,0.1,372.64464902643016,884.7975800245155,1.0,0.0,0.0,0.0,2.0,0,0
5,0.0005074166448536,0.1096019952883789,0.0,0.1,375.5898822226647,886.5851133327861,1.0,0.0,0.0,0.0,2.0,0,0
6,0.0004099946667623,0.0885588480206689,1.0,0.1,377.496047363653,887.7726074277183,1.0,0.0,0.0,0.0,2.0,0,0
7,0.0008431911663927,0.1821292919408297,0.0,0.1,378.2514213787601,886.6910551998342,1.0,0.0,0.0,0.0,2.0,0,0
8,0.0005967086117117,0.1288890601297372,0.0,0.1,380.8255118609002,885.829223311417,1.0,0.0,0.0,0.0,2.0,0,0
9,0.0005775133535142,0.1247428843590759,0.0,0.1,383.74563009769474,885.0505341384825,1.0,0.0,0.0,0.0,2.0,0,0
10,0.0006309332285147,0.1362815773591907,0.0,0.1,386.1977404148762,882.493479446471,1.0,0.0,0.0,0.0,2.0,0,0
11,0.0002417869356302,0.0522259780961276,1.0,0.1,386.8749720226813,881.7963329787716,1.0,0.0,0.0,0.0,2.0,0,0
12,0.000294858931413,0.0636895291852187,1.0,0.1,386.3280541282074,881.9039020057478,1.0,0.0,0.0,0.0,2.0,0,0
13,0.0002935024324928,0.0633965254184578,1.0,0.1,385.5314862380116,881.486536792967,1.0,0.0,0.0,0.0,2.0,0,0
14,0.0002260719139573,0.048831533414783,1.0,0.1,382.8607482902895,882.047960595109,1.0,0.0,0.0,0.0,2.0,0,0
15,0.000228575921598,0.0493723990651777,1.0,0.1,382.3487503911948,882.5268662995488,1.0,0.0,0.0,0.0,2.0,0,0
16,0.0001647574128203,0.035587601169199,1.0,0.1,380.5586258838004,881.5551744102684,1.0,0.0,0.0,0.0,2.0,0,0
17,0.0001133312889605,0.0244795584154764,1.0,0.1,379.4141049926392,882.8448898046661,1.0,0.0,0.0,0.0,2.0,0,0
18,0.000569643570657,0.1230430112619201,0.0,0.1,378.4146999233699,882.2658859926188,1.0,0.0,0.0,0.0,2.0,0,0
19,0.0011386870153457,0.2459563953146793,0.0,0.1,375.3250846437372,878.4874300749267,1.0,0.0,0.0,0.0,2.0,0,0
20,0.0001628877348548,0.0351837507286573,1.0,0.1,367.42596256256377,868.6469668993623,1.0,0.0,0.0,0.0,2.0,0,0
21,0.0001726554622288,0.0372935798414375,1.0,0.1,363.87520092604007,860.9304984221349,1.0,0.0,0.0,0.0,2.0,0,0
22,0.000443196572014,0.0957304595550388,1.0,0.1,363.29121595844606,851.6346134480027,1.0,0.0,0.0,0.0,2.0,0,0
23,0.0001866064681588,0.0403069971223184,1.0,0.1,361.2095826602478,845.7244477347499,1.0,0.0,0.0,0.0,2.0,0,0
24,0.0001714855231207,0.0370408729940739,1.0,0.1,359.9990062896365,839.421047409293,1.0,0.0,0.0,0.0,2.0,0,0
25,0.0004596081662944,0.0992753639195987,1.0,0.1,356.79497959250784,827.1720550742784,1.0,0.0,0.0,0.0,2.0,0,0
26,0.0005459382268179,0.1179226569926748,0.0,0.1,353.49304367321173,814.3305485125469,1.0,0.0,0.0,0.0,2.0,0,0
27,0.0005108615414034,0.1103460929431403,0.0,0.1,354.5391288150228,805.9240412861222,1.0,0.0,0.0,0.0,2.0,0,0
28,0.0003621906931726,0.0782331897252843,1.0,0.1,351.56466911669304,798.1043549057401,1.0,0.0,0.0,0.0,2.0,0,0
29,0.0004934868327865,0.1065931558818957,0.0,0.1,347.4876274254668,790.6092610618642,1.0,0.0,0.0,0.0,2.0,0,0
30,0.0006926149678369,0.1496048330527717,0.0,0.1,344.49400874927187,789.0798201334567,1.0,0.0,0.0,0.0,2.0,0,0
31,0.000436308553618,0.0942426475814937,1.0,0.1,337.6801115024843,784.0373669843333,1.0,0.0,0.0,0.0,2.0,0,0
32,0.0002496228303294,0.0539185313511687,1.0,0.1,333.8553637715719,781.238400148378,1.0,0.0,0.0,0.0,2.0,0,0
33,0.0004672378881098,0.1009233838317361,0.0,0.1,331.08759754752145,774.3185435092098,1.0,0.0,0.0,0.0,2.0,0,0
34,0.000351036577123,0.0758239006585699,1.0,0.1,329.2720791433749,771.2393558043125,1.0,0.0,0.0,0.0,2.0,0,0
35,0.0002997898592086,0.0647546095890605,1.0,0.1,331.29864009412745,772.3255414562091,1.0,0.0,0.0,0.0,2.0,0,0
36,0.0001187413417152,0.0256481298104981,1.0,0.1,333.31497954016635,773.4697360387041,1.0,0.0,0.0,0.0,2.0,0,0
37,9.551267868376404e-05,0.020630738595693,1.0,0.1,336.86717256461475,778.530389961134,1.0,0.0,0.0,0.0,2.0,0,0
38,0.0003243451455323,0.0700585514349955,1.0,0.1,339.5724000335039,780.4122772011381,1.0,0.0,0.0,0.0,2.0,0,0
39,0.000355401692987,0.0767667656851962,1.0,0.1,340.3965245424085,781.8265664437754,1.0,0.0,0.0,0.0,2.0,0,0
40,0.0003181148677361,0.0687128114309977,1.0,0.1,342.5545674923757,788.2424093282822,1.0,0.0,0.0,0.0,2.0,0,0
41,0.0001945998384329,0.0420335651015143,1.0,0.1,346.833912678822,795.7152814334105,1.0,0.0,0.0,0.0,2.0,0,0
42,0.0001511236452337,0.032642707370499,1.0,0.1,346.75889328164743,795.8031546996858,1.0,0.0,0.0,0.0,2.0,0,0
43,0.0011558289852451,0.2496590608129502,0.0,0.1,348.8937530147681,801.3479587773736,1.0,0.0,0.0,0.0,2.0,0,0
44,0.0004616715783772,0.0997210609294948,1.0,0.1,348.3700939313582,809.0622473104709,1.0,0.0,0.0,0.0,2.0,0,0
45,0.0003234669205013,0.069868854828284,1.0,0.1,349.8139783069311,816.2557586593936,1.0,0.0,0.0,0.0,2.0,0,0
46,0.0001767299812492,0.0381736759498416,1.0,0.1,346.37652366182647,824.804194125539,1.0,0.0,0.0,0.0,2.0,0,0
47,0.0003033184988668,0.0655167957552354,1.0,0.1,347.3547295819184,832.0235701723227,1.0,0.0,0.0,0.0,2.0,0,0
48,0.000726429701981,0.1569088156279021,0.0,0.1,347.745369402182,836.8272741049176,1.0,0.0,0.0,0.0,2.0,0,0
49,0.000885551776959,0.1912791838231549,0.0,0.1,348.58006026648576,843.4708819519653,1.0,0.0,0.0,0.0,2.0,0,0
50,0.0004559603159963,0.0984874282552052,1.0,0.1,353.12755134622955,844.9837009664467,1.0,0.0,0.0,0.0,2.0,0,0
51,0.0007613686068114,0.1644556190712663,0.0,0.1,358.0780688744966,848.4097571063937,1.0,0.0,0.0,0.0,2.0,0,0
52,0.0016336402875564,0.3528663021122,0.0,0.1,365.7370405707894,852.1672054894561,1.0,0.0,0.0,0.0,2.0,0,0
53,0.0008314025081061,0.1795829417509324,0.0,0.1,374.6387270700896,854.7978469263171,1.0,0.0,0.0,0.0,2.0,0,0
54,0.0008098947734105,0.1749372710566833,0.0,0.1,382.4381571580705,857.5800950615117,1.0,0.0,0.0,0.0,2.0,0,0
55,0.0007946287169213,0.1716398028550016,0.0,0.1,388.15428213954505,857.3773213692094,1.0,0.0,0.0,0.0,2.0,0,0
56,0.0003711793556887,0.0801747408287631,1.0,0.1,390.90240944223126,857.9231289904262,1.0,0.0,0.0,0.0,2.0,0,0
57,0.0002656647400658,0.0573835838542341,1.0,0.1,391.9638522318413,859.0540388454984,1.0,0.0,0.0,0.0,2.0,0,0
58,0.0003888246673018,0.0839861281371905,1.0,0.1,,,1.0,0.0,,,2.0,0,0
59,0.0002797015580031,0.0604155365286742,1.0,0.1,388.4307663958481,855.306491577704,1.0,0.0,0.0,0.0,2.0,0,0
60,0.0004328446515997,0.0934944447455535,1.0,0.1,,,1.0,0.0,,,2.0,0,0
61,0.0005502599729102,0.1188561541486042,0.0,0.1,,,1.0,0.0,,,2.0,0,0
62,0.0005647138295439,0.1219781871815034,0.0,0.1,376.43372635873817,849.4425366572574,1.0,0.0,0.0,0.0,2.0,0,0
63,0.0006497408342009,0.1403440201874085,0.0,0.1,,,1.0,0.0,,,2.0,0,0
64,0.0007741778480164,0.1672224151715589,0.0,0.1,,,1.0,0.0,,,2.0,0,0
65,0.0002605233538799,0.0562730444380776,1.0,0.1,371.0669520074583,841.3081423982925,1.0,0.0,0.0,0.0,2.0,0,0
66,0.0008539913111026,0.1844621231981711,0.0,0.1,363.7459657382727,834.0646538157278,1.0,0.0,0.0,0.0,2.0,0,0
67,0.0002087596589087,0.045092086324296,1.0,0.1,357.760268244036,828.1764688222495,1.0,0.0,0.0,0.0,2.0,0,0
68,0.0013003076903809,0.280866461122282,0.0,0.1,354.8762714501608,827.1310618955129,1.0,0.0,0.0,0.0,2.0,0,0
69,0.0005698872491456,0.1230956458154704,0.0,0.1,,,1.0,0.0,,,2.0,0,0
70,0.0006749357245655,0.1457861165061511,0.0,0.1,,,1.0,0.0,,,2.0,0,0
71,0.000519876307008,0.1122932823137358,0.0,0.1,355.97381554892337,810.9259818243087,1.0,0.0,0.0,0.0,2.0,0,0
72,0.0007808157014305,0.1686561915090062,0.0,0.1,360.7775616264652,806.6513028408701,1.0,0.0,0.0,0.0,2.0,0,0
73,0.0005871226330543,0.1268184887397344,0.0,0.1,362.95374831673234,800.7609973891754,1.0,0.0,0.0,0.0,2.0,0,0
74,0.0012614192961094,0.2724665679596425,0.0,0.1,369.7993690160355,800.2003919205172,1.0,0.0,0.0,0.0,2.0,0,0
75,0.0015665096855126,0.3383660920707378,0.0,0.1,367.98378284621504,797.577464248912,1.0,0.0,0.0,0.0,2.0,0,0
76,0.0010051399328823,0.2171102255025872,0.0,0.1,361.89266709079135,792.8179812510865,1.0,0.0,0.0,0.0,2.0,0,0
77,0.0006760857908499,0.146034530823593,0.0,0.1,351.9430562436385,781.9817410874132,1.0,0.0,0.0,0.0,2.0,0,0
78,0.0007493654866761,0.1618629451220376,0.0,0.1,345.6717287141185,777.0349617733547,1.0,0.0,0.0,0.0,2.0,0,0
79,0.0004614372899516,0.0996704546295651,1.0,0.1,341.1105664577676,770.793500041736,1.0,0.0,0.0,0.0,2.0,0,0
80,0.0005745488616536,0.1241025541171851,0.0,0.1,336.8603716775918,762.9884631034984,1.0,0.0,0.0,0.0,2.0,0,0
81,0.0005485285147954,0.118482159195826,0.0,0.1,332.42866385871844,757.6395136828055,1.0,0.0,0.0,0.0,2.0,0,0
82,0.0003293828937299,0.0711467050456613,1.0,0.1,,,1.0,0.0,,,2.0,0,0
83,0.0004319074030044,0.0932919990489601,1.0,0.1,,,1.0,0.0,,,2.0,0,0
84,0.0001438271824725,0.0310666714140705,1.0,0.1,,,1.0,0.0,,,2.0,0,0
85,0.0001829471238587,0.039516578753489,1.0,0.1,,,1.0,0.0,,,2.0,0,0
86,0.0001964232503082,0.0424274220665873,1.0,0.1,,,1.0,0.0,,,2.0,0,0
87,0.0003796752484627,0.0820098536679484,1.0,0.1,,,1.0,0.0,,,2.0,0,0
88,0.000253839965335,0.0548294325123668,1.0,0.1,,,1.0,0.0,,,2.0,0,0
89,0.0001813239653976,0.0391659765258884,1.0,0.1,,,1.0,0.0,,,2.0,0,0
90,0.0002215147430038,0.0478471844888208,1.0,0.1,,,1.0,0.0,,,2.0,0,0
91,0.0003979292235669,0.0859527122904551,1.0,0.1,,,1.0,0.0,,,2.0,0,0
92,0.0006115323590392,0.1320909895524672,0.0,0.1,319.92808839747727,777.778589514973,1.0,0.0,0.0,0.0,2.0,0,0
93,0.0004443506405846,0.0959797383662752,1.0,0.1,335.22042550842065,779.0039450341055,1.0,0.0,0.0,0.0,2.0,0,0
94,0.0007416385706258,0.1601939312551802,0.0,0.1,336.3526228729529,779.8651896993608,1.0,0.0,0.0,0.0,2.0,0,0
95,0.0006279686126141,0.1356412203246474,0.0,0.1,336.6449569732942,781.8198385149489,1.0,0.0,0.0,0.0,2.0,0,0
96,0.0010023516886429,0.2165079647468832,0.0,0.1,337.536313375911,779.9484514578921,1.0,0.0,0.0,0.0,2.0,0,0
97,0.0009978261585722,0.2155304502515951,0.0,0.1,337.86486181692567,776.0455925991961,1.0,0.0,0.0,0.0,2.0,0,0
98,0.0015322695019103,0.3309702124126429,0.0,0.1,333.059281648495,773.5430013619388,1.0,0.0,0.0,0.0,2.0,0,0
99,0.0006635593698242,0.1433288238820342,0.0,0.1,324.2381215898004,770.5748109436765,1.0,0.0,0.0,0.0,2.0,0,0
100,0.0003436950172169,0.0742381237188589,1.0,0.1,,,1.0,0.0,,,2.0,0,0
101,0.0005824079026001,0.1258001069616362,0.0,0.1,,,1.0,0.0,,,2.0,0,0
102,0.0007930445411341,0.1712976208849804,0.0,0.1,,,1.0,0.0,,,2.0,0,0
103,0.0019527967653668,0.4218041013192473,0.0,0.1,,,1.0,0.0,,,2.0,0,0
104,0.000552662091338,0.1193750117290244,0.0,0.1,,,1.0,0.0,,,2.0,0,0
105,0.0009034905512941,0.1951539590795301,0.0,0.1,,,1.0,0.0,,,2.0,0,0
106,0.0008858140663351,0.191335838328397,0.0,0.1,,,1.0,0.0,,,2.0,0,0
107,0.0010320858327337,0.2229305398704999,0.0,0.1,,,1.0,0.0,,,2.0,0,0
108,0.000627091309609,0.1354517228755544,0.0,0.1,,,1.0,0.0,,,2.0,0,0
109,0.0002799928623085,0.0604784582586538,1.0,0.1,,,1.0,0.0,,,2.0,0,0
110,0.0009630196111648,0.2080122360116122,0.0,0.1,317.08228465061524,751.8728367212625,1.0,0.0,0.0,0.0,2.0,0,0
111,0.0015945786983763,0.3444289988492933,0.0,0.1,321.43488100088666,750.8133529683536,1.0,0.0,0.0,0.0,2.0,0,0
112,0.0007621982752285,0.1646348274493697,0.0,0.1,324.7426038341518,747.9393121667802,1.0,0.0,0.0,0.0,2.0,0,0
113,0.0009296928131458,0.2008136476395109,0.0,0.1,326.97884823630113,742.6942972042489,1.0,0.0,0.0,0.0,2.0,0,0
114,0.0006694837465446,0.144608489253653,0.0,0.1,327.4178141926528,739.5087046702253,1.0,0.0,0.0,0.0,2.0,0,0
115,0.0002846137920063,0.061476579073368,1.0,0.1,331.0267233143676,739.4226033533944,1.0,0.0,0.0,0.0,2.0,0,0
116,0.0003165343322513,0.0683714157662978,1.0,0.1,331.9927692660257,741.3048178893398,1.0,0.0,0.0,0.0,2.0,0,0
117,0.0002578098278899,0.0556869228242193,1.0,0.1,333.87759876036495,745.0079689213027,1.0,0.0,0.0,0.0,2.0,0,0
118,0.0003171604097486,0.0685066485057167,1.0,0.1,335.60827347562986,748.6154483305089,1.0,0.0,0.0,0.0,2.0,0,0
119,0.0001364619525807,0.029475781757436,1.0,0.1,335.4498055812639,748.6879069495667,1.0,0.0,0.0,0.0,2.0,0,0
120,0.0002531883274416,0.0546886787273879,1.0,0.1,332.73988795733067,743.4223704318308,1.0,0.0,0.0,0.0,2.0,0,0
121,0.0003750474559025,0.0810102504749533,1.0,0.1,332.4925292766081,742.0576820531293,1.0,0.0,0.0,0.0,2.0,0,0
122,0.0006774484947744,0.1463288748712824,0.0,0.1,334.3076742820794,743.4920483397019,1.0,0.0,0.0,0.0,2.0,0,0
123,0.0003672998772392,0.0793367734836778,1.0,0.1,334.74795125680976,741.2329413110716,1.0,0.0,0.0,0.0,2.0,0,0
124,0.0005321817304859,0.1149512537849671,0.0,0.1,335.7591287252175,738.9803201980768,1.0,0.0,0.0,0.0,2.0,0,0
125,0.0003778300929409,0.081611300075239,1.0,0.1,336.00399562864175,734.3627922631207,1.0,0.0,0.0,0.0,2.0,0,0
126,9.757314933161852e-05,0.0210758002556296,1.0,0.1,333.8452226688017,731.8258563449499,1.0,0.0,0.0,0.0,2.0,0,0
127,0.0003368152172373,0.0727520869232597,1.0,0.1,331.3737747967864,729.2111038302573,1.0,0.0,0.0,0.0,2.0,0,0
128,0.001005287097587,0.2171420130788102,0.0,0.1,329.5312422437936,727.739747376929,1.0,0.0,0.0,0.0,2.0,0,0
129,0.0001404223872647,0.0303312356491794,1.0,0.1,327.71525397720364,726.5285062875629,1.0,0.0,0.0,0.0,2.0,0,0
130,0.0001051467644876,0.0227117011293398,1.0,0.1,326.1598466824494,725.726877688613,1.0,0.0,0.0,0.0,2.0,0,0
131,0.0003773225705667,0.0815016752424102,1.0,0.1,326.0780936375533,725.2149214647415,1.0,0.0,0.0,0.0,2.0,0,0
132,0.0001416184659507,0.0305895886453565,1.0,0.1,325.07961847765097,724.7736828431078,1.0,0.0,0.0,0.0,2.0,0,0
133,0.0001067980971873,0.0230683889924734,1.0,0.1,325.1097799968688,724.447160438094,1.0,0.0,0.0,0.0,2.0,0,0
134,0.0001339375000246,0.0289305000053335,1.0,0.1,327.002008825186,726.9818395692539,1.0,0.0,0.0,0.0,2.0,0,0
135,0.0003390186847511,0.0732280359062529,1.0,0.1,329.6060516965494,729.2868054291845,1.0,0.0,0.0,0.0,2.0,0,0
136,0.0001197827840187,0.0258730813480474,1.0,0.1,330.8638896741533,731.8688935718264,1.0,0.0,0.0,0.0,2.0,0,0
137,0.0002978996915796,0.0643463333811975,1.0,0.1,330.1836844168497,731.2069327680946,1.0,0.0,0.0,0.0,2.0,0,0
138,0.0002156695349517,0.0465846195495807,1.0,0.1,328.76516165556103,730.8805449939567,1.0,0.0,0.0,0.0,2.0,0,0
139,0.0002438266353261,0.052666553230451,1.0,0.1,328.107117236547,731.1604706741183,1.0,0.0,0.0,0.0,2.0,0,0
140,0.0011951301297825,0.2581481080330294,0.0,0.1,327.268062575036,733.0480153909002,1.0,0.0,0.0,0.0,2.0,0,0
141,0.0004991683073048,0.1078203543778419,0.0,0.1,324.95542246980057,742.5467623879,1.0,0.0,0.0,0.0,2.0,0,0
142,5.067659141334455e-05,0.0109461437452824,1.0,0.1,324.88067166090445,746.0510870721797,1.0,0.0,0.0,0.0,2.0,0,0
143,0.0006295473445736,0.1359822264279007,0.0,0.1,324.85487411990755,746.0780980588573,1.0,0.0,0.0,0.0,2.0,0,0
144,0.000351373353244,0.0758966443007177,1.0,0.1,323.69784593126474,749.7317575863854,1.0,0.0,0.0,0.0,2.0,0,0
