,distance_travelled_center,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftdish,distance_nose_rightdish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish,petridish_investigation_radius[cm],deg_is_investigating_leftdish,deg_is_investigating_rightdish
0,0.9001693359013382,0.9001693359013382,0.0,0.1,815.1199697931771,148.38755007403904,0.0,1.0,0.0,0.0,2.2,0,0
1,0.7602839534237407,0.7602839534237407,0.0,0.1,825.6868766392105,148.79200438500484,0.0,1.0,0.0,0.0,2.2,0,0
2,0.677785941676108,0.677785941676108,0.0,0.1,840.0069871107472,150.45308623011078,0.0,1.0,0.0,0.0,2.2,0,0
3,0.7379575210519682,0.7379575210519682,0.0,0.1,856.5730280583505,156.60637309954038,0.0,1.0,0.0,0.0,2.2,0,0
4,0.7883988352877943,0.7883988352877943,0.0,0.1,867.7170049902185,160.12919377625818,0.0,1.0,0.0,0.0,2.2,0,0
5,0.5466879673545697,0.5466879673545697,0.0,0.1,875.6035207619472,160.03224999442108,0.0,1.0,0.0,0.0,2.2,0,0
6,0.9171546357686384,0.9171546357686384,0.0,0.1,885.0551329790508,161.59703519674864,0.0,1.0,0.0,0.0,2.2,0,0
7,1.0601050121191224,1.0601050121191224,0.0,0.1,897.714354906337,166.92332548013522,0.0,1.0,0.0,0.0,2.2,0,0
8,1.0776107733789464,1.0776107733789464,0.0,0.1,912.0134470672398,173.34810859740125,0.0,1.0,0.0,0.0,2.2,0,0
9,0.8985968174627247,0.8985968174627247,0.0,0.1,926.51443603609,179.18922103221755,0.0,1.0,0.0,0.0,2.2,0,0
10,0.7255510038458578,0.7255510038458578,0.0,0.1,937.6366087855938,185.91250325787533,0.0,1.0,0.0,0.0,2.2,0,0
11,0.3500962155969169,0.3500962155969169,0.0,0.1,950.2145760689853,193.0489168257993,0.0,1.0,0.0,0.0,2.2,0,0
12,0.9187074940756904,0.9187074940756904,0.0,0.1,960.5406769333758,200.57753617641615,0.0,1.0,0.0,0.0,2.2,0,0
13,0.7230429828128454,0.7230429828128454,0.0,0.1,971.9321997353125,208.2957101268101,0.0,1.0,0.0,0.0,2.2,0,0
14,0.6227165931128061,0.6227165931128061,0.0,0.1,984.2635477088,219.3621016848913,0.0,1.0,0.0,0.0,2.2,0,0
15,0.4614932614112733,0.4614932614112733,0.0,0.1,990.1950094604518,226.2145926460368,0.0,1.0,0.0,0.0,2.2,0,0
16,0.4214380488265318,0.4214380488265318,0.0,0.1,995.4440940367348,231.18859083233528,0.0,1.0,0.0,0.0,2.2,0,0
17,0.4657264102667129,0.4657264102667129,0.0,0.1,1002.3009136747108,236.37179835198532,0.0,1.0,0.0,0.0,2.2,0,0
18,0.412482560715711,0.412482560715711,0.0,0.1,1013.974251278783,246.0484002371317,0.0,1.0,0.0,0.0,2.2,0,0
19,0.3842843956124904,0.3842843956124904,0.0,0.1,1023.21844439544,252.6916797318454,0.0,1.0,0.0,0.0,2.2,0,0
