,distance_travelled_center,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftdish,distance_nose_rightdish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish,petridish_investigation_radius[cm],deg_is_investigating_leftdish,deg_is_investigating_rightdish
774,,,0.0,0.1,115.7466843856528,895.3201066910365,,,0.0,0.0,2.2,0,0
775,,,0.0,0.1,115.26260489829912,894.6870725083592,,,0.0,0.0,2.2,0,0
776,0.0309601844126213,0.0309601844126213,1.0,0.1,118.00309380244336,897.1999238030804,1.0,0.0,0.0,0.0,2.2,0,0
777,0.1464375642879164,0.1464375642879164,0.0,0.1,116.49780751545148,895.1991574355362,1.0,0.0,0.0,0.0,2.2,0,0
778,0.0084201613191578,0.0084201613191578,1.0,0.1,113.9952117035618,892.4787857818284,1.0,0.0,0.0,0.0,2.2,0,0
779,0.1533944581731453,0.1533944581731453,0.0,0.1,115.17796717636688,893.7787727964077,1.0,0.0,0.0,0.0,2.2,0,0
780,0.0169623111818132,0.0169623111818132,1.0,0.1,119.48079495102202,898.4662458273467,1.0,0.0,0.0,0.0,2.2,0,0
781,0.0244187401453286,0.0244187401453286,1.0,0.1,121.7269235063096,900.5173595346871,1.0,0.0,0.0,0.0,2.2,0,0
782,0.1694851903787962,0.1694851903787962,0.0,0.1,121.18623993911638,899.8771643049511,1.0,0.0,0.0,0.0,2.2,0,0
783,0.0987086303537926,0.0987086303537926,1.0,0.1,120.29293345096092,899.0971685901433,1.0,0.0,0.0,0.0,2.2,0,0
784,0.0891642467280634,0.0891642467280634,1.0,0.1,118.89615415611075,897.9735776630773,1.0,0.0,0.0,0.0,2.2,0,0
785,0.0918599260802756,0.0918599260802756,1.0,0.1,115.97387254063284,894.900327129465,1.0,0.0,0.0,0.0,2.2,0,0
786,0.0196235207782476,0.0196235207782476,1.0,0.1,115.14716599817274,894.1821834076452,1.0,0.0,0.0,0.0,2.2,0,0
787,0.0224870480896673,0.0224870480896673,1.0,0.1,115.09470375015042,894.2302668142138,1.0,0.0,0.0,0.0,2.2,0,0
788,0.0447225730037704,0.0447225730037704,1.0,0.1,115.6993854809773,894.9712038942454,1.0,0.0,0.0,0.0,2.2,0,0
789,0.0332437721191653,0.0332437721191653,1.0,0.1,117.15186572254808,896.4779845870893,1.0,0.0,0.0,0.0,2.2,0,0
