,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0050606525500884,1.0931009508191052,0.0,0.1,445.06458118762816,492.9862656282887,0.0,1.0,0.0,0.0,2.0,0,0
1,0.0074779336574621,1.6152336700118195,0.0,0.1,437.7133295426168,504.0712575312125,0.0,1.0,0.0,0.0,2.0,0,0
2,0.0044417989501519,0.9594285732328296,0.0,0.1,425.5444192020354,519.3274127463477,0.0,1.0,0.0,0.0,2.0,0,0
3,0.0042112214935007,0.9096238425961646,0.0,0.1,410.7358951631499,533.6757539625391,0.0,1.0,0.0,0.0,2.0,0,0
4,0.0034281896130189,0.7404889564120898,0.0,0.1,397.6221769585739,548.3158488191815,0.0,1.0,0.0,0.0,2.0,0,0
5,0.0042416018161626,0.9161859922911344,0.0,0.1,386.4971732471194,559.2049845177609,0.0,1.0,0.0,0.0,2.0,0,0
6,0.0032242970560368,0.6964481641039654,0.0,0.1,377.42674201968777,568.9718394940347,0.0,1.0,0.0,0.0,2.0,0,0
7,0.0027649172836869,0.5972221332763864,0.0,0.1,371.1397663763101,578.1852529864406,0.0,1.0,0.0,0.0,2.0,0,0
8,0.0029767151535649,0.6429704731700373,0.0,0.1,361.3348664169543,586.8272008416546,0.0,1.0,0.0,0.0,2.0,0,0
9,0.0020643045939522,0.4458897922936911,0.0,0.1,353.2022739609403,597.0253820072661,0.0,1.0,0.0,0.0,2.0,0,0
10,0.0039263932588387,0.8481009439091699,0.0,0.1,345.74216919816536,603.656571154305,0.0,1.0,0.0,0.0,2.0,0,0
11,0.0053241997906708,1.150027154784895,0.0,0.1,334.8371128689184,616.2135667373899,0.0,1.0,0.0,0.0,2.0,0,0
12,0.0054979741500631,1.1875624164136378,0.0,0.1,322.6053679375792,633.2372241505993,0.0,1.0,0.0,0.0,2.0,0,0
