,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0018177499459648,0.3926339883284004,0.0,0.1,542.2766109698861,301.09281802979075,1.0,0.0,0.0,0.0,2.0,0,0
1,0.002768503390225,0.5979967322886142,0.0,0.1,552.324766170819,290.03446978455287,1.0,0.0,0.0,0.0,2.0,0,0
2,0.00395224336214,0.8536845662222496,0.0,0.1,559.1079570952012,282.27794304499264,1.0,0.0,0.0,0.0,2.0,0,0
3,0.0030309215880036,0.6546790630087796,0.0,0.1,567.652350440706,272.8622608223143,1.0,0.0,0.0,0.0,2.0,0,0
4,0.0037661899962515,0.8134970391903321,0.0,0.1,576.5117284872553,263.1692087175435,1.0,0.0,0.0,0.0,2.0,0,0
5,0.0034527386455414,0.7457915474369474,0.0,0.1,589.5535420636733,249.63941269853328,0.0,1.0,0.0,0.0,2.0,0,0
6,0.0040155314991248,0.8673548038109636,0.0,0.1,606.774841201125,231.3130435770369,0.0,1.0,0.0,0.0,2.0,0,0
7,0.0020130349137872,0.4348155413780368,0.0,0.1,620.7516759126881,216.5365261953811,0.0,1.0,0.0,0.0,2.0,0,0
8,0.0030224407765229,0.6528472077289608,0.0,0.1,631.5833385090928,205.3776349588317,0.0,1.0,0.0,0.0,2.0,0,0
9,0.0039882080512152,0.8614529390624852,0.0,0.1,642.8038318374362,193.73994217654504,0.0,1.0,0.0,0.0,2.0,0,0
10,0.0052945424530026,1.1436211698485723,0.0,0.1,657.6392551768514,178.8816555193052,0.0,1.0,0.0,0.0,2.0,0,0
11,0.0062728225009701,1.354929660209547,0.0,0.1,672.4077978996488,164.6000678489748,0.0,1.0,0.0,0.0,2.0,0,0
12,0.0052799393182951,1.1404668927517516,0.0,0.1,689.2637176093384,148.17664091240837,0.0,1.0,0.0,0.0,2.0,0,0
13,0.0041382764904044,0.89386772192736,0.0,0.1,705.3323887555774,133.05490536588206,0.0,1.0,0.0,0.0,2.0,0,0
14,0.0044384051269518,0.958695507421608,0.0,0.1,722.5576278987038,116.8313435380542,0.0,1.0,0.0,0.0,2.0,0,0
15,0.0053037726664979,1.145614895963551,0.0,0.1,739.3981126716251,101.19926324055176,0.0,1.0,0.0,0.0,2.0,0,0
16,0.0030134221189417,0.6508991776914248,0.0,0.1,758.6430480077388,81.90604739435165,0.0,1.0,0.0,0.0,2.0,0,0
17,0.0026670128754999,0.5760747811079971,0.0,0.1,768.7585193214893,71.29979676415635,0.0,1.0,0.0,0.0,2.0,0,0
18,0.0020240603593508,0.4371970376197751,0.0,0.1,768.8802700496727,70.73302725396327,0.0,1.0,0.0,0.0,2.0,0,0
19,0.0034078449640136,0.7360945122269464,0.0,0.1,770.6030474172038,68.7197995481925,0.0,1.0,0.0,1.0,2.0,0,0
20,0.0020086439556298,0.433867094416058,0.0,0.1,775.3747768451457,63.864650470261466,0.0,1.0,0.0,1.0,2.0,0,0
21,0.001471441932859,0.3178314574975523,0.0,0.1,775.2685792838723,63.82893562587143,0.0,1.0,0.0,1.0,2.0,0,0
22,0.0015661543248644,0.3382893341707221,0.0,0.1,777.4255405248878,62.32515621481441,0.0,1.0,0.0,1.0,2.0,0,0
23,0.0008563266190545,0.1849665497157844,0.0,0.1,783.1775766065572,57.486635425630055,0.0,1.0,0.0,1.0,2.0,0,0
24,0.0003064280891028,0.0661884672462168,1.0,0.1,790.7911470223135,51.08318772785937,0.0,1.0,0.0,1.0,2.0,0,0
25,0.0012712210012659,0.2745837362734453,0.0,0.1,801.1517105011898,43.69228374523429,0.0,1.0,0.0,1.0,2.0,0,0
26,0.002639623919118,0.5701587665294889,0.0,0.1,808.7711632930417,37.963957595177845,0.0,1.0,0.0,1.0,2.0,0,0
27,0.0022712737093009,0.4905951212090062,0.0,0.1,813.3088584639432,37.954837866624224,0.0,1.0,0.0,1.0,2.0,0,0
28,0.0023454228529794,0.506611336243553,0.0,0.1,818.5841223523923,39.004077218740704,0.0,1.0,0.0,1.0,2.0,0,0
29,0.0024367462502489,0.5263371900537754,0.0,0.1,827.6504115212218,37.59375357593169,0.0,1.0,0.0,1.0,2.0,0,0
30,0.002713316991198,0.5860764700987833,0.0,0.1,840.6333785190545,42.53528290256012,0.0,1.0,0.0,1.0,2.0,0,0
31,0.0029244965193871,0.631691248187614,0.0,0.1,850.7780294851142,51.95897793767108,0.0,1.0,0.0,1.0,2.0,0,0
32,0.0029367442837999,0.6343367653007945,0.0,0.1,860.7303452502795,61.87790548930575,0.0,1.0,0.0,1.0,2.0,0,0
33,0.0034456178442538,0.7442534543588397,0.0,0.1,867.9951152175228,68.76883692879778,0.0,1.0,0.0,1.0,2.0,0,0
34,0.0015550169613991,0.3358836636622091,0.0,0.1,877.0689687031036,77.32571777141905,0.0,1.0,0.0,0.0,2.0,0,0
35,0.0004938513213243,0.1066718854060509,0.0,0.1,881.0214284056502,83.21606607369395,0.0,1.0,0.0,0.0,2.0,0,0
36,0.0021203503014674,0.4579956651169663,0.0,0.1,887.0153152393266,88.04579455883481,0.0,1.0,0.0,0.0,2.0,0,0
37,0.0035903199133654,0.7755091012869313,0.0,0.1,892.7949612670386,91.52502932407712,0.0,1.0,0.0,0.0,2.0,0,0
38,0.0016332720512107,0.3527867630615224,0.0,0.1,898.7765885957107,93.99501639305448,0.0,1.0,0.0,0.0,2.0,0,0
39,0.0024916640824621,0.5381994418118246,0.0,0.1,904.6804321996652,96.228867887576,0.0,1.0,0.0,0.0,2.0,0,0
40,0.0017830328536851,0.3851350963959831,0.0,0.1,909.7150228138084,98.16830733730662,0.0,1.0,0.0,0.0,2.0,0,0
41,0.0027936785854144,0.6034345744495181,0.0,0.1,917.9134617904242,105.39930988686535,0.0,1.0,0.0,0.0,2.0,0,0
42,0.0087500409679188,1.8900088490704696,0.0,0.1,926.1588500730084,112.1056992535664,0.0,1.0,0.0,0.0,2.0,0,0
43,0.0033786420185488,0.729786676006553,0.0,0.1,945.3908099984658,128.38861776856967,0.0,1.0,0.0,0.0,2.0,0,0
44,0.0036248358769911,0.7829645494300921,0.0,0.1,953.566633545522,136.25727317504123,0.0,1.0,0.0,0.0,2.0,0,0
