,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0011574812901774,0.2500159586783348,0.0,0.1,221.19133683011984,951.9032486709748,1.0,0.0,0.0,0.0,2.0,0,0
1,0.0003194512332178,0.0690014663750579,1.0,0.1,226.51764930235305,945.3638484996484,1.0,0.0,0.0,0.0,2.0,0,0
2,0.000809305236912,0.1748099311730133,0.0,0.1,231.0920959555482,936.870119094636,1.0,0.0,0.0,0.0,2.0,0,0
3,0.0010997404129001,0.2375439291864377,0.0,0.1,236.2283140510563,934.1105064221954,1.0,0.0,0.0,0.0,2.0,0,0
4,0.0009681038426249,0.2091104300069932,0.0,0.1,241.3346472642828,928.1238269050084,1.0,0.0,0.0,0.0,2.0,0,0
5,0.0010283968405384,0.2221337175562991,0.0,0.1,247.92134025890903,917.3291869208635,1.0,0.0,0.0,0.0,2.0,0,0
6,0.0013494051642953,0.2914715154877947,0.0,0.1,255.21433218384863,903.5610450988852,1.0,0.0,0.0,0.0,2.0,0,0
7,0.0006782626628176,0.1465047351686061,0.0,0.1,267.85353940002227,900.3191380626823,1.0,0.0,0.0,0.0,2.0,0,0
8,0.0014909718426728,0.3220499180173323,0.0,0.1,279.33911505604766,897.934158769258,1.0,0.0,0.0,0.0,2.0,0,0
9,0.0010548236499244,0.2278419083836806,0.0,0.1,289.2811637787746,894.7670113320916,1.0,0.0,0.0,0.0,2.0,0,0
10,0.0008312615490265,0.1795524945897399,0.0,0.1,298.3800639046294,891.8025613096569,1.0,0.0,0.0,0.0,2.0,0,0
11,0.0023114382396307,0.4992706597602488,0.0,0.1,304.97999434265364,882.8483463961805,1.0,0.0,0.0,0.0,2.0,0,0
12,0.0006478826648104,0.1399426555990582,0.0,0.1,315.03885753601867,879.5234548992744,1.0,0.0,0.0,0.0,2.0,0,0
13,0.0017035136612414,0.3679589508281561,0.0,0.1,326.21142438791804,877.8814768830157,1.0,0.0,0.0,0.0,2.0,0,0
14,0.0019998126070015,0.4319595231123274,0.0,0.1,335.1726021663967,876.1321659849658,1.0,0.0,0.0,0.0,2.0,0,0
15,0.0038673022435696,0.8353372846110475,0.0,0.1,348.0446301766185,875.2060667300156,1.0,0.0,0.0,0.0,2.0,0,0
16,0.0041730663734283,0.9013823366605186,0.0,0.1,356.4185969617047,874.6561854961104,1.0,0.0,0.0,0.0,2.0,0,0
17,0.0014574698627855,0.3148134903616802,0.0,0.1,359.1427562770138,877.3311228122186,1.0,0.0,0.0,0.0,2.0,0,0
18,0.0003115424237302,0.0672931635257441,1.0,0.1,357.6325780225083,881.1443081128257,1.0,0.0,0.0,0.0,2.0,0,0
19,0.000485232937379,0.1048103144738693,0.0,0.1,358.9267743014147,885.1867549700677,1.0,0.0,0.0,0.0,2.0,0,0
20,0.0007232223238392,0.1562160219492863,0.0,0.1,360.7762527973718,887.3180662781081,1.0,0.0,0.0,0.0,2.0,0,0
21,0.0005751259814286,0.1242272119885786,0.0,0.1,359.60107505688086,885.8864642505065,1.0,0.0,0.0,0.0,2.0,0,0
22,0.0002821481958667,0.0609440103072278,1.0,0.1,355.81192790359546,883.0434331958469,1.0,0.0,0.0,0.0,2.0,0,0
23,0.0006066962279086,0.1310463852282772,0.0,0.1,353.41780137637585,882.7113553320049,1.0,0.0,0.0,0.0,2.0,0,0
24,0.000942090454593,0.2034915381921045,0.0,0.1,349.0472980433884,880.5014000632699,1.0,0.0,0.0,0.0,2.0,0,0
25,0.0013963618336567,0.3016141560698496,0.0,0.1,344.1627945048286,877.6838624721212,1.0,0.0,0.0,0.0,2.0,0,0
26,0.0011673778215223,0.2521536094488293,0.0,0.1,340.2887961616565,873.6258195774699,1.0,0.0,0.0,0.0,2.0,0,0
27,0.0017597919954236,0.3801150710115114,0.0,0.1,335.06477379193035,872.2331267474823,1.0,0.0,0.0,0.0,2.0,0,0
28,0.002740300862171,0.5919049862289536,0.0,0.1,324.29512718300487,870.1825345964536,1.0,0.0,0.0,0.0,2.0,0,0
29,0.0012406177426143,0.2679734324046942,0.0,0.1,310.61098745289763,872.351087660741,1.0,0.0,0.0,0.0,2.0,0,0
30,0.0028858927586386,0.6233528358659381,0.0,0.1,293.58392481727,876.7689860726044,1.0,0.0,0.0,0.0,2.0,0,0
31,0.0019536688574099,0.4219924732005572,0.0,0.1,272.9933047106365,884.0126415045796,1.0,0.0,0.0,0.0,2.0,0,0
32,0.0023419146540219,0.505853565268745,0.0,0.1,255.8371377504432,889.1168526275103,1.0,0.0,0.0,0.0,2.0,0,0
33,0.0004893325014166,0.1056958203059979,0.0,0.1,238.95828670439863,889.3483970118531,1.0,0.0,0.0,0.0,2.0,0,0
34,0.0021665907513926,0.4679836023008211,0.0,0.1,227.6695350553381,889.1702018405722,1.0,0.0,0.0,0.0,2.0,0,0
35,0.0007122128452922,0.1538379745831296,0.0,0.1,219.73100099077664,888.5874521821003,1.0,0.0,0.0,0.0,2.0,0,0
36,0.0017322304405044,0.3741617751489531,0.0,0.1,211.35480062469136,888.6854953604088,1.0,0.0,0.0,0.0,2.0,0,0
37,0.0005172137876468,0.1117181781317221,0.0,0.1,205.9506313618648,892.7860914927319,1.0,0.0,0.0,0.0,2.0,0,0
38,0.0007780015757816,0.1680483403688365,0.0,0.1,203.3398031677141,897.4415403517999,1.0,0.0,0.0,0.0,2.0,0,0
39,0.0007247809346615,0.1565526818869034,0.0,0.1,202.0193571270146,899.6707023585287,1.0,0.0,0.0,0.0,2.0,0,0
40,0.0006561618135395,0.141730951724538,0.0,0.1,197.32930007493965,897.4765813608319,1.0,0.0,0.0,0.0,2.0,0,0
41,0.0014380260888857,0.3106136351993316,0.0,0.1,190.03212633520548,892.5836762785499,1.0,0.0,0.0,0.0,2.0,0,0
42,0.0015071139860073,0.3255366209775923,0.0,0.1,180.29372894976893,888.7466677190199,1.0,0.0,0.0,0.0,2.0,0,0
43,0.0010890418532968,0.235233040312119,0.0,0.1,169.0067856255364,886.7235525605514,1.0,0.0,0.0,0.0,2.0,0,0
44,0.0015026922779531,0.3245815320378727,0.0,0.1,159.96011523928553,882.5610203658863,1.0,0.0,0.0,0.0,2.0,0,0
45,0.0016227264748209,0.3505089185613279,0.0,0.1,152.785760674483,875.8449612288217,1.0,0.0,0.0,0.0,2.0,0,0
46,0.0014815117929101,0.3200065472685978,0.0,0.1,148.00045395998285,872.9628326268805,1.0,0.0,0.0,0.0,2.0,0,0
47,0.0009106895703788,0.1967089472018332,0.0,0.1,140.2317095910862,871.1724852066278,1.0,0.0,0.0,0.0,2.0,0,0
48,0.0001643888993891,0.035508002268052,1.0,0.1,134.88643418054457,872.985924340122,1.0,0.0,0.0,0.0,2.0,0,0
49,0.0002585219375953,0.0558407385206012,1.0,0.1,128.30039008011684,880.248324448954,1.0,0.0,0.0,0.0,2.0,0,0
50,0.0001068618177726,0.0230821526388937,1.0,0.1,115.42849366948758,884.0666628397097,1.0,0.0,0.0,0.0,2.0,0,0
51,0.0008240585580356,0.1779966485356909,0.0,0.1,102.18857831196456,881.5551352919824,1.0,0.0,0.0,0.0,2.0,0,0
52,0.0010616409717363,0.2293144498950451,0.0,0.1,86.69348709745812,878.423369931864,1.0,0.0,0.0,0.0,2.0,0,0
