,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_left_dish,distance_nose_right_dish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_left_dish,is_investigating_right_dish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0001496455776272,0.0323234447674868,1.0,0.1,936.8386334069004,211.8976392060061,0.0,1.0,0.0,0.0,2.0,0,0
1,0.0015447993495848,0.3336766595103323,0.0,0.1,922.2175500926176,201.36937612570728,0.0,1.0,0.0,0.0,2.0,0,0
2,0.0005192192361625,0.1121513550111175,0.0,0.1,909.771342446926,196.0074772175354,0.0,1.0,0.0,0.0,2.0,0,0
3,0.0004599594718544,0.0993512459205558,1.0,0.1,897.571132951023,190.3343996160741,0.0,1.0,0.0,0.0,2.0,0,0
4,0.0012064745372203,0.2605985000395961,0.0,0.1,883.4633153878201,186.74776913208757,0.0,1.0,0.0,0.0,2.0,0,0
5,0.0004022300675352,0.0868816945876159,1.0,0.1,869.1926446741237,188.81487482065128,0.0,1.0,0.0,0.0,2.0,0,0
6,0.0034323716798894,0.7413922828561114,0.0,0.1,858.2575062602534,190.47205543948445,0.0,1.0,0.0,0.0,2.0,0,0
7,0.0019290721285098,0.4166795797581289,0.0,0.1,851.4722365264664,194.4741320606727,0.0,1.0,0.0,0.0,2.0,0,0
8,0.0029054707406162,0.6275816799731125,0.0,0.1,838.1668999466214,197.9650448180018,0.0,1.0,0.0,0.0,2.0,0,0
9,0.003043147210702,0.6573197975116338,0.0,0.1,820.9671528143023,202.74621549462145,0.0,1.0,0.0,0.0,2.0,0,0
10,0.0046183383729907,0.9975610885659985,0.0,0.1,807.6460633529989,208.4759326066956,0.0,1.0,0.0,0.0,2.0,0,0
11,0.0031209969153146,0.6741353337079614,0.0,0.1,800.4192858339217,211.2018630891907,0.0,1.0,0.0,0.0,2.0,0,0
12,0.0029936814102762,0.6466351846196715,0.0,0.1,792.1568756572304,219.03275631603017,0.0,1.0,0.0,0.0,2.0,0,0
13,0.0035067192696104,0.7574513622358634,0.0,0.1,779.6128932128757,230.4695883053873,0.0,1.0,0.0,0.0,2.0,0,0
14,0.0041456918896698,0.8954694481686917,0.0,0.1,766.5584963050976,240.0110480968503,0.0,1.0,0.0,0.0,2.0,0,0
