Index,Stimulus to total investigation DLC [%],Total investigation time DLC [%],Discrimination Index DLC
221012_topview_245_femaleurineleft_experiment,61.31621187800963,6.8533083988779495,0.2263242375601926
221017_topview_245_femaleurineright_experiment,86.19318181818181,19.360871239205764,0.7238636363636364
221026_topview_245_femaleurineleft_experiment,9.875,4.400198008910401,-0.8025
221102_topview_245_femaleurineright_experiment,72.62262262262263,10.989494527253726,0.4524524524524524
221116_topview_245_femaleurineleft_experiment,46.36739515652688,9.311919036356636,-0.0726520968694624
221118_topview_245_femaleurineright_experiment,59.227921734532,10.40096804356196,0.1845584346906398
221012_topview_39788_femaleurineleft_experiment,87.24707135250266,20.429698123470217,0.7449414270500533
221012_topview_39789_femaleurineleft_experiment,93.57338195077484,11.93364155561599,0.8714676390154968
221012_topview_39790_femaleurineleft_experiment,85.49165120593692,14.658689148762576,0.7098330241187384
221017_topview_39788_femaleurineright_experiment,88.5369532428356,18.03100353549089,0.770739064856712
221017_topview_39789_femaleurineright_experiment,86.04826546003017,28.84960565678542,0.7209653092006033
221017_topview_39790_femaleurineright_experiment,58.16563467492261,14.054936089203157,0.163312693498452
221026_topview_39788_femaleurineleft_experiment,75.9649820931158,13.668751699755235,0.5192996418623159
221026_topview_39789_femaleurineleft_experiment,57.940729483282674,14.31601849333696,0.1588145896656534
221026_topview_39790_femaleurineleft_experiment,78.84468247895946,14.218112591786785,0.576893649579189
221102_topview_39788_femaleurineright_experiment,89.25649235147634,15.28963829208594,0.7851298470295268
221102_topview_39789_femaleurineright_experiment,79.66417910447761,11.66168071797661,0.5932835820895522
221102_topview_39790_femaleurineright_experiment,41.75068744271311,11.86837095458254,-0.1649862511457378
221116_topview_39788_femaleurineleft_experiment,77.0350159163256,11.960837639379928,0.540700318326512
221116_topview_39789_femaleurineleft_experiment,74.1602926504822,16.355724775632307,0.4832058530096441
221116_topview_39790_femaleurineleft_experiment,53.67965367965368,22.61626325809084,0.0735930735930736
221118_topview_39788_femaleurineright_experiment,92.72508038585208,13.532771280935544,0.8545016077170418
221118_topview_39789_femaleurineright_experiment,80.13329101872422,17.138971988033724,0.6026658203744842
221118_topview_39790_femaleurineright_experiment,59.64532871972318,12.575469132444928,0.1929065743944636
221129_topview_39806_femaleurineright_experiment,77.78989458378771,14.963285286918683,0.5557978916757542
221201_topview_39806_femaleurineleft_experiment,50.535714285714285,18.275768289366333,0.0107142857142857
221217_topview_39806_femaleurineleft_experiment,68.54928017718716,19.646450911068804,0.3709856035437431
221220_topview_39806_femaleurineright_experiments,65.50880626223092,11.117759042697852,0.3101761252446184
221222_topview_39806_femaleurineleft_experiment,49.6319018404908,8.865923307043785,-0.007361963190184
femaleurineleft_050822_39623_femaleurineleft_experiment_processed,49.30124223602485,21.113600349707667,-0.0139751552795031
femaleurineright_010822_39623_femaleurineright_experiment_processed,35.53986466607826,18.844597216832067,-0.28920270667843484
femaleurineright_010822_39624_femaleurineright_experiment_processed,70.26049204052099,15.32405610689139,0.40520984081041966
femaleurineright_010822_39625_femaleurineright_experiment_processed,62.96296296296296,15.418306813771693,0.25925925925925924
femaleurineright_010822_39630_femaleurineright_experiment_processed,82.73866923818709,11.498586239396795,0.6547733847637416
femaleurineright_010822_39631_femaleurineright_experiment_processed,93.711467324291,8.992626268226424,0.87422934648582
femaleurineright_010822_39632_femaleurineright_experiment_processed,83.78546928593701,17.780118645007484,0.6757093857187403
femaleurineleft_040722_39630_femaleurineleft_experiment_processed,25.20185955468559,22.658978765870156,-0.49596280890628824
femaleurineleft_040722_39631_femaleurineleft_experiment_processed,67.32484076433121,17.40865997671453,0.3464968152866242
femaleurineleft_040722_39632_femaleurineleft_experiment_processed,67.51592356687898,16.538226977878807,0.3503184713375796
femaleurineleft_050822_39624_femaleurineleft_experiment_processed,55.682839173405206,24.682596884182516,0.11365678346810422
femaleurineleft_050822_39625_femaleurineleft_experiment_processed,74.72682410997533,15.72877973055386,0.4945364821995065
femaleurineleft_050822_39630_femaleurineleft_experiment_processed,46.832473017362744,11.814603315407219,-0.06335053965274519
femaleurineleft_050822_39631_femaleurineleft_experiment_processed,74.54986149584487,16.011531851194764,0.4909972299168975
femaleurineleft_050822_39632_femaleurineleft_experiment_processed,62.97534475553699,13.267173033209515,0.25950689511073965
femaleurineright_100822_39623_femaleurineright_experiment_processed,59.829320329167935,18.190386427898208,0.19658640658335874
femaleurineright_100822_39624_femaleurineright_experiment_processed,66.18357487922705,21.80517824471919,0.32367149758454106
femaleurineright_100822_39625_femaleurineright_experiment_processed,65.05591054313099,13.8825747075456,0.3011182108626198
femaleurineright_100822_39630_femaleurineright_experiment_processed,46.26585251291686,11.803514996950712,-0.07468294974166276
femaleurineright_100822_39631_femaleurineright_experiment_processed,77.46550843127235,10.84991960969119,0.5493101686254471
femaleurineright_100822_39632_femaleurineright_experiment_processed,58.60439254934667,19.94234074402617,0.17208785098693355
femaleurineright_110722_39630_femaleurineright_experiment_processed,49.570288520564766,18.06287076564839,-0.008594229588704727
femaleurineright_110722_39631_femaleurineright_experiment_processed,76.14977614977614,13.621999223817708,0.522995522995523
femaleurineright_110722_39632_femaleurineright_experiment_processed,68.7906976744186,11.919942340744026,0.3758139534883721
femaleurineleft_150822_39623_femaleurineleft_experiment_processed,47.152911068458096,17.331041747518988,-0.05694177863083813
femaleurineleft_150822_39624_femaleurineleft_experiment_processed,66.47302904564314,20.04213561013472,0.32946058091286307
femaleurineleft_150822_39625_femaleurineleft_experiment_processed,38.74680306905371,8.671065032987748,-0.22506393861892582
femaleurineleft_180722_39623_femaleurineleft_experiment_processed,40.24655547498187,22.936186727282806,-0.19506889050036258
femaleurineleft_180722_39624_femaleurineleft_experiment_processed,81.34090909090908,24.394300604313358,0.6268181818181818
femaleurineleft_180722_39625_femaleurineleft_experiment_processed,78.9159891598916,20.4579475522537,0.578319783197832
femaleurineleft_180722_39630_femaleurineleft_experiment_processed,63.608562691131496,14.50352054110994,0.27217125382262997
femaleurineleft_180722_39631_femaleurineleft_experiment_processed,59.27860696517413,22.2875200975772,0.1855721393034826
femaleurineleft_180722_39632_femaleurineleft_experiment_processed,71.50936726758572,15.684426456727838,0.4301873453517144
femaleurineright_190822_39623_femaleurineright_experiment_processed,60.81214922416639,16.793258302378444,0.21624298448332782
femaleurineright_190822_39624_femaleurineright_experiment_processed,48.195221148957806,21.81072240394744,-0.03609557702084393
femaleurineright_190822_39625_femaleurineright_experiment_processed,29.45956928078017,13.64417586073072,-0.4108086143843966
femaleurineright_290622_39630_femaleurineright_experiment_processed,65.82326283987915,14.680933636414037,0.3164652567975831
femaleurineright_290622_39631_femaleurineright_experiment_processed,82.54847645429363,10.007207406996729,0.6509695290858726
femaleurineright_290622_39632_femaleurineright_experiment_processed,75.42783338714885,17.17026112989965,0.508556667742977
