time,leftsniffing,other,rightsniffing
348.33,0,1,0
348.37,0,1,0
348.4,0,1,0
348.43,0,1,0
348.47,0,1,0
348.5,0,1,0
348.53,0,1,0
348.57,0,1,0
348.6,0,1,0
348.63,0,1,0
348.67,0,1,0
348.7,0,1,0
348.73,0,1,0
348.77,0,1,0
348.8,0,1,0
348.83,0,1,0
348.87,0,1,0
348.9,0,1,0
348.93,0,1,0
348.97,0,1,0
349.0,0,1,0
349.03,0,1,0
349.07,0,1,0
349.1,0,1,0
349.13,0,1,0
349.17,0,1,0
349.2,0,1,0
349.23,0,1,0
349.27,0,1,0
349.3,0,1,0
349.33,0,1,0
349.37,0,1,0
349.4,0,1,0
349.43,0,1,0
349.47,0,1,0
349.5,0,1,0
349.53,0,1,0
349.57,0,1,0
349.6,0,1,0
349.63,0,1,0
349.67,0,1,0
349.7,0,1,0
349.73,0,1,0
349.77,0,1,0
349.8,0,1,0
349.83,0,1,0
349.87,0,1,0
349.9,0,1,0
349.93,0,1,0
349.97,0,1,0
350.0,0,1,0
350.03,0,1,0
350.07,0,1,0
350.1,0,1,0
350.13,0,1,0
350.17,0,1,0
350.2,0,1,0
350.23,0,1,0
350.27,0,1,0
350.3,0,1,0
350.33,0,1,0
350.37,0,1,0
350.4,0,1,0
350.43,0,1,0
350.47,0,1,0
350.5,0,1,0
350.53,0,1,0
350.57,0,1,0
350.6,0,1,0
350.63,0,1,0
350.67,0,1,0
350.7,0,1,0
350.73,0,1,0
350.77,0,1,0
350.8,0,1,0
350.83,0,1,0
350.87,0,1,0
350.9,0,1,0
350.93,0,1,0
350.97,0,1,0
351.0,0,1,0
351.03,0,1,0
351.07,0,1,0
351.1,0,1,0
351.13,0,1,0
351.17,0,1,0
351.2,0,0,1
351.23,0,0,1
351.27,0,0,1
351.3,0,0,1
351.33,0,0,1
351.37,0,0,1
351.4,0,0,1
351.43,0,0,1
351.47,0,0,1
351.5,0,0,1
351.53,0,0,1
351.57,0,0,1
351.6,0,0,1
351.63,0,0,1
351.67,0,0,1
351.7,0,0,1
351.73,0,0,1
351.77,0,0,1
351.8,0,0,1
351.83,0,0,1
351.87,0,0,1
351.9,0,1,0
351.93,0,1,0
351.97,0,1,0
352.0,0,1,0
352.03,0,1,0
352.07,0,1,0
352.1,0,1,0
352.13,0,1,0
352.17,0,1,0
352.2,0,1,0
352.23,0,1,0
352.27,0,1,0
352.3,0,1,0
352.33,0,1,0
352.37,0,1,0
352.4,0,1,0
352.43,0,1,0
352.47,0,1,0
352.5,0,1,0
352.53,0,1,0
352.57,0,1,0
352.6,0,1,0
352.63,0,1,0
352.67,0,1,0
352.7,0,1,0
352.73,0,1,0
352.77,0,1,0
352.8,0,1,0
352.83,0,1,0
352.87,0,1,0
352.9,0,1,0
352.93,0,1,0
352.97,0,1,0
353.0,0,1,0
353.03,0,1,0
353.07,0,1,0
353.1,0,1,0
353.13,0,1,0
353.17,0,1,0
353.2,0,1,0
353.23,0,1,0
353.27,0,1,0
353.3,0,1,0
353.33,0,1,0
353.37,0,1,0
353.4,0,1,0
353.43,0,1,0
353.47,0,1,0
353.5,0,1,0
353.53,0,1,0
353.57,0,1,0
353.6,0,1,0
353.63,0,1,0
353.67,0,1,0
353.7,0,1,0
353.73,0,1,0
353.77,0,1,0
353.8,0,1,0
353.83,0,1,0
353.87,0,1,0
353.9,0,1,0
353.93,0,1,0
353.97,0,1,0
354.0,0,1,0
354.03,0,1,0
354.07,0,1,0
354.1,0,1,0
354.13,0,1,0
354.17,0,1,0
354.2,0,1,0
354.23,0,1,0
354.27,0,1,0
354.3,0,1,0
354.33,0,1,0
354.37,0,1,0
354.4,0,1,0
354.43,0,1,0
354.47,0,1,0
354.5,0,1,0
354.53,0,1,0
354.57,0,1,0
354.6,0,1,0
354.63,0,1,0
354.67,0,1,0
354.7,0,1,0
354.73,0,1,0
354.77,0,1,0
354.8,0,1,0
354.83,0,1,0
354.87,0,1,0
354.9,0,1,0
354.93,0,1,0
354.97,0,1,0
355.0,0,1,0
355.03,0,1,0
355.07,0,1,0
355.1,0,1,0
355.13,0,1,0
355.17,0,1,0
355.2,0,1,0
355.23,0,1,0
355.27,0,1,0
355.3,0,1,0
355.33,0,1,0
355.37,0,1,0
355.4,0,1,0
355.43,0,1,0
355.47,0,1,0
355.5,0,1,0
355.53,0,1,0
355.57,0,1,0
355.6,0,1,0
355.63,0,1,0
355.67,0,1,0
355.7,0,1,0
355.73,0,1,0
355.77,0,1,0
355.8,0,1,0
355.83,0,1,0
355.87,0,1,0
355.9,0,1,0
355.93,0,1,0
355.97,0,1,0
356.0,0,1,0
356.03,0,1,0
356.07,0,1,0
356.1,0,1,0
356.13,0,1,0
356.17,0,1,0
356.2,0,1,0
356.23,0,1,0
356.27,0,1,0
356.3,0,1,0
356.33,0,1,0
356.37,0,1,0
356.4,0,1,0
356.43,0,1,0
356.47,0,1,0
356.5,0,1,0
356.53,0,1,0
356.57,0,1,0
356.6,0,1,0
356.63,0,1,0
356.67,0,1,0
356.7,0,1,0
356.73,0,1,0
356.77,0,1,0
356.8,0,1,0
356.83,0,1,0
356.87,0,1,0
356.9,0,1,0
356.93,0,1,0
356.97,0,1,0
357.0,0,1,0
357.03,0,1,0
357.07,0,1,0
357.1,0,1,0
357.13,0,1,0
357.17,0,1,0
357.2,0,1,0
357.23,0,1,0
357.27,0,1,0
357.3,0,1,0
357.33,0,1,0
357.37,0,1,0
357.4,0,1,0
357.43,0,1,0
357.47,0,1,0
357.5,0,1,0
357.53,0,1,0
357.57,0,1,0
357.6,0,1,0
357.63,0,1,0
357.67,0,1,0
357.7,0,1,0
357.73,0,1,0
357.77,0,1,0
357.8,0,1,0
357.83,0,1,0
357.87,0,1,0
357.9,0,1,0
357.93,0,1,0
357.97,0,1,0
358.0,0,1,0
358.03,0,1,0
358.07,0,1,0
358.1,0,1,0
358.13,0,1,0
358.17,0,1,0
358.2,0,1,0
358.23,0,1,0
358.27,0,1,0
358.3,0,1,0
358.33,0,1,0
358.37,0,1,0
358.4,0,1,0
358.43,0,1,0
358.47,0,1,0
358.5,0,1,0
358.53,0,1,0
358.57,0,1,0
358.6,0,1,0
358.63,0,1,0
358.67,0,1,0
358.7,0,1,0
358.73,0,1,0
358.77,0,1,0
358.8,0,1,0
358.83,0,1,0
358.87,0,1,0
358.9,0,1,0
358.93,0,1,0
358.97,0,1,0
359.0,0,1,0
359.03,0,1,0
359.07,0,1,0
359.1,0,1,0
359.13,0,1,0
359.17,0,1,0
359.2,0,1,0
359.23,0,1,0
359.27,0,1,0
359.3,0,1,0
359.33,0,1,0
359.37,0,1,0
359.4,0,1,0
359.43,0,1,0
359.47,0,1,0
359.5,0,1,0
359.53,0,1,0
359.57,0,1,0
359.6,0,1,0
359.63,0,1,0
359.67,0,1,0
359.7,0,1,0
359.73,0,1,0
359.77,0,1,0
359.8,0,1,0
359.83,0,1,0
359.87,0,1,0
359.9,0,1,0
359.93,0,1,0
359.97,0,1,0
360.0,0,1,0
360.03,0,1,0
360.07,0,1,0
360.1,0,1,0
360.13,0,1,0
360.17,0,1,0
360.2,0,1,0
360.23,0,1,0
360.27,0,1,0
360.3,0,1,0
360.33,0,1,0
360.37,0,1,0
360.4,0,1,0
360.43,0,1,0
360.47,0,1,0
360.5,0,1,0
360.53,0,1,0
360.57,0,1,0
360.6,0,1,0
360.63,0,1,0
360.67,0,1,0
360.7,0,1,0
360.73,0,1,0
360.77,0,1,0
360.8,0,1,0
360.83,0,1,0
360.87,0,1,0
360.9,0,1,0
360.93,0,1,0
360.97,0,1,0
361.0,0,1,0
361.03,0,1,0
361.07,0,1,0
361.1,0,1,0
361.13,0,1,0
361.17,0,1,0
361.2,0,1,0
361.23,0,1,0
361.27,0,1,0
361.3,0,1,0
361.33,0,1,0
361.37,0,1,0
361.4,0,1,0
361.43,0,1,0
361.47,0,1,0
361.5,0,1,0
361.53,0,1,0
361.57,0,1,0
361.6,0,1,0
361.63,0,1,0
361.67,0,1,0
361.7,0,1,0
361.73,0,1,0
361.77,0,1,0
361.8,0,1,0
361.83,0,1,0
361.87,0,1,0
361.9,0,1,0
361.93,0,1,0
361.97,0,1,0
362.0,0,1,0
362.03,0,1,0
362.07,0,1,0
362.1,0,1,0
362.13,0,1,0
362.17,0,1,0
362.2,0,1,0
362.23,0,1,0
362.27,0,1,0
362.3,0,1,0
362.33,0,1,0
362.37,0,1,0
362.4,0,1,0
362.43,0,1,0
362.47,0,1,0
362.5,0,1,0
362.53,0,1,0
362.57,0,1,0
362.6,0,1,0
362.63,0,1,0
362.67,0,1,0
362.7,0,1,0
362.73,0,1,0
362.77,0,1,0
362.8,0,1,0
362.83,0,1,0
362.87,0,1,0
362.9,0,1,0
362.93,0,1,0
362.97,0,1,0
363.0,0,1,0
363.03,0,1,0
363.07,0,1,0
363.1,0,1,0
363.13,0,1,0
363.17,0,1,0
363.2,0,1,0
363.23,0,1,0
363.27,0,1,0
363.3,0,1,0
363.33,0,1,0
363.37,0,1,0
363.4,0,1,0
363.43,0,1,0
363.47,0,1,0
363.5,0,1,0
363.53,0,1,0
363.57,0,1,0
363.6,0,1,0
363.63,0,1,0
363.67,0,1,0
363.7,0,1,0
363.73,0,1,0
363.77,0,1,0
363.8,0,1,0
363.83,0,1,0
363.87,0,1,0
363.9,0,1,0
363.93,0,1,0
363.97,0,1,0
364.0,0,1,0
364.03,0,1,0
364.07,0,1,0
364.1,0,1,0
364.13,0,1,0
364.17,0,1,0
364.2,0,1,0
364.23,0,1,0
364.27,0,1,0
364.3,0,1,0
364.33,0,1,0
364.37,0,1,0
364.4,0,1,0
364.43,0,1,0
364.47,0,1,0
364.5,0,1,0
364.53,0,1,0
364.57,0,1,0
364.6,0,1,0
364.63,0,1,0
364.67,0,1,0
364.7,0,1,0
364.73,0,1,0
364.77,0,1,0
364.8,0,1,0
364.83,0,1,0
364.87,0,1,0
364.9,0,1,0
364.93,0,1,0
364.97,0,1,0
365.0,0,1,0
365.03,0,1,0
365.07,0,1,0
365.1,0,1,0
365.13,0,1,0
365.17,0,1,0
365.2,0,1,0
365.23,0,1,0
365.27,0,1,0
365.3,0,1,0
365.33,0,1,0
365.37,0,1,0
365.4,0,1,0
365.43,0,1,0
365.47,0,1,0
365.5,0,1,0
365.53,0,1,0
365.57,0,1,0
365.6,0,1,0
365.63,0,1,0
365.67,0,1,0
365.7,0,1,0
365.73,0,1,0
365.77,0,1,0
365.8,0,1,0
365.83,0,1,0
365.87,0,1,0
365.9,0,1,0
365.93,0,1,0
365.97,0,1,0
366.0,0,1,0
366.03,0,1,0
366.07,0,1,0
366.1,0,1,0
366.13,0,1,0
366.17,0,1,0
366.2,0,1,0
366.23,0,1,0
366.27,0,1,0
366.3,0,1,0
366.33,0,1,0
366.37,0,1,0
366.4,0,1,0
366.43,0,1,0
366.47,0,1,0
366.5,0,1,0
366.53,0,1,0
366.57,0,1,0
366.6,0,1,0
366.63,0,1,0
366.67,0,1,0
366.7,0,1,0
366.73,0,1,0
366.77,0,1,0
366.8,0,1,0
366.83,0,1,0
366.87,0,1,0
366.9,0,1,0
366.93,0,1,0
366.97,0,1,0
367.0,0,1,0
367.03,0,1,0
367.07,0,1,0
367.1,0,1,0
367.13,0,1,0
367.17,0,1,0
367.2,0,1,0
367.23,0,1,0
367.27,0,1,0
367.3,0,1,0
367.33,0,1,0
367.37,0,1,0
367.4,0,1,0
367.43,0,1,0
367.47,0,1,0
367.5,0,1,0
367.53,0,1,0
367.57,0,1,0
367.6,0,1,0
367.63,0,1,0
367.67,0,1,0
367.7,0,1,0
367.73,0,1,0
367.77,0,1,0
367.8,0,1,0
367.83,0,1,0
367.87,0,1,0
367.9,0,1,0
367.93,0,1,0
367.97,0,1,0
368.0,0,1,0
368.03,0,1,0
368.07,0,1,0
368.1,0,1,0
368.13,0,1,0
368.17,0,1,0
368.2,0,1,0
368.23,0,1,0
368.27,0,1,0
368.3,0,1,0
368.33,0,1,0
368.37,0,1,0
368.4,0,1,0
368.43,0,1,0
368.47,0,1,0
368.5,0,1,0
368.53,0,1,0
368.57,0,1,0
368.6,0,1,0
368.63,0,1,0
368.67,0,1,0
368.7,0,1,0
368.73,0,1,0
368.77,0,1,0
368.8,0,1,0
368.83,0,1,0
368.87,0,1,0
368.9,0,1,0
368.93,0,1,0
368.97,0,1,0
369.0,0,1,0
369.03,0,1,0
369.07,0,1,0
369.1,0,1,0
369.13,0,1,0
369.17,0,1,0
369.2,0,1,0
369.23,0,1,0
369.27,0,1,0
369.3,0,1,0
369.33,0,1,0
369.37,0,1,0
369.4,0,1,0
369.43,0,1,0
369.47,0,1,0
369.5,0,1,0
369.53,0,1,0
369.57,0,1,0
369.6,0,1,0
369.63,0,1,0
369.67,0,1,0
369.7,0,1,0
369.73,0,1,0
369.77,0,1,0
369.8,0,1,0
369.83,0,1,0
369.87,0,1,0
369.9,0,1,0
369.93,0,1,0
369.97,0,1,0
370.0,0,1,0
370.03,0,1,0
370.07,0,1,0
370.1,0,1,0
370.13,0,1,0
370.17,0,1,0
370.2,0,1,0
370.23,0,1,0
370.27,0,1,0
370.3,0,1,0
370.33,0,1,0
370.37,0,1,0
370.4,0,1,0
370.43,0,1,0
370.47,0,1,0
370.5,0,1,0
370.53,0,1,0
370.57,0,1,0
370.6,0,1,0
370.63,0,1,0
370.67,0,1,0
370.7,0,1,0
370.73,0,1,0
370.77,0,1,0
370.8,0,1,0
370.83,0,1,0
370.87,0,1,0
370.9,0,1,0
370.93,0,1,0
370.97,0,1,0
371.0,0,1,0
371.03,0,1,0
371.07,0,1,0
371.1,0,1,0
371.13,0,1,0
371.17,0,1,0
371.2,0,1,0
371.23,0,1,0
371.27,0,1,0
371.3,0,1,0
371.33,0,1,0
371.37,0,1,0
371.4,0,1,0
371.43,0,1,0
371.47,0,1,0
371.5,0,1,0
371.53,0,1,0
371.57,0,1,0
371.6,0,1,0
371.63,0,1,0
371.67,0,1,0
371.7,0,1,0
371.73,0,1,0
371.77,0,1,0
371.8,0,1,0
371.83,0,1,0
371.87,0,1,0
371.9,0,1,0
371.93,0,1,0
371.97,0,1,0
372.0,0,1,0
372.03,0,1,0
372.07,0,1,0
372.1,0,1,0
372.13,0,1,0
372.17,0,1,0
372.2,0,1,0
372.23,0,1,0
372.27,0,1,0
372.3,0,1,0
372.33,0,1,0
372.37,0,1,0
372.4,0,1,0
372.43,0,1,0
372.47,0,1,0
372.5,0,1,0
372.53,0,1,0
372.57,0,1,0
372.6,0,1,0
372.63,0,1,0
372.67,0,1,0
372.7,0,1,0
372.73,0,1,0
372.77,0,1,0
372.8,0,1,0
372.83,0,1,0
372.87,0,1,0
372.9,0,1,0
372.93,0,1,0
372.97,0,1,0
373.0,0,1,0
373.03,0,1,0
373.07,0,1,0
373.1,0,1,0
373.13,0,1,0
373.17,0,1,0
373.2,0,1,0
373.23,0,1,0
373.27,0,1,0
373.3,0,1,0
373.33,0,1,0
373.37,0,1,0
373.4,0,1,0
373.43,0,1,0
373.47,0,1,0
373.5,0,1,0
373.53,0,1,0
373.57,0,1,0
373.6,0,1,0
373.63,0,1,0
373.67,0,1,0
373.7,0,1,0
373.73,0,1,0
373.77,0,1,0
373.8,0,1,0
373.83,0,1,0
373.87,0,1,0
373.9,0,1,0
373.93,0,1,0
373.97,0,1,0
374.0,0,1,0
374.03,0,1,0
374.07,0,1,0
374.1,0,1,0
374.13,0,1,0
374.17,0,1,0
374.2,0,1,0
374.23,0,1,0
374.27,0,1,0
374.3,0,1,0
374.33,0,1,0
374.37,0,1,0
374.4,0,1,0
374.43,0,1,0
374.47,0,1,0
374.5,0,1,0
374.53,0,1,0
374.57,0,1,0
374.6,0,1,0
374.63,0,1,0
374.67,0,1,0
374.7,0,1,0
374.73,0,1,0
374.77,0,1,0
374.8,0,1,0
374.83,0,1,0
374.87,0,1,0
374.9,0,1,0
374.93,0,1,0
374.97,0,1,0
375.0,0,1,0
375.03,0,1,0
375.07,0,1,0
375.1,0,1,0
375.13,0,1,0
375.17,0,1,0
375.2,0,1,0
375.23,0,1,0
375.27,0,1,0
375.3,0,1,0
375.33,0,1,0
375.37,0,1,0
375.4,0,1,0
375.43,0,1,0
375.47,0,1,0
375.5,0,1,0
375.53,0,1,0
375.57,0,1,0
375.6,0,1,0
375.63,0,1,0
375.67,0,1,0
375.7,0,1,0
375.73,0,1,0
375.77,0,1,0
375.8,0,1,0
375.83,0,1,0
375.87,0,1,0
375.9,0,1,0
375.93,0,1,0
375.97,0,1,0
376.0,0,1,0
376.03,0,1,0
376.07,0,1,0
376.1,0,1,0
376.13,0,1,0
376.17,0,1,0
376.2,0,1,0
376.23,0,1,0
376.27,0,1,0
376.3,0,1,0
376.33,0,1,0
376.37,0,1,0
376.4,0,1,0
376.43,0,1,0
376.47,0,1,0
376.5,0,1,0
376.53,0,1,0
376.57,0,1,0
376.6,0,1,0
376.63,0,1,0
376.67,0,1,0
376.7,0,1,0
376.73,0,1,0
376.77,0,1,0
376.8,0,1,0
376.83,0,1,0
376.87,0,1,0
376.9,0,1,0
376.93,0,1,0
376.97,0,1,0
377.0,0,1,0
377.03,0,1,0
377.07,0,1,0
377.1,0,1,0
377.13,0,1,0
377.17,0,1,0
377.2,0,1,0
377.23,0,1,0
377.27,0,1,0
377.3,0,1,0
377.33,0,1,0
377.37,0,1,0
377.4,0,1,0
377.43,0,1,0
377.47,0,1,0
377.5,0,1,0
377.53,0,1,0
377.57,0,1,0
377.6,0,1,0
377.63,0,1,0
377.67,0,1,0
377.7,0,1,0
377.73,0,1,0
377.77,0,1,0
377.8,0,1,0
377.83,0,1,0
377.87,0,1,0
377.9,0,1,0
377.93,0,1,0
377.97,0,1,0
378.0,0,1,0
378.03,0,1,0
378.07,0,1,0
378.1,0,1,0
378.13,0,1,0
378.17,0,1,0
378.2,0,1,0
378.23,0,1,0
378.27,0,1,0
378.3,0,1,0
378.33,0,1,0
378.37,0,1,0
378.4,0,1,0
378.43,0,1,0
378.47,0,1,0
378.5,0,1,0
378.53,0,1,0
378.57,0,1,0
378.6,0,1,0
378.63,0,1,0
378.67,0,1,0
378.7,0,1,0
378.73,0,1,0
378.77,0,1,0
378.8,0,1,0
378.83,0,1,0
378.87,0,1,0
378.9,0,1,0
378.93,0,1,0
378.97,0,1,0
379.0,0,1,0
379.03,0,1,0
379.07,0,1,0
379.1,0,1,0
379.13,0,1,0
379.17,0,1,0
379.2,0,1,0
379.23,0,1,0
379.27,0,1,0
379.3,0,1,0
379.33,0,1,0
379.37,0,1,0
379.4,0,1,0
379.43,0,1,0
379.47,0,1,0
379.5,0,1,0
379.53,0,1,0
379.57,0,1,0
379.6,0,1,0
379.63,0,1,0
379.67,0,1,0
379.7,0,1,0
379.73,0,1,0
379.77,0,1,0
379.8,0,1,0
379.83,0,1,0
379.87,0,1,0
379.9,0,1,0
379.93,0,1,0
379.97,0,1,0
380.0,0,1,0
380.03,0,1,0
380.07,0,1,0
380.1,0,1,0
380.13,0,1,0
380.17,0,1,0
380.2,0,1,0
380.23,0,1,0
380.27,0,1,0
380.3,0,1,0
380.33,0,1,0
380.37,0,1,0
380.4,0,1,0
380.43,0,1,0
380.47,0,1,0
380.5,0,1,0
380.53,0,1,0
380.57,0,1,0
380.6,0,1,0
380.63,0,1,0
380.67,0,1,0
380.7,0,1,0
380.73,0,1,0
380.77,0,1,0
380.8,1,0,0
380.83,1,0,0
380.87,1,0,0
380.9,1,0,0
380.93,1,0,0
380.97,1,0,0
381.0,1,0,0
381.03,1,0,0
381.07,1,0,0
381.1,1,0,0
381.13,1,0,0
381.17,1,0,0
381.2,1,0,0
381.23,1,0,0
381.27,1,0,0
381.3,1,0,0
381.33,1,0,0
381.37,1,0,0
381.4,1,0,0
381.43,1,0,0
381.47,1,0,0
381.5,1,0,0
381.53,1,0,0
381.57,1,0,0
381.6,1,0,0
381.63,1,0,0
381.67,1,0,0
381.7,0,1,0
381.73,0,1,0
381.77,0,1,0
381.8,0,1,0
381.83,0,1,0
381.87,0,1,0
381.9,0,1,0
381.93,0,1,0
381.97,0,1,0
382.0,0,1,0
382.03,0,1,0
382.07,0,1,0
382.1,0,1,0
382.13,0,1,0
382.17,0,1,0
382.2,0,1,0
382.23,0,1,0
382.27,0,1,0
382.3,0,1,0
382.33,0,1,0
382.37,0,1,0
382.4,0,1,0
382.43,0,1,0
382.47,0,1,0
382.5,0,1,0
382.53,0,1,0
382.57,0,1,0
382.6,0,1,0
382.63,0,1,0
382.67,0,1,0
382.7,0,1,0
382.73,0,1,0
382.77,0,1,0
382.8,0,1,0
382.83,0,1,0
382.87,0,1,0
382.9,0,1,0
382.93,0,1,0
382.97,0,1,0
383.0,0,1,0
383.03,0,1,0
383.07,0,1,0
383.1,0,1,0
383.13,0,1,0
383.17,0,1,0
383.2,0,1,0
383.23,0,1,0
383.27,0,1,0
383.3,0,1,0
383.33,0,1,0
383.37,0,1,0
383.4,0,1,0
383.43,0,1,0
383.47,0,1,0
383.5,0,1,0
383.53,0,1,0
383.57,0,1,0
383.6,0,1,0
383.63,0,1,0
383.67,0,1,0
383.7,0,1,0
383.73,0,1,0
383.77,0,1,0
383.8,0,1,0
383.83,0,1,0
383.87,0,1,0
383.9,0,1,0
383.93,0,1,0
383.97,0,1,0
384.0,0,1,0
384.03,0,1,0
384.07,0,1,0
384.1,0,1,0
384.13,0,1,0
384.17,0,1,0
384.2,0,1,0
384.23,0,1,0
384.27,0,1,0
384.3,0,1,0
384.33,0,1,0
384.37,0,1,0
384.4,0,1,0
384.43,0,1,0
384.47,0,1,0
384.5,0,1,0
384.53,0,1,0
384.57,0,1,0
384.6,0,1,0
384.63,0,1,0
384.67,0,1,0
384.7,0,1,0
384.73,0,1,0
384.77,0,1,0
384.8,0,1,0
384.83,0,1,0
384.87,0,1,0
384.9,0,1,0
384.93,0,1,0
384.97,0,1,0
385.0,0,1,0
385.03,0,1,0
385.07,0,1,0
385.1,0,1,0
385.13,0,1,0
385.17,0,1,0
385.2,0,1,0
385.23,0,1,0
385.27,0,1,0
385.3,0,1,0
385.33,0,1,0
385.37,0,1,0
385.4,0,1,0
385.43,0,1,0
385.47,0,1,0
385.5,0,1,0
385.53,0,1,0
385.57,0,1,0
385.6,0,1,0
385.63,0,1,0
385.67,0,1,0
385.7,0,1,0
385.73,0,1,0
385.77,0,1,0
385.8,0,1,0
385.83,0,1,0
385.87,0,1,0
385.9,0,1,0
385.93,0,1,0
385.97,0,1,0
386.0,0,1,0
386.03,0,1,0
386.07,0,1,0
386.1,0,1,0
386.13,0,1,0
386.17,0,1,0
386.2,0,1,0
386.23,0,1,0
386.27,0,1,0
386.3,0,1,0
386.33,0,1,0
386.37,0,1,0
386.4,0,1,0
386.43,0,1,0
386.47,0,1,0
386.5,0,1,0
386.53,0,1,0
386.57,0,1,0
386.6,0,1,0
386.63,0,1,0
386.67,0,1,0
386.7,0,1,0
386.73,0,1,0
386.77,0,1,0
386.8,0,1,0
386.83,0,1,0
386.87,0,1,0
386.9,0,1,0
386.93,0,1,0
386.97,0,1,0
387.0,0,1,0
387.03,0,1,0
387.07,0,1,0
387.1,0,1,0
387.13,0,1,0
387.17,0,1,0
387.2,0,1,0
387.23,0,1,0
387.27,0,1,0
387.3,0,1,0
387.33,0,1,0
387.37,0,1,0
387.4,0,1,0
387.43,0,1,0
387.47,0,1,0
387.5,0,1,0
387.53,0,1,0
387.57,0,1,0
387.6,0,1,0
387.63,0,1,0
387.67,0,1,0
387.7,0,1,0
387.73,0,1,0
387.77,0,1,0
387.8,0,1,0
387.83,0,1,0
387.87,0,1,0
387.9,0,1,0
387.93,0,1,0
387.97,0,1,0
388.0,0,1,0
388.03,0,1,0
388.07,0,1,0
388.1,0,1,0
388.13,0,1,0
388.17,0,1,0
388.2,0,1,0
388.23,0,1,0
388.27,0,1,0
388.3,0,1,0
388.33,0,1,0
388.37,0,1,0
388.4,0,1,0
388.43,0,1,0
388.47,0,1,0
388.5,0,1,0
388.53,0,1,0
388.57,0,1,0
388.6,0,1,0
388.63,0,1,0
388.67,0,1,0
388.7,0,1,0
388.73,0,1,0
388.77,0,1,0
388.8,0,1,0
388.83,0,1,0
388.87,0,1,0
388.9,0,1,0
388.93,0,1,0
388.97,0,1,0
389.0,0,1,0
389.03,0,1,0
389.07,0,1,0
389.1,0,1,0
389.13,0,1,0
389.17,0,1,0
389.2,0,1,0
389.23,0,1,0
389.27,0,1,0
389.3,0,1,0
389.33,0,1,0
389.37,0,1,0
389.4,0,1,0
389.43,0,1,0
389.47,0,1,0
389.5,0,1,0
389.53,0,1,0
389.57,0,1,0
389.6,0,1,0
389.63,0,1,0
389.67,0,1,0
389.7,0,1,0
389.73,0,1,0
389.77,0,1,0
389.8,0,1,0
389.83,0,1,0
389.87,0,1,0
389.9,0,1,0
389.93,0,1,0
389.97,0,1,0
390.0,0,1,0
390.03,0,1,0
390.07,0,1,0
390.1,0,1,0
390.13,0,1,0
390.17,0,1,0
390.2,0,1,0
390.23,0,1,0
390.27,0,1,0
390.3,0,1,0
390.33,0,1,0
390.37,0,1,0
390.4,0,1,0
390.43,0,1,0
390.47,0,1,0
390.5,0,1,0
390.53,0,1,0
390.57,0,1,0
390.6,0,1,0
390.63,0,1,0
390.67,0,1,0
390.7,0,1,0
390.73,0,1,0
390.77,0,1,0
390.8,0,1,0
390.83,0,1,0
390.87,0,1,0
390.9,0,1,0
390.93,0,1,0
390.97,0,1,0
391.0,0,1,0
391.03,0,1,0
391.07,0,1,0
391.1,0,1,0
391.13,0,1,0
391.17,0,1,0
391.2,0,1,0
391.23,0,1,0
391.27,0,1,0
391.3,0,1,0
391.33,0,1,0
391.37,0,1,0
391.4,0,1,0
391.43,0,1,0
391.47,0,1,0
391.5,0,1,0
391.53,0,1,0
391.57,0,1,0
391.6,0,1,0
391.63,0,1,0
391.67,0,1,0
391.7,0,1,0
391.73,0,1,0
391.77,0,1,0
391.8,0,1,0
391.83,0,1,0
391.87,0,1,0
391.9,0,1,0
391.93,0,1,0
391.97,0,1,0
392.0,0,1,0
392.03,0,1,0
392.07,0,1,0
392.1,0,1,0
392.13,0,1,0
392.17,0,1,0
392.2,0,1,0
392.23,0,1,0
392.27,0,1,0
392.3,0,1,0
392.33,0,1,0
392.37,0,1,0
392.4,0,1,0
392.43,0,1,0
392.47,0,1,0
392.5,0,1,0
392.53,0,1,0
392.57,0,1,0
392.6,0,1,0
392.63,0,1,0
392.67,0,1,0
392.7,0,1,0
392.73,0,1,0
392.77,0,1,0
392.8,0,1,0
392.83,0,1,0
392.87,0,1,0
392.9,0,1,0
392.93,0,1,0
392.97,0,1,0
393.0,0,1,0
393.03,0,1,0
393.07,0,1,0
393.1,0,1,0
393.13,0,1,0
393.17,0,1,0
393.2,0,1,0
393.23,0,1,0
393.27,0,1,0
393.3,0,1,0
393.33,0,1,0
393.37,0,1,0
393.4,0,1,0
393.43,0,1,0
393.47,0,1,0
393.5,0,1,0
393.53,0,1,0
393.57,0,1,0
393.6,0,1,0
393.63,0,1,0
393.67,0,1,0
393.7,0,1,0
393.73,0,1,0
393.77,0,1,0
393.8,0,1,0
393.83,0,1,0
393.87,0,1,0
393.9,0,1,0
393.93,0,1,0
393.97,0,1,0
394.0,0,1,0
394.03,0,1,0
394.07,0,1,0
394.1,0,1,0
394.13,0,1,0
394.17,0,1,0
394.2,0,1,0
394.23,0,1,0
394.27,0,1,0
394.3,0,1,0
394.33,0,1,0
394.37,0,1,0
394.4,0,1,0
394.43,0,1,0
394.47,0,1,0
394.5,0,1,0
394.53,0,1,0
394.57,0,1,0
394.6,0,1,0
394.63,0,1,0
394.67,0,1,0
394.7,0,1,0
394.73,0,1,0
394.77,0,1,0
394.8,0,1,0
394.83,0,1,0
394.87,0,1,0
394.9,0,1,0
