,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftpetridish,distance_nose_rightpetridish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftpetridish,is_investigating_rightpetridish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0001173229879409,0.0253417653952548,1.0,0.05,243.02727465234457,951.382867829224,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1,0.0001932839963557,0.0417493432128413,1.0,0.05,242.43410404279288,950.7947817751852,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2,0.0001557221708361,0.0336359889006074,1.0,0.05,242.7893938657482,951.1130395042228,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3,3.936767991243221e-05,0.0085034188610853,1.0,0.05,242.19607127983255,950.4397749153356,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4,0.0001239184894675,0.0267663937249808,1.0,0.05,243.2067758994512,951.4517968780142,1.0,0.0,0.0,0.0,2.0,0.0,0.0
5,0.0001812823579899,0.0391569893258189,1.0,0.05,243.8789122378184,952.1005820306154,1.0,0.0,0.0,0.0,2.0,0.0,0.0
6,0.0001660075485606,0.035857630489097,1.0,0.05,242.7254186417486,950.942411830942,1.0,0.0,0.0,0.0,2.0,0.0,0.0
7,0.0003727304027794,0.0805097670003656,0.0,0.05,243.0305578218571,951.167797522097,1.0,0.0,0.0,0.0,2.0,0.0,0.0
8,5.099565657939923e-05,0.0110150618211502,1.0,0.05,244.1935646173036,952.5677456070442,1.0,0.0,0.0,0.0,2.0,0.0,0.0
9,0.0003645978523032,0.0787531360974938,0.0,0.05,243.49522501579665,952.1792602304384,1.0,0.0,0.0,0.0,2.0,0.0,0.0
10,0.000179124598157,0.0386909132019179,1.0,0.05,242.98727512460437,951.8709686668698,1.0,0.0,0.0,0.0,2.0,0.0,0.0
11,0.0005805214137211,0.1253926253637778,0.0,0.05,243.56704388328788,952.1568402386785,1.0,0.0,0.0,0.0,2.0,0.0,0.0
12,3.9256362945728896e-05,0.0084793743962774,1.0,0.05,243.98498613181647,952.6734607470902,1.0,0.0,0.0,0.0,2.0,0.0,0.0
13,8.938006511439847e-05,0.01930609406471,1.0,0.05,243.90259005668497,952.6904213663624,1.0,0.0,0.0,0.0,2.0,0.0,0.0
14,7.161958175695632e-05,0.0154698296595025,1.0,0.05,244.0804612313828,952.7630356592312,1.0,0.0,0.0,0.0,2.0,0.0,0.0
15,7.134007700879758e-05,0.0154094566339002,1.0,0.05,244.38995460024935,953.0557509070924,1.0,0.0,0.0,0.0,2.0,0.0,0.0
16,0.0005925799122761,0.1279972610516537,0.0,0.05,244.88643427349896,953.8418771747872,1.0,0.0,0.0,0.0,2.0,0.0,0.0
17,0.0009233932667608,0.1994529456203525,0.0,0.05,246.2527283586148,956.0941894594768,1.0,0.0,0.0,0.0,2.0,0.0,0.0
18,0.0002572046676982,0.0555562082228211,0.0,0.05,247.36775750864376,960.40237172205,1.0,0.0,0.0,0.0,2.0,0.0,0.0
19,0.000538229922557,0.1162576632723146,0.0,0.05,249.334490000526,964.655501925112,1.0,0.0,0.0,0.0,2.0,0.0,0.0
20,0.0001473582701643,0.0318293863554923,1.0,0.05,247.5849801462556,964.6150906968846,1.0,0.0,0.0,0.0,2.0,0.0,0.0
21,0.0005951274902553,0.1285475378951468,0.0,0.05,248.6405353353604,965.6068783990346,1.0,0.0,0.0,0.0,2.0,0.0,0.0
