,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftpetridish,distance_nose_rightpetridish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftpetridish,is_investigating_rightpetridish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0048434478981895,1.0461847460089342,0.0,0.05,184.16500111114843,641.0232631100896,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1,0.0070226257675535,1.516887165791576,0.0,0.05,213.33792992704048,646.695419721599,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2,0.0055570936759349,1.200332234001959,0.0,0.05,236.40252501396157,663.3707936651224,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3,0.0058377537976657,1.2609548202958016,0.0,0.05,256.5157057498581,677.8651319842019,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4,0.0054053009262633,1.1675450000728798,0.0,0.05,278.25378932937605,692.4293441184171,1.0,0.0,0.0,0.0,2.0,0.0,0.0
5,0.0055208138544029,1.1924957925510369,0.0,0.05,305.4177212928759,709.1761946048201,1.0,0.0,0.0,0.0,2.0,0.0,0.0
6,0.0072170675869041,1.5588865987712903,0.0,0.05,328.50782043038873,726.8127844141866,1.0,0.0,0.0,0.0,2.0,0.0,0.0
7,0.0060458258865001,1.305898391484038,0.0,0.05,344.66248815460125,743.1241238288743,1.0,0.0,0.0,0.0,2.0,0.0,0.0
8,0.0044184276612187,0.9543803748232464,0.0,0.05,356.0460946914903,764.2620940316925,1.0,0.0,0.0,0.0,2.0,0.0,0.0
9,0.0041680186650002,0.9002920316400631,0.0,0.05,349.8159042699069,786.3553825521532,1.0,0.0,0.0,0.0,2.0,0.0,0.0
10,0.006298626089066,1.3605032352382689,0.0,0.05,343.8771101936697,815.9924409580117,1.0,0.0,0.0,0.0,2.0,0.0,0.0
11,0.0045186362990631,0.9760254405976492,0.0,0.05,347.1538669491952,840.3586239944946,1.0,0.0,0.0,0.0,2.0,0.0,0.0
12,0.0045693375883125,0.9869769190755056,0.0,0.05,361.1848387970955,865.6464320417134,1.0,0.0,0.0,0.0,2.0,0.0,0.0
13,0.0063349799211959,1.3683556629783322,0.0,0.05,363.22209083763295,884.7475650335099,1.0,0.0,0.0,0.0,2.0,0.0,0.0
14,0.0079184426405199,1.7103836103523125,0.0,0.05,373.6295706458266,907.102843977518,1.0,0.0,0.0,0.0,2.0,0.0,0.0
15,0.0077260581168463,1.6688285532388172,0.0,0.05,390.8172236892949,934.4207827418552,1.0,0.0,0.0,0.0,2.0,0.0,0.0
16,0.0052373888729905,1.131275996565962,0.0,0.05,413.87069720391975,958.559081678468,1.0,0.0,0.0,0.0,2.0,0.0,0.0
17,0.0054605958696487,1.1794887078441323,0.0,0.05,438.2911104720473,976.5155798828374,1.0,0.0,0.0,0.0,2.0,0.0,0.0
18,0.0048515740567601,1.0479399962601843,0.0,0.05,457.3401943857636,992.1924873497736,1.0,0.0,0.0,0.0,2.0,0.0,0.0
19,0.003305927456186,0.7140803305361827,0.0,0.05,467.9723551541143,1007.7634865611356,1.0,0.0,0.0,0.0,2.0,0.0,0.0
20,0.0025282648021236,0.5461051972587143,0.0,0.05,477.7137177177368,1020.0939626966142,1.0,0.0,0.0,0.0,2.0,0.0,0.0
21,0.000993373402069,0.2145686548469086,0.0,0.05,482.7514137747261,1024.6707491744723,1.0,0.0,0.0,0.0,2.0,0.0,0.0
22,0.0015952928024784,0.3445832453353528,0.0,0.05,480.7433916558722,1029.90513366521,1.0,0.0,0.0,0.0,2.0,0.0,0.0
23,0.001916201852444,0.4138996001279223,0.0,0.05,475.44144245062006,1030.034571647274,1.0,0.0,0.0,0.0,2.0,0.0,0.0
24,0.0003438632624657,0.0742744646925984,0.0,0.05,468.58138821082736,1027.9814279255736,1.0,0.0,0.0,0.0,2.0,0.0,0.0
25,0.0017601691515187,0.3801965367280423,0.0,0.05,467.8395130295797,1028.582290547223,1.0,0.0,0.0,0.0,2.0,0.0,0.0
26,0.0002166274303869,0.0467915249635827,1.0,0.05,471.469961091324,1033.6757606187964,1.0,0.0,0.0,0.0,2.0,0.0,0.0
27,0.0017295315568888,0.3735788162879828,0.0,0.05,471.4348068390525,1035.7629257576668,1.0,0.0,0.0,0.0,2.0,0.0,0.0
28,4.349984041145999e-05,0.0093959655288753,1.0,0.05,470.2887609257263,1028.534512337574,1.0,0.0,0.0,0.0,2.0,0.0,0.0
29,0.0020104149337707,0.4342496256944823,0.0,0.05,467.3189804189322,1022.3592547719384,1.0,0.0,0.0,0.0,2.0,0.0,0.0
30,0.004127080994932,0.8914494949053233,0.0,0.05,464.11823005523615,1022.9141649409542,1.0,0.0,0.0,0.0,2.0,0.0,0.0
31,0.001386155176834,0.2994095181961534,0.0,0.05,433.25567963854894,1004.9691104949368,1.0,0.0,0.0,0.0,2.0,0.0,0.0
32,0.0012960126047737,0.2799387226311366,0.0,0.05,390.83453219998967,976.5220678295497,1.0,0.0,0.0,0.0,2.0,0.0,0.0
33,0.0032512466492695,0.7022692762422124,0.0,0.05,360.3057611294289,965.8990641701014,1.0,0.0,0.0,0.0,2.0,0.0,0.0
34,0.0048634485776389,1.0505048927700094,0.0,0.05,349.453066047658,967.8465789977146,1.0,0.0,0.0,0.0,2.0,0.0,0.0
35,0.0058718064918824,1.2683102022466064,0.0,0.05,346.2883709075533,974.52700324123,1.0,0.0,0.0,0.0,2.0,0.0,0.0
