,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftpetridish,distance_nose_rightpetridish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftpetridish,is_investigating_rightpetridish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish
0,0.0083425371126065,1.8019880163230064,0.0,0.05,967.1065318341384,294.0904882285884,0.0,1.0,0.0,0.0,2.0,0.0,0.0
1,0.0068547723621663,1.4806308302279347,0.0,0.05,972.0473026829892,306.9279999573096,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2,0.0054655993732169,1.1805694646148692,0.0,0.05,981.453244584374,324.17046289099176,0.0,1.0,0.0,0.0,2.0,0.0,0.0
3,0.0031315872570102,0.6764228475142041,0.0,0.05,979.3423165773228,331.4134246098173,0.0,1.0,0.0,0.0,2.0,0.0,0.0
4,0.0049255584988714,1.0639206357562276,0.0,0.05,980.4696559895456,343.2451064900504,0.0,1.0,0.0,0.0,2.0,0.0,0.0
5,0.0053106269077263,1.147095412068898,0.0,0.05,981.6755383790204,352.30454663968465,0.0,1.0,0.0,0.0,2.0,0.0,0.0
6,0.005125275082909,1.1070594179083462,0.0,0.05,984.7982814426904,362.9653380808371,0.0,1.0,0.0,0.0,2.0,0.0,0.0
7,0.0056877865569685,1.2285618963052156,0.0,0.05,998.6336683677174,382.1299831010604,0.0,1.0,0.0,0.0,2.0,0.0,0.0
8,0.0061527501445469,1.3289940312221504,0.0,0.05,1014.2446029372632,403.6430520016434,0.0,1.0,0.0,0.0,2.0,0.0,0.0
9,0.0049409277911319,1.0672404028844944,0.0,0.05,1022.69718790838,415.9749557311125,0.0,1.0,0.0,0.0,2.0,0.0,0.0
10,0.0029995897486321,0.6479113857045348,0.0,0.05,1033.5092715206565,428.3785920545133,0.0,1.0,0.0,0.0,2.0,0.0,0.0
11,0.0023545728882938,0.5085877438714723,0.0,0.05,1046.3727942311575,442.53651057790967,0.0,1.0,0.0,0.0,2.0,0.0,0.0
12,0.001064274289288,0.2298832464862261,0.0,0.05,1050.0464032085777,443.5004435994511,0.0,1.0,0.0,0.0,2.0,0.0,0.0
13,0.0017708613807158,0.3825060582346215,0.0,0.05,1057.5593113510463,444.5076475389226,0.0,1.0,0.0,0.0,2.0,0.0,0.0
14,0.0007150428371214,0.154449252818227,0.0,0.05,1073.6908839422977,455.8011845580688,0.0,1.0,0.0,0.0,2.0,0.0,0.0
15,0.0015775389396614,0.3407484109668741,0.0,0.05,1079.808610678691,458.8921146745685,0.0,1.0,0.0,0.0,2.0,0.0,0.0
