,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftpetridish,distance_nose_rightpetridish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftpetridish,is_investigating_rightpetridish,object_investigation_radius[cm]
0,0.0019490847205277792,0.4210022996340003,0.0,0.05,986.6140220010391,254.24352037849215,0.0,1.0,0.0,0.0,2.0
1,0.002598720628899351,0.5613236558422598,0.0,0.05,960.6510301257795,229.13071957214746,0.0,1.0,0.0,0.0,2.0
2,0.004128795322463411,0.8918197896520969,0.0,0.05,947.0290628862152,212.01741685545167,0.0,1.0,0.0,0.0,2.0
3,0.0027649060994439215,0.597219717479887,0.0,0.05,943.649892556018,203.8388954714704,0.0,1.0,0.0,0.0,2.0
4,0.0035957684323768813,0.7766859813934064,0.0,0.05,944.2331180544752,201.8669586553948,0.0,1.0,0.0,0.0,2.0
5,0.002849703228096697,0.6155358972688866,0.0,0.05,948.0369110756365,203.35018533162437,0.0,1.0,0.0,0.0,2.0
6,0.004547599394041514,0.9822814691129672,0.0,0.05,951.7493996071008,205.77403264289322,0.0,1.0,0.0,0.0,2.0
7,0.0059271558811287385,1.2802656703238076,0.0,0.05,957.7164039321165,210.61318948362097,0.0,1.0,0.0,0.0,2.0
8,0.006010303902018039,1.2982256428358965,0.0,0.05,966.4690106566675,220.23559239661,0.0,1.0,0.0,0.0,2.0
9,0.006944886486585448,1.5000954811024567,0.0,0.05,972.8761472800966,229.74850545349625,0.0,1.0,0.0,0.0,2.0
10,0.01088511796167923,2.3511854797227136,0.0,0.05,981.8767604038492,244.4243640332758,0.0,1.0,0.0,0.0,2.0
11,0.009300608650380888,2.008931468482272,0.0,0.05,975.1921290039586,247.8679098440004,0.0,1.0,0.0,0.0,2.0
12,0.010136563185391452,2.189497648044554,0.0,0.05,967.1843704047532,257.46246190312894,0.0,1.0,0.0,0.0,2.0
13,0.007463839429745302,1.6121893168249852,0.0,0.05,953.9430987317415,255.5708373024483,0.0,1.0,0.0,0.0,2.0
14,0.006881625655096451,1.4864311415008333,0.0,0.05,949.8288657191642,262.1471610857176,0.0,1.0,0.0,0.0,2.0
15,0.00705613395379101,1.524124934018858,0.0,0.05,956.8633624989437,278.71591694123066,0.0,1.0,0.0,0.0,2.0
16,0.00720678149379724,1.556664802660204,0.0,0.05,956.1423231327124,295.69821682030226,0.0,1.0,0.0,0.0,2.0
17,0.0074607822985267086,1.611528976481769,0.0,0.05,954.257258748258,313.6062440654668,0.0,1.0,0.0,0.0,2.0
18,0.008324899291156675,1.798178246889842,0.0,0.05,946.1199522583661,328.4928711829571,0.0,1.0,0.0,0.0,2.0
19,0.009397879753495859,2.029942026755106,0.0,0.05,940.6780364094491,346.32229094926157,0.0,1.0,0.0,0.0,2.0
20,0.008287432346152196,1.7900853867688744,0.0,0.05,923.2020658486205,352.59292898314663,0.0,1.0,0.0,0.0,2.0
21,0.009477693675166965,2.0471818338360643,0.0,0.05,897.0106160460172,353.7757008252102,0.0,1.0,0.0,0.0,2.0
22,0.004100330457388141,0.8856713787958386,0.0,0.05,874.4602206232568,350.6089749353936,0.0,1.0,0.0,0.0,2.0
23,0.006659010917035903,1.438346358079755,0.0,0.05,853.515111149511,349.6515309393585,0.0,1.0,0.0,0.0,2.0
24,0.0028872230461508353,0.6236401779685804,0.0,0.05,841.7838888169553,357.19222295494137,0.0,1.0,0.0,0.0,2.0
25,0.003770657254238969,0.8144619669156173,0.0,0.05,822.3580060522451,345.90676218774644,0.0,1.0,0.0,0.0,2.0
26,0.0065620232732296595,1.4173970270176064,0.0,0.05,795.8415510003664,343.8823004553225,0.0,1.0,0.0,0.0,2.0
27,0.009978935286342912,2.155450021850069,0.0,0.05,768.8952786113548,349.21470667757706,0.0,1.0,0.0,0.0,2.0
28,0.009643991977037428,2.0831022670400845,0.0,0.05,730.90069457043,362.23104577047815,0.0,1.0,0.0,0.0,2.0
29,0.00905613966929697,1.9561261685681455,0.0,0.05,699.9428302724866,367.8795417939982,0.0,1.0,0.0,0.0,2.0
30,0.00501245203776246,1.0826896401566914,0.0,0.05,675.4768074510406,364.1048861446046,0.0,1.0,0.0,0.0,2.0
31,0.00487453595448967,1.0528997661697688,0.0,0.05,662.5491997251017,365.7372984178352,0.0,1.0,0.0,0.0,2.0
32,0.0037422336906106067,0.808322477171891,0.0,0.05,648.7548723997415,364.91492288752715,0.0,1.0,0.0,0.0,2.0
33,0.0036646947104007313,0.791574057446558,0.0,0.05,620.5043149649816,368.5295904558353,0.0,1.0,0.0,0.0,2.0
34,0.0017762442762671953,0.38366876367371416,0.0,0.05,602.9850685528295,365.8182311165446,0.0,1.0,0.0,0.0,2.0
35,0.001998354647715797,0.4316446039066122,0.0,0.05,596.3929051023562,361.87580320488615,0.0,1.0,0.0,0.0,2.0
36,0.001527022407151579,0.32983683994474106,0.0,0.05,584.9232701533354,360.4124367351124,0.0,1.0,0.0,0.0,2.0
37,0.0029672027974291565,0.6409158042446977,0.0,0.05,570.124237888282,370.13149197084385,0.0,1.0,0.0,0.0,2.0
38,0.001571884014211104,0.33952694706959846,0.0,0.05,566.0713772618626,380.70869502016296,0.0,1.0,0.0,0.0,2.0
39,0.0007577682680383716,0.16367794589628826,0.0,0.05,568.6966415938348,386.6867574567852,0.0,1.0,0.0,0.0,2.0
40,0.0023286878770276643,0.5029965814379755,0.0,0.05,574.1165872301439,392.66565774627924,0.0,1.0,0.0,0.0,2.0
41,0.0012884054449236152,0.27829557610350086,0.0,0.05,583.792490273779,405.36161661406845,0.0,1.0,0.0,0.0,2.0
42,0.004106094415382843,0.886916393722694,0.0,0.05,581.3574651292862,421.1991092876109,0.0,1.0,0.0,0.0,2.0
43,0.0022164558793299986,0.4787544699352797,0.0,0.05,,,0.0,1.0,,,2.0
44,0.0034818875586916267,0.7520877126773914,0.0,0.05,,,0.0,1.0,,,2.0
45,0.003467497708621701,0.7489795050622875,0.0,0.05,564.5254199782274,459.9090200789226,0.0,1.0,0.0,0.0,2.0
46,0.0037994149572952293,0.8206736307757695,0.0,0.05,567.0102777310022,469.33494733841013,0.0,1.0,0.0,0.0,2.0
47,0.0040877472501881455,0.8829534060406394,0.0,0.05,565.9529177825106,476.6952074745051,0.0,1.0,0.0,0.0,2.0
48,0.003494507430472565,0.7548136049820741,0.0,0.05,558.4206387519666,481.1648889829157,0.0,1.0,0.0,0.0,2.0
49,0.0022286105644401546,0.48137988191907344,0.0,0.05,552.5297042677955,490.68311686207954,0.0,1.0,0.0,0.0,2.0
50,0.002266494912454273,0.489562901090123,0.0,0.05,542.3313763329737,491.90686087508595,0.0,1.0,0.0,0.0,2.0
51,0.0023803998897892415,0.5141663761944761,0.0,0.05,546.4923670044474,495.91793101347,0.0,1.0,0.0,0.0,2.0
52,0.0015991559353698988,0.3454176820398982,0.0,0.05,538.9899760275732,500.17580163103736,0.0,1.0,0.0,0.0,2.0
53,0.0018542903247982503,0.4005267101564221,0.0,0.05,515.650883627381,494.79417552694923,0.0,1.0,0.0,0.0,2.0
54,0.004699344166028985,1.0150583398622608,0.0,0.05,493.4637223560708,496.51235786692007,0.0,1.0,0.0,0.0,2.0
55,0.0033290448123857483,0.7190736794753216,0.0,0.05,464.6212588707382,488.3502744370256,0.0,1.0,0.0,0.0,2.0
56,0.004670333060721707,1.0087919411158888,0.0,0.05,448.9735509292879,492.9187866367306,0.0,1.0,0.0,0.0,2.0
57,0.0012231903990165723,0.26420912618757963,0.0,0.05,440.78691515716787,491.8727604280579,0.0,1.0,0.0,0.0,2.0
58,0.0010264842261526064,0.221720592848963,0.0,0.05,440.34602868661636,483.05494823272807,0.0,1.0,0.0,0.0,2.0
59,0.0017772897216958177,0.3838945798862966,0.0,0.05,432.4334766383422,474.47085936540583,0.0,1.0,0.0,0.0,2.0
60,0.00218132995672852,0.47116727065336034,0.0,0.05,423.312694480914,474.9081839570658,0.0,1.0,0.0,0.0,2.0
61,0.0037864611200537786,0.8178756019316162,0.0,0.05,415.2324825863316,482.15081034542123,0.0,1.0,0.0,0.0,2.0
62,0.005679242297319075,1.2267163362209201,0.0,0.05,403.30983129245413,509.6588998954985,0.0,1.0,0.0,0.0,2.0
63,0.008989288626571432,1.9416863433394291,0.0,0.05,392.05835747908145,530.5046543517935,0.0,1.0,0.0,0.0,2.0
64,0.008424574821194748,1.8197081613780657,0.0,0.05,368.07870334772286,569.2253303905628,0.0,1.0,0.0,0.0,2.0
65,0.011294774987936358,2.4396713973942536,0.0,0.05,344.50641976327785,603.2918161909956,0.0,1.0,0.0,0.0,2.0
66,0.008817291817190771,1.9045350325132067,0.0,0.05,333.9485073522836,637.9530944676043,1.0,0.0,0.0,0.0,2.0
67,0.010255360944303158,2.215157963969482,0.0,0.05,311.0745974476986,653.7127249839937,1.0,0.0,0.0,0.0,2.0
68,0.007944329479080959,1.7159751674814872,0.0,0.05,286.1361528185358,669.6400832690487,1.0,0.0,0.0,0.0,2.0
69,0.012744897167727247,2.7528977882290855,0.0,0.05,243.57614955650715,699.8979194054442,1.0,0.0,0.0,0.0,2.0
70,0.007793444611689635,1.683384036124961,0.0,0.05,229.64406861265596,720.1900653061621,1.0,0.0,0.0,0.0,2.0
71,0.009773717089091867,2.1111228912438436,0.0,0.05,208.6611398667324,740.3813408538113,1.0,0.0,0.0,0.0,2.0
72,0.005225416041686524,1.1286898650042891,0.0,0.05,192.43791343004457,764.2461823706494,1.0,0.0,0.0,0.0,2.0
73,0.005555824261319533,1.2000580404450192,0.0,0.05,,,1.0,0.0,,,2.0
74,0.004542884372038658,0.9812630243603502,0.0,0.05,,,1.0,0.0,,,2.0
75,0.004624193062466462,0.9988257014927558,0.0,0.05,,,1.0,0.0,,,2.0
76,0.0037788510863807283,0.8162318346582373,0.0,0.05,,,1.0,0.0,,,2.0
77,0.0044828625714285275,0.9682983154285619,0.0,0.05,,,1.0,0.0,,,2.0
78,0.0038253305822211095,0.8262714057597597,0.0,0.05,173.43008001750633,824.9401459355529,1.0,0.0,0.0,0.0,2.0
79,0.0021634972473808,0.46731540543425293,0.0,0.05,165.90276799118027,833.6284564932749,1.0,0.0,0.0,0.0,2.0
80,0.0019419894911440394,0.4194697300871125,0.0,0.05,128.50047204849952,812.4207800898565,1.0,0.0,0.0,0.0,2.0
81,0.00281237109288827,0.6074721560638664,0.0,0.05,114.47151308755224,802.8605083361334,1.0,0.0,0.0,0.0,2.0
82,0.0021290031414473447,0.45986467855262647,0.0,0.05,95.78288551291305,791.0598872999417,1.0,0.0,0.0,0.0,2.0
83,0.0011766832601772653,0.2541635841982893,0.0,0.05,87.87190065325562,787.4366768293753,1.0,0.0,0.0,0.0,2.0
84,0.0012559563883088917,0.2712865798747206,0.0,0.05,79.42153359448494,783.0613629223817,1.0,0.0,0.0,0.0,2.0
85,0.000542352015142641,0.11714803527081045,0.0,0.05,72.35276374796939,778.3916305828479,1.0,0.0,0.0,0.0,2.0
86,0.002058368408269623,0.4446075761862386,0.0,0.05,62.832686062822596,770.8625143140926,1.0,0.0,1.0,0.0,2.0
87,0.0018103216990951242,0.3910294870045468,0.0,0.05,53.53724876330831,764.3015168851325,1.0,0.0,1.0,0.0,2.0
88,0.001511819402221639,0.32655299087987405,0.0,0.05,46.58176952648412,761.9839675047039,1.0,0.0,1.0,0.0,2.0
89,0.001403358135953055,0.3031253573658599,0.0,0.05,39.75836988537375,759.8454921076512,1.0,0.0,1.0,0.0,2.0
90,0.0011255832067507247,0.24312597265815655,0.0,0.05,31.20472586817897,759.572272947601,1.0,0.0,1.0,0.0,2.0
91,0.0023077862198225877,0.4984818234816789,0.0,0.05,22.25161298118358,758.8368623662808,1.0,0.0,1.0,0.0,2.0
92,0.0004778339710836803,0.10321213775407495,0.0,0.05,20.643842603102303,764.0096844029956,1.0,0.0,1.0,0.0,2.0
93,0.0016259585921899128,0.3512070559130212,0.0,0.05,25.1313086855174,771.7340323017668,1.0,0.0,1.0,0.0,2.0
94,0.0019285428263998029,0.41656525050235743,0.0,0.05,33.71839619121456,780.8165516700238,1.0,0.0,1.0,0.0,2.0
95,0.0009121976103350433,0.19703468383236936,0.0,0.05,44.63368806596995,791.6157711453811,1.0,0.0,1.0,0.0,2.0
96,0.0013100199121717242,0.2829643010290924,0.0,0.05,54.07648219436566,801.058499550521,1.0,0.0,1.0,0.0,2.0
97,0.0005941463447888793,0.12833561047439793,0.0,0.05,72.06017625198766,819.1656169220698,1.0,0.0,0.0,0.0,2.0
98,0.0009550918291346743,0.20629983509308963,0.0,0.05,86.62116363544075,833.7447677255149,1.0,0.0,0.0,0.0,2.0
99,0.0004411061722441268,0.0952789332047314,0.0,0.05,89.98991199288704,837.0525783722292,1.0,0.0,0.0,0.0,2.0
