;;;;;;;;;461;373;;1638;991;;;;;
;distance_travelled_center;speed_in_km/h;is_immobile;immobile_threshold[km/h];distance_nose_leftdish;distance_nose_rightdish;center_is_left_cagehalf;center_is_right_cagehalf;is_investigating_leftdish;is_investigating_rightdish;petridish_investigation_radius[cm];deg_is_investigating_leftdish;deg_is_investigating_rightdish;;;;;
0;0.237139568;0.237139568;0;0.1;;;1;0;0;0;1.5;1;0;;;;;
1;0.07496335;0.07496335;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
2;0.03753177;0.03753177;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
3;0.056951541;0.056951541;1;0.1;;;1;0;0;0;1.5;1;0;;;2629;834;3.152278177
4;0.055302061;0.055302061;1;0.1;;;1;0;0;0;1.5;1;0;;;7.448436083;2.36287398;3.152278177
5;0.04128489;0.04128489;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
6;0.041586634;0.041586634;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
7;0.023872741;0.023872741;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
8;0.023851105;0.023851105;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
9;0.029743551;0.029743551;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
10;0.029391862;0.029391862;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
11;0.015888349;0.015888349;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
12;0.014502164;0.014502164;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
13;0.037681916;0.037681916;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
14;0.022013301;0.022013301;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
15;0.038097118;0.038097118;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
16;0.06285931;0.06285931;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
17;0.020082072;0.020082072;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
18;0.026871845;0.026871845;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
19;0.038767138;0.038767138;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
20;0.018738228;0.018738228;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
21;0.02587692;0.02587692;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
22;0.027402263;0.027402263;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
23;0.180362088;0.180362088;0;0.1;;;1;0;0;0;1.5;1;0;;;;;
24;0.041343593;0.041343593;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
25;0.027784623;0.027784623;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
26;0.003033351;0.003033351;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
27;0.009820953;0.009820953;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
28;0.013754471;0.013754471;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
29;0.030768669;0.030768669;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
30;0.107596972;0.107596972;0;0.1;20.30106171;802.4993113;1;0;1;0;1.5;1;0;;;;;
31;0.098640242;0.098640242;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
32;0.013469193;0.013469193;1;0.1;20.75144547;801.5349347;1;0;1;0;1.5;1;0;;;;;
33;0.033642319;0.033642319;1;0.1;20.10082632;802.3597632;1;0;1;0;1.5;1;0;;;;;
34;0.031468855;0.031468855;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
35;0.032642904;0.032642904;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
36;0.063940194;0.063940194;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
37;0.006231458;0.006231458;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
38;0.013991184;0.013991184;1;0.1;13.04129561;806.2210935;1;0;1;0;1.5;1;0;;;;;
39;0.014724183;0.014724183;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
40;0.022013607;0.022013607;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
41;0.025118568;0.025118568;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
42;0.017604665;0.017604665;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
43;0.027727648;0.027727648;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
44;0.016659554;0.016659554;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
45;0.048841788;0.048841788;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
46;0.035626772;0.035626772;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
47;0.047888133;0.047888133;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
48;0.069967548;0.069967548;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
49;0.016861;0.016861;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
50;0.022525505;0.022525505;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
51;0.014279881;0.014279881;1;0.1;7.010215863;805.5882155;1;0;1;0;1.5;1;0;;;;;
52;0.021852796;0.021852796;1;0.1;7.344220196;805.0469945;1;0;1;0;1.5;1;0;;;;;
53;0.028872076;0.028872076;1;0.1;8.194469904;804.2653236;1;0;1;0;1.5;1;0;;;;;
54;0.026409569;0.026409569;1;0.1;8.268583643;803.8131217;1;0;1;0;1.5;1;0;;;;;
55;0.018391715;0.018391715;1;0.1;8.721340713;803.4127772;1;0;1;0;1.5;1;0;;;;;
56;0.011373332;0.011373332;1;0.1;9.086242615;803.5818457;1;0;1;0;1.5;1;0;;;;;
57;0.023231278;0.023231278;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
58;0.029838614;0.029838614;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
59;0.051044178;0.051044178;1;0.1;19.93805564;801.4981964;1;0;1;0;1.5;1;0;;;;;
60;0.044093473;0.044093473;1;0.1;20.59344179;802.2672517;1;0;1;0;1.5;1;0;;;;;
61;0.104407159;0.104407159;0;0.1;22.06391248;801.5110499;1;0;1;0;1.5;1;0;;;;;
62;0.057332559;0.057332559;1;0.1;24.44591771;800.3629126;1;0;1;0;1.5;1;0;;;;;
63;0.079948696;0.079948696;1;0.1;24.40500608;801.6609371;1;0;1;0;1.5;1;0;;;;;
64;0.136447102;0.136447102;0;0.1;25.42933019;802.471485;1;0;1;0;1.5;1;0;;;;;
65;0.030308197;0.030308197;1;0.1;26.88192097;802.8146888;1;0;1;0;1.5;1;0;;;;;
66;0.211932308;0.211932308;0;0.1;27.54244718;804.4708091;1;0;1;0;1.5;1;0;;;;;
67;0.107605229;0.107605229;0;0.1;31.84902824;804.2976137;1;0;1;0;1.5;1;0;;;;;
68;0.037873158;0.037873158;1;0.1;;;1;0;0;0;1.5;1;0;;;;;
